numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	
6180	6179	face	23275	14747	5610	14152	5529	289.1569	4.1687	66.8813	3.749	Noun	11894	0.80719	5.4606	1	19	4	11	1	high	
9510	9509	king	35670	6592	1688	3319	993	129.2549	3.8191	20.124	3.2276	Noun	6258	0.94962	5.1109	1	31	4	9	1	high	
6647	6646	flat	24679	1337	913	1233	866	26.2157	3.1265	10.8846	2.9609	Noun	658	0.49178	4.4183	1	21.67	4	9	1	high	
15231	15230	sand	56375	1035	618	891	581	20.2941	3.0154	7.3677	2.7917	Noun	995	0.96135	4.3072	1	30.33	4	11	1	high	
11005	11004	mile	40546	1071	779	950	746	21	3.0302	9.2871	2.8921	Noun	1095	1	4.322	1	29.67	4	18	1	high	
2878	2877	cave	10180	713	365	666	348	13.9804	2.8537	4.3515	2.5635	Noun	688	0.96494	4.1455	1	19	4	16	1	high	
14142	14141	race	51896	3157	1154	3014	1121	61.902	3.4994	13.7577	3.0626	Noun	2696	0.8641	4.7912	1	22	4	14	1	high	
1330	1329	beach	5178	2888	1291	2180	1025	56.6275	3.4607	15.391	3.1113	Noun	2859	0.9903	4.7526	1	55	5	7	1	high	
16070	16069	site	59378	980	601	965	595	19.2157	2.9917	7.165	2.7796	Noun	972	0.99285	4.2835	1	21	4	10	1	high	
8512	8511	horn	31092	1075	586	801	484	21.0784	3.0318	6.9862	2.7686	Noun	1039	0.96922	4.3236	1	26.33	4	6	1	high	
8203	8202	heir	30042	266	168	245	161	5.2157	2.4265	2.0029	2.2279	Noun	266	1	3.7183	1	11.67	4	3	1	high	
16538	16537	speech	61259	1940	1090	1823	1050	38.0392	3.288	12.9948	3.0378	Noun	1936	1	4.5799	1	36.8	6	0	1	high	
16514	16513	spear	61161	232	108	173	98	4.549	2.3674	1.2876	2.0374	Noun	161	0.69397	3.6592	1	33.25	5	4	1	high	
9195	9194	jade	34553	259	69	98	43	5.0784	2.415	0.8226	1.8451	Noun	259	1	3.7068	1	13.67	4	4	1	high	
19285	19284	wife	72957	17795	4811	17592	4781	348.9216	4.2503	57.3557	3.6823	Noun	17782	0.99994	5.5422	1	12	4	9	1	high	
17948	17947	toe	66628	647	386	627	376	12.6863	2.8116	4.6018	2.5877	Noun	648	0.99846	4.1034	1	8	3	17	1	high	
5135	5134	doc	19255	4122	1078	866	421	80.8235	3.6152	12.8517	3.033	Noun	4114	0.99951	4.907	1	3.5	3	5	1	high	
16055	16054	sip	59333	260	220	237	201	5.098	2.4166	2.6228	2.3444	Noun	243	0.93462	3.7085	1	9	3	19	1	high	
