numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	
19024	19023	wallpaper	71912	171	122	164	120	3.3529	2.2355	1.4545	2.0899	Noun	171	1	3.5274	3	38.75	9	0	1	low	low3	4	40	1	2	41	42	43	44	
19385	19384	wolf	73342	1034	376	623	288	20.2745	3.0149	4.4826	2.5763	Noun	925	0.89632	4.3068	1	19.33	4	2	1	high	high1	1	10	1	2	11	12	13	14	
13839	13838	protector	50788	149	99	115	88	2.9216	2.1761	1.1803	2	Noun	145	0.97973	3.4679	3	60.75	9	1	1	low	low3	4	40	1	2	41	42	43	44	
3801	3800	container	13808	219	144	210	141	4.2941	2.3424	1.7167	2.1614	Noun	219	1	3.6343	3	95.75	9	1	1	low	low3	4	40	1	2	41	42	43	44	
17005	17004	stride	62957	107	68	75	67	2.098	2.0334	0.81068	1.8388	Noun	76	0.7037	3.3253	1	53	6	5	1	low	low1	3	30	1	2	31	32	33	34	
12646	12645	paste	46591	87	71	81	65	1.7059	1.9445	0.84645	1.8573	Noun	66	0.75862	3.2363	1	41	5	8	1	low	low1	3	30	1	2	31	32	33	34	
17775	17774	thigh	65969	191	152	177	146	3.7451	2.2833	1.8121	2.1847	Noun	191	1	3.5751	1	21.5	5	0	1	low	low1	3	30	1	2	31	32	33	34	
6113	6112	explorer	23003	97	63	58	45	1.902	1.9912	0.75107	1.8062	Noun	97	1	3.2831	3	83.43	8	2	1	low	low3	4	40	1	2	41	42	43	44	
13755	13754	professor	50436	3548	813	1044	519	69.5686	3.5501	9.6924	2.9106	Noun	3543	0.99831	4.8419	3	53.63	9	1	1	high	high3	2	20	1	2	21	22	23	24	
12862	12861	perfection	47266	275	218	239	198	5.3922	2.4409	2.599	2.3404	Noun	274	0.99636	3.7327	3	128.22	10	0	1	high	high3	2	20	1	2	21	22	23	24	
