numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	
10751	10750	mayflower	39598	76	31	1	1	1.4902	1.8865	0.36958	1.5051	Noun	50	0.68493	3.1783	3	27.5	9	0	1	low	low3	4	40	1	2	41	42	43	44	
17830	17829	thud	66187	99	72	68	52	1.9412	2	0.85837	1.8633	Noun	80	0.81633	3.2918	1	8.67	4	2	1	low	low1	3	30	1	2	31	32	33	34	
3810	3809	contestant	13857	136	86	118	80	2.6667	2.1367	1.0253	1.9395	Noun	134	1	3.4286	3	86.67	10	0	1	low	low3	4	40	1	2	41	42	43	44	
3845	3844	conviction	14065	303	237	295	233	5.9412	2.4829	2.8255	2.3766	Noun	302	1	3.7747	3	157.33	10	1	1	high	high3	2	20	1	2	21	22	23	24	
4108	4107	crash	14977	1461	892	1336	840	28.6471	3.1649	10.6342	2.9509	Noun	871	0.59617	4.4568	1	48.75	5	5	1	high	high1	1	10	1	2	11	12	13	14	
743	742	artery	3249	271	181	266	177	5.3137	2.4346	2.1578	2.2601	Noun	271	1	3.7264	3	48.6	6	0	1	high	high3	2	20	1	2	21	22	23	24	
17149	17148	suede	63552	92	53	88	51	1.8039	1.9685	0.63186	1.7324	Noun	92	1	3.2603	1	16.75	5	1	1	low	low1	3	30	1	2	31	32	33	34	
729	728	arrogance	3206	144	128	136	123	2.8235	2.1614	1.526	2.1106	Noun	144	1	3.4532	3	38.88	9	0	1	low	low3	4	40	1	2	41	42	43	44	
8756	8755	ignorance	32055	184	160	164	145	3.6078	2.2672	1.9075	2.2068	Noun	184	1	3.559	3	48.13	9	0	1	low	low3	4	40	1	2	41	42	43	44	
8989	8988	innocence	33412	336	247	326	242	6.5882	2.5276	2.9447	2.3945	Noun	336	1	3.8195	3	62	9	0	1	high	high3	2	20	1	2	21	22	23	24	
16496	16495	spark	61097	320	224	286	208	6.2745	2.5065	2.6705	2.3522	Noun	252	0.79495	3.7983	1	34.75	5	4	1	high	high1	1	10	1	2	11	12	13	14	
8362	8361	hitch	30613	208	170	168	152	4.0784	2.3201	2.0267	2.233	Noun	97	0.46635	3.612	1	31.75	5	6	1	low	low1	3	30	1	2	31	32	33	34	
9100	9099	intruder	34094	186	122	145	106	3.6471	2.2718	1.4545	2.0899	Noun	186	1	3.5637	3	73	8	2	1	low	low3	4	40	1	2	41	42	43	44	
1463	1462	benefit	5686	732	560	707	545	14.3529	2.8651	6.6762	2.749	Noun	552	0.75513	4.1569	3	36.5	7	0	1	high	high3	2	20	1	2	21	22	23	24	
13650	13649	pretender	50077	94	37	54	35	1.8431	1.9777	0.44111	1.5798	Noun	91	0.96809	3.2696	3	79.13	9	1	1	low	low3	4	40	1	2	41	42	43	44	
12950	12949	pharmacist	47677	78	43	68	41	1.5294	1.8976	0.51264	1.6435	Noun	76	0.98701	3.1895	3	30.56	10	0	1	low	low3	4	40	1	2	41	42	43	44	
6934	6933	frame	25763	719	527	691	513	14.098	2.8573	6.2828	2.7226	Noun	496	0.68985	4.1492	1	35.75	5	1	1	high	high1	1	10	1	2	11	12	13	14	
13279	13278	ploy	48718	78	68	76	66	1.5294	1.8976	0.81068	1.8388	Noun	78	1	3.1895	1	12	4	4	1	low	low1	3	30	1	2	31	32	33	34	
8107	8106	haze	29765	77	47	43	37	1.5098	1.8921	0.56032	1.6812	Noun	64	0.83117	3.1839	1	15.67	4	10	1	low	low1	3	30	1	2	31	32	33	34	
