numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	list|f	list_name|s	file_num|s	jittered_ISI|f	total_time|f	
6325	6324	fax	23741	357	230	320	214	7	2.5539	2.742	2.3636	Noun	195	0.54775	3.8457	1	5	3	12	1	high	high1	1	10	1	2	11	12	13	14	3	list3	list3_6325_fax_high1	3400	11400	
9055	9054	intellect	33717	109	98	109	98	2.1373	2.0414	1.1683	1.9956	Noun	109	1	3.3332	3	64.75	9	0	1	low	low3	4	40	1	2	41	42	43	44	3	list3	list3_9055_intellect_low3	3400	11400	
8249	8248	herb	30219	254	134	78	61	4.9804	2.4065	1.5975	2.1303	Noun	247	0.98016	3.6984	1	16	4	6	1	high	high1	1	10	1	2	11	12	13	14	3	list3	list3_8249_herb_high1	3350	11350	
19335	19334	wink	73144	180	119	136	110	3.5294	2.2577	1.4187	2.0792	Noun	103	0.56906	3.5495	1	32	4	11	1	low	low1	3	30	1	2	31	32	33	34	3	list3	list3_19335_wink_low1	3500	11500	
19472	19471	wrath	73636	199	148	163	130	3.902	2.301	1.7644	2.1732	Noun	199	1	3.5929	1	40.5	5	0	1	low	low1	3	30	1	2	31	32	33	34	3	list3	list3_19472_wrath_low1	3450	11450	
10833	10832	melody	39895	337	139	174	114	6.6078	2.5289	1.6571	2.1461	Noun	337	0.9941	3.8208	3	30.8	6	0	1	high	high3	2	20	1	2	21	22	23	24	3	list3	list3_10833_melody_high3	3500	11500	
18660	18659	valve	70759	247	138	227	133	4.8431	2.3945	1.6452	2.143	Noun	246	1	3.6863	1	23.25	5	3	1	high	high1	1	10	1	2	11	12	13	14	3	list3	list3_18660_valve_high1	3400	11400	
17065	17064	stun	63137	96	67	83	61	1.8824	1.9868	0.79876	1.8325	Noun	61	0.63542	3.2786	1	6.67	4	4	1	low	low1	3	30	1	2	31	32	33	34	3	list3	list3_17065_stun_low1	3500	11500	
5857	5856	envelope	21894	513	326	506	321	10.0588	2.711	3.8865	2.5145	Noun	512	1	4.0028	3	34.57	8	0	1	high	high3	2	20	1	2	21	22	23	24	3	list3	list3_5857_envelope_high3	3200	11200	
12566	12565	parenting	46363	134	107	125	101	2.6275	2.1303	1.2756	2.0334	Noun	127	0.95489	3.4222	3	263.13	9	0	1	low	low3	4	40	1	2	41	42	43	44	3	list3	list3_12566_parenting_low3	3450	11450	
