numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	
8408	8407	holiday	30757	1086	617	897	534	21.2941	3.0362	7.3557	2.791	Noun	1045	0.96225	4.3281	3	35	7	0	1	high	high3	2	20	1	2	21	22	23	24	
10215	10214	loft	37748	186	104	180	101	3.6471	2.2718	1.2399	2.0212	Noun	185	0.99462	3.5637	1	16	4	6	1	low	low1	3	30	1	2	31	32	33	34	
8933	8932	influence	33194	754	599	747	598	14.7843	2.8779	7.1412	2.7782	Noun	587	0.77955	4.1698	3	62.88	9	0	1	high	high3	2	20	1	2	21	22	23	24	
9116	9115	invention	34151	310	195	309	195	6.0784	2.4928	2.3247	2.2923	Noun	310	1	3.7846	3	129.63	9	1	1	high	high3	2	20	1	2	21	22	23	24	
7199	7198	garrison	26729	233	67	61	39	4.5686	2.3692	0.79876	1.8325	Noun	178	0.7807	3.661	3	61.29	8	0	1	high	high3	2	20	1	2	21	22	23	24	
1654	1653	blaze	6468	107	77	88	72	2.098	2.0334	0.91798	1.8921	Noun	80	0.74766	3.3253	1	30	5	5	1	low	low1	3	30	1	2	31	32	33	34	
16681	16680	squid	61853	141	75	112	65	2.7647	2.1523	0.89413	1.8808	Noun	141	0.99296	3.4441	1	9.25	5	1	1	low	low1	3	30	1	2	31	32	33	34	
5558	5557	ease	20521	974	718	842	635	19.098	2.989	8.5598	2.8567	Noun	520	0.53443	4.2808	1	20.33	4	6	1	high	high1	1	10	1	2	11	12	13	14	
6574	6573	fisherman	24468	221	145	186	126	4.3333	2.3464	1.7287	2.1644	Noun	220	1	3.6382	3	51.63	9	1	1	low	low3	4	40	1	2	41	42	43	44	
18129	18128	tradition	67176	697	524	676	513	13.6667	2.8439	6.247	2.7202	Noun	699	1	4.1357	3	112.88	9	0	1	high	high3	2	20	1	2	21	22	23	24	
677	676	arena	3024	185	116	154	95	3.6275	2.2695	1.3829	2.0682	Noun	156	0.84324	3.5613	3	21.5	5	0	1	low	low3	4	40	1	2	41	42	43	44	
3146	3145	chill	11088	828	540	559	412	16.2353	2.9186	6.4378	2.7332	Noun	428	0.51816	4.2104	1	40	5	1	1	high	high1	1	10	1	2	11	12	13	14	
6095	6094	expansion	22879	88	73	82	69	1.7255	1.9494	0.87029	1.8692	Noun	88	1	3.2412	3	78.5	9	0	1	low	low3	4	40	1	2	41	42	43	44	
10188	10187	location	37695	1263	823	1213	799	24.7647	3.1017	9.8116	2.9159	Noun	1258	1	4.3936	3	87.43	8	1	1	high	high3	2	20	1	2	21	22	23	24	
7185	7184	gardener	26684	214	141	208	135	4.1961	2.3324	1.681	2.1523	Noun	214	1	3.6243	3	91.14	8	0	1	low	low3	4	40	1	2	41	42	43	44	
1193	1192	barbecue	4787	456	272	408	256	8.9412	2.6599	3.2427	2.4362	Noun	366	0.80617	3.9518	3	40.29	8	0	1	high	high3	2	20	1	2	21	22	23	24	
13189	13188	plank	48479	104	63	84	58	2.0392	2.0212	0.75107	1.8062	Noun	95	0.91346	3.313	1	40.75	5	8	1	low	low1	3	30	1	2	31	32	33	34	
13300	13299	pneumonia	48803	257	184	239	178	5.0392	2.4116	2.1936	2.2672	Noun	256	1	3.7035	3	11.38	9	1	1	high	high3	2	20	1	2	21	22	23	24	
8686	8685	hymn	31726	83	62	63	49	1.6275	1.9243	0.73915	1.7993	Noun	82	1	3.2161	1	1.33	4	0	1	low	low1	3	30	1	2	31	32	33	34	
16739	16738	stamp	62045	302	222	275	206	5.9216	2.4814	2.6466	2.3483	Noun	220	0.72848	3.7733	1	35	5	3	1	high	high1	1	10	1	2	11	12	13	14	
4334	4333	curb	15755	209	173	200	165	4.098	2.3222	2.0625	2.2405	Noun	139	0.66507	3.6141	1	16.67	4	4	1	low	low1	3	30	1	2	31	32	33	34	
9957	9956	liaison	37071	139	106	130	100	2.7255	2.1461	1.2637	2.0294	Noun	139	1	3.438	3	32.5	7	0	1	low	low3	4	40	1	2	41	42	43	44	
5320	5319	drain	19812	440	337	420	327	8.6275	2.6444	4.0176	2.5289	Noun	290	0.6576	3.9363	1	41.5	5	4	1	high	high1	1	10	1	2	11	12	13	14	
4109	4108	crate	14988	209	126	204	124	4.098	2.3222	1.5021	2.1038	Noun	197	0.94258	3.6141	1	50	5	6	1	low	low1	3	30	1	2	31	32	33	34	
139	138	agenda	1157	373	272	360	267	7.3137	2.5729	3.2427	2.4362	Noun	372	0.99732	3.8647	3	14.2	6	0	1	high	high3	2	20	1	2	21	22	23	24	
3796	3795	consumer	13781	106	80	89	72	2.0784	2.0294	0.95374	1.9085	Noun	106	1	3.3212	3	86.29	8	2	1	low	low3	4	40	1	2	41	42	43	44	
4936	4935	dignity	18174	551	418	524	412	10.8039	2.7419	4.9833	2.6222	Noun	549	1	4.0338	3	56.17	7	1	1	high	high3	2	20	1	2	21	22	23	24	
10176	10175	lobe	37658	95	69	93	68	1.8627	1.9823	0.8226	1.8451	Noun	95	1	3.2741	1	16.67	4	7	1	low	low1	3	30	1	2	31	32	33	34	
8158	8157	hearse	29886	81	53	80	52	1.5882	1.9138	0.63186	1.7324	Noun	71	0.8875	3.2056	1	56.6	6	1	1	low	low1	3	30	1	2	31	32	33	34	
17464	17463	tale	64822	612	435	563	413	12	2.7875	5.186	2.6395	Noun	610	1	4.0793	1	29.67	4	16	1	high	high1	1	10	1	2	11	12	13	14	
3793	3792	consulate	13763	249	78	187	62	4.8824	2.3979	0.9299	1.8976	Noun	237	0.95565	3.6898	3	85.38	9	0	1	high	high3	2	20	1	2	21	22	23	24	
17722	17721	text	65747	267	199	251	186	5.2353	2.4281	2.3724	2.301	Noun	267	1	3.72	1	7.67	4	4	1	high	high1	1	10	1	2	11	12	13	14	
4858	4857	devotion	17866	211	182	205	177	4.1373	2.3263	2.1698	2.2625	Noun	211	1	3.6182	3	98.29	8	1	1	low	low3	4	40	1	2	41	42	43	44	
9855	9854	leech	36769	89	50	56	40	1.7451	1.9542	0.59609	1.7076	Noun	57	0.64045	3.2461	1	35.75	5	2	1	low	low1	3	30	1	2	31	32	33	34	
18678	18677	vanity	70803	210	168	158	135	4.1176	2.3243	2.0029	2.2279	Noun	210	1	3.6161	3	53.6	6	1	1	low	low3	4	40	1	2	41	42	43	44	
18339	18338	trunk	67993	1010	561	985	553	19.8039	3.0048	6.6881	2.7497	Noun	1010	0.99901	4.2966	1	33.5	5	2	1	high	high1	1	10	1	2	11	12	13	14	
8068	8067	haste	29628	106	79	103	77	2.0784	2.0294	0.94182	1.9031	Noun	96	0.88889	3.3212	1	37	5	6	1	low	low1	3	30	1	2	31	32	33	34	
16514	16513	spear	61161	232	108	173	98	4.549	2.3674	1.2876	2.0374	Noun	161	0.69397	3.6592	1	33.25	5	4	1	high	high1	1	10	1	2	11	12	13	14	
17948	17947	toe	66628	647	386	627	376	12.6863	2.8116	4.6018	2.5877	Noun	648	0.99846	4.1034	1	8	3	17	1	high	high1	1	10	1	2	11	12	13	14	
11643	11642	nausea	42681	110	89	93	78	2.1569	2.0453	1.061	1.9542	Noun	110	1	3.3372	3	36.8	6	0	1	low	low3	4	40	1	2	41	42	43	44	
11587	11586	myth	42442	352	250	341	246	6.902	2.5478	2.9804	2.3997	Noun	352	1	3.8396	1	4.67	4	2	1	high	high1	1	10	1	2	11	12	13	14	
3652	3651	companion	12939	323	247	302	239	6.3333	2.5105	2.9447	2.3945	Noun	324	1	3.8024	3	108	9	0	1	high	high3	2	20	1	2	21	22	23	24	
17065	17064	stun	63137	96	67	83	61	1.8824	1.9868	0.79876	1.8325	Noun	61	0.63542	3.2786	1	6.67	4	4	1	low	low1	3	30	1	2	31	32	33	34	
7808	7807	guilt	28765	760	574	706	552	14.902	2.8814	6.8431	2.7597	Noun	762	1	4.1732	1	25.25	5	4	1	high	high1	1	10	1	2	11	12	13	14	
2643	2642	capital	9421	648	491	574	443	12.7059	2.8122	5.8536	2.692	Noun	637	0.98151	4.1041	3	51	7	0	1	high	high3	2	20	1	2	21	22	23	24	
5023	5022	discomfort	18537	81	70	78	68	1.5882	1.9138	0.83453	1.8513	Noun	81	1	3.2056	3	40.56	10	0	1	low	low3	4	40	1	2	41	42	43	44	
7768	7767	guardian	28689	358	247	309	225	7.0196	2.5551	2.9447	2.3945	Noun	358	1	3.8469	3	40.14	8	0	1	high	high3	2	20	1	2	21	22	23	24	
2944	2943	century	10375	1063	727	950	663	20.8431	3.0269	8.6671	2.8621	Noun	1065	1	4.3188	3	54.33	7	0	1	high	high3	2	20	1	2	21	22	23	24	
8475	8474	hoof	30994	88	60	80	56	1.7255	1.9494	0.71531	1.7853	Noun	62	0.70455	3.2412	1	27.67	4	7	1	low	low1	3	30	1	2	31	32	33	34	
2212	2211	brute	8187	162	133	142	119	3.1765	2.2122	1.5856	2.1271	Noun	162	1	3.504	1	29.25	5	0	1	low	low1	3	30	1	2	31	32	33	34	
3405	3404	club	12116	5038	2156	3698	1745	98.7843	3.7023	25.7034	3.3339	Noun	4959	0.99379	4.9942	1	11.33	4	2	1	high	high1	1	10	1	2	11	12	13	14	
2046	2045	brat	7678	317	228	299	219	6.2157	2.5024	2.7182	2.3598	Noun	317	1	3.7943	1	20	4	8	1	high	high1	1	10	1	2	11	12	13	14	
18940	18939	volcano	71619	170	108	161	101	3.3333	2.233	1.2876	2.0374	Noun	169	1	3.5248	3	26.83	7	0	1	low	low3	4	40	1	2	41	42	43	44	
1135	1134	ban	4622	160	84	125	71	3.1373	2.2068	1.0014	1.9294	Noun	83	0.51875	3.4987	1	8.5	3	18	1	low	low1	3	30	1	2	31	32	33	34	
1344	1343	beam	5212	445	232	398	204	8.7255	2.6493	2.7659	2.3674	Noun	308	0.69213	3.9412	1	34	4	8	1	high	high1	1	10	1	2	11	12	13	14	
12988	12987	phrase	47858	464	360	460	357	9.098	2.6675	4.2918	2.5575	Noun	429	0.92657	3.9593	1	33	6	0	1	high	high1	1	10	1	2	11	12	13	14	
12191	12190	ore	44813	84	43	83	42	1.6471	1.9294	0.51264	1.6435	Noun	81	1	3.2213	1	3	3	7	1	low	low1	3	30	1	2	31	32	33	34	
9414	9413	karate	35333	386	138	304	115	7.5686	2.5877	1.6452	2.143	Noun	380	0.99738	3.8795	3	54	6	0	1	high	high3	2	20	1	2	21	22	23	24	
14491	14490	refugee	53365	98	73	93	71	1.9216	1.9956	0.87029	1.8692	Noun	98	1	3.2875	3	57	7	1	1	low	low3	4	40	1	2	41	42	43	44	
8009	8008	hangover	29382	199	167	190	160	3.902	2.301	1.9909	2.2253	Noun	200	1	3.5929	3	66.86	8	0	1	low	low3	4	40	1	2	41	42	43	44	
9263	9262	jet	34799	721	413	565	361	14.1373	2.8585	4.9237	2.617	Noun	722	0.99449	4.1504	1	6.5	3	13	1	high	high1	1	10	1	2	11	12	13	14	
11353	11352	morgue	41679	440	269	420	258	8.6275	2.6444	3.207	2.4314	Noun	440	1	3.9363	1	38.4	6	0	1	high	high1	1	10	1	2	11	12	13	14	
6411	6410	festival	24005	505	271	377	212	9.902	2.7042	3.2308	2.4346	Noun	503	0.99604	3.996	3	61.29	8	0	1	high	high3	2	20	1	2	21	22	23	24	
8049	8048	harmony	29544	419	202	194	159	8.2157	2.6232	2.4082	2.3075	Noun	414	0.98807	3.9151	3	65.5	7	0	1	high	high3	2	20	1	2	21	22	23	24	
592	591	appearance	2714	591	498	585	494	11.5882	2.7723	5.9371	2.6981	Noun	593	1	4.0642	3	46.33	10	0	1	high	high3	2	20	1	2	21	22	23	24	
14396	14395	recital	52808	150	75	148	73	2.9412	2.179	0.89413	1.8808	Noun	150	1	3.4708	3	68.67	7	0	1	low	low3	4	40	1	2	41	42	43	44	
1436	1435	believer	5565	174	139	168	136	3.4118	2.243	1.6571	2.1461	Noun	174	1	3.5349	3	64	8	2	1	low	low3	4	40	1	2	41	42	43	44	
3942	3941	correction	14398	163	134	74	64	3.1961	2.2148	1.5975	2.1303	Noun	163	1	3.5067	3	155.89	10	0	1	low	low3	4	40	1	2	41	42	43	44	
9972	9971	liberty	37109	849	539	502	392	16.6471	2.9294	6.4258	2.7324	Noun	832	0.97998	4.2213	3	38.33	7	0	1	high	high3	2	20	1	2	21	22	23	24	
13748	13747	producer	50404	636	351	548	313	12.4706	2.8041	4.1845	2.5465	Noun	625	0.99522	4.096	3	74.57	8	2	1	high	high3	2	20	1	2	21	22	23	24	
3814	3813	continent	13872	187	135	168	121	3.6667	2.2742	1.6094	2.1335	Noun	185	1	3.566	3	115.5	9	0	1	low	low3	4	40	1	2	41	42	43	44	
17053	17052	studio	63106	1190	566	1071	517	23.3333	3.0759	6.7477	2.7536	Noun	1187	0.99832	4.3677	3	30.8	6	0	1	high	high3	2	20	1	2	21	22	23	24	
6504	6503	finale	24288	125	87	115	78	2.451	2.1004	1.0372	1.9445	Noun	124	1	3.3922	3	73.2	6	1	1	low	low3	4	40	1	2	41	42	43	44	
10500	10499	mall	38766	964	426	855	398	18.902	2.9845	5.0787	2.6304	Noun	965	1	4.2764	1	38	4	15	1	high	high1	1	10	1	2	11	12	13	14	
10164	10163	loaf	37623	228	162	224	159	4.4706	2.3598	1.9313	2.2122	Noun	207	0.90789	3.6517	1	20	4	4	1	high	high1	1	10	1	2	11	12	13	14	
7716	7715	groove	28515	212	139	188	126	4.1569	2.3284	1.6571	2.1461	Noun	212	1	3.6202	1	41.6	6	1	1	low	low1	3	30	1	2	31	32	33	34	
10701	10700	mat	39422	178	139	166	135	3.4902	2.2529	1.6571	2.1461	Noun	174	0.98305	3.5447	1	11.5	3	22	1	low	low1	3	30	1	2	31	32	33	34	
13719	13718	prize	50294	1142	735	977	634	22.3922	3.058	8.7625	2.8669	Noun	1116	0.97809	4.3499	1	29.25	5	3	1	high	high1	1	10	1	2	11	12	13	14	
12566	12565	parenting	46363	134	107	125	101	2.6275	2.1303	1.2756	2.0334	Noun	127	0.95489	3.4222	3	263.13	9	0	1	low	low3	4	40	1	2	41	42	43	44	
13805	13804	propeller	50643	78	55	74	51	1.5294	1.8976	0.6557	1.7482	Noun	78	1	3.1895	3	67.63	9	1	1	low	low3	4	40	1	2	41	42	43	44	
14715	14714	retainer	54581	108	87	108	87	2.1176	2.0374	1.0372	1.9445	Noun	108	1	3.3293	3	108.29	8	2	1	low	low3	4	40	1	2	41	42	43	44	
17485	17484	tang	64917	114	68	12	12	2.2353	2.0607	0.81068	1.8388	Noun	113	0.99123	3.3525	1	32	4	11	1	low	low1	3	30	1	2	31	32	33	34	
7176	7175	gap	26657	218	178	165	133	4.2745	2.3404	2.1221	2.2529	Noun	217	1	3.6323	1	9	3	16	1	low	low1	3	30	1	2	31	32	33	34	
17018	17017	stripe	62990	74	53	65	49	1.451	1.8751	0.63186	1.7324	Noun	68	0.91892	3.1669	1	47.2	6	5	1	low	low1	3	30	1	2	31	32	33	34	
7577	7576	graffiti	28055	103	57	64	49	2.0196	2.017	0.67954	1.7634	Noun	103	1	3.3089	3	48	8	0	1	low	low3	4	40	1	2	41	42	43	44	
3627	3626	commitment	12855	550	438	533	429	10.7843	2.7412	5.2217	2.6425	Noun	550	1	4.033	3	76.56	10	0	1	high	high3	2	20	1	2	21	22	23	24	
10217	10216	log	37754	610	397	555	370	11.9608	2.786	4.733	2.5999	Noun	534	0.87685	4.0779	1	7.5	3	16	1	high	high1	1	10	1	2	11	12	13	14	
2948	2947	cereal	10387	324	223	301	214	6.3529	2.5119	2.6586	2.3502	Noun	324	1	3.8037	3	45.6	6	0	1	high	high3	2	20	1	2	21	22	23	24	
4456	4455	dam	16102	293	124	227	101	5.7451	2.4683	1.4783	2.0969	Noun	270	0.93103	3.7602	1	6	3	11	1	high	high1	1	10	1	2	11	12	13	14	
15931	15930	shred	58832	150	129	134	118	2.9412	2.179	1.5379	2.1139	Noun	95	0.64189	3.4708	1	76.75	5	3	1	low	low1	3	30	1	2	31	32	33	34	
18556	18555	universe	69592	1289	703	1184	682	25.2745	3.1106	8.381	2.8476	Noun	1269	0.98448	4.4024	3	48.43	8	0	1	high	high3	2	20	1	2	21	22	23	24	
4596	4595	decency	16578	236	198	224	193	4.6275	2.3747	2.3605	2.2989	Noun	235	0.99576	3.6666	3	49.67	7	0	1	high	high3	2	20	1	2	21	22	23	24	
14552	14551	religion	53730	707	440	650	415	13.8627	2.85	5.2456	2.6444	Noun	708	1	4.1419	3	87.57	8	0	1	high	high3	2	20	1	2	21	22	23	24	
15072	15071	rum	55874	382	204	280	169	7.4902	2.5832	2.432	2.3118	Noun	369	0.9685	3.875	1	6	3	12	1	high	high1	1	10	1	2	11	12	13	14	
3243	3242	cinema	11533	198	135	163	111	3.8824	2.2989	1.6094	2.1335	Noun	197	0.99495	3.5907	3	26	6	0	1	low	low3	4	40	1	2	41	42	43	44	
19219	19218	wheel	72598	1380	851	1283	798	27.0588	3.1402	10.1454	2.9304	Noun	1336	0.96882	4.432	1	30.75	5	0	1	high	high1	1	10	1	2	11	12	13	14	
9903	9902	length	36902	358	270	349	263	7.0196	2.5551	3.2189	2.433	Noun	337	0.94134	3.8469	1	36.2	6	0	1	high	high1	1	10	1	2	11	12	13	14	
4761	4760	depth	17432	421	261	382	245	8.2549	2.6253	3.1116	2.4183	Noun	422	1	3.9171	1	20.5	5	1	1	high	high1	1	10	1	2	11	12	13	14	
13112	13111	pioneer	48258	106	73	67	55	2.0784	2.0294	0.87029	1.8692	Noun	101	0.97115	3.3212	3	79.5	7	0	1	low	low3	4	40	1	2	41	42	43	44	
18156	18155	trance	67253	268	92	81	65	5.2549	2.4298	1.0968	1.9685	Noun	268	1	3.7216	1	57.8	6	1	1	high	high1	1	10	1	2	11	12	13	14	
18134	18133	tragedy	67194	723	566	672	537	14.1765	2.8597	6.7477	2.7536	Noun	723	0.99862	4.1516	3	47.67	7	0	1	high	high3	2	20	1	2	21	22	23	24	
19475	19474	wreck	73648	697	518	677	506	13.6667	2.8439	6.1755	2.7152	Noun	506	0.72806	4.1357	1	29	5	2	1	high	high1	1	10	1	2	11	12	13	14	
