word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
lead-N	129	4	3	1	526	543	488	400	N	
role-N	104	4	3	1	524	335	385	0	N	
avail-V	4	5	4	2	0	0	0	0	V	
incoherent-J	4	10	10	4	0	0	0	0	J	
blockade-V	16	8	6	2	0	0	0	0	V	
tentacle-N	1	8	7	3	0	0	0	0	N	
class-J	207	5	4	1	0	0	0	0	J	
miss-N	258	4	3	1	586	372	447	0	N	
forward-J	115	7	5	2	596	0	329	0	J	
touched-V	42	7	4	2	0	0	0	0	V	
liberty-V	46	7	6	3	467	302	392	528	V	
hue-V	1	3	3	1	404	388	399	544	V	
alone-A	195	5	4	2	562	390	480	0	A	
unsaid-J	1	6	5	2	0	0	0	0	J	
fiction-N	46	7	6	2	0	0	0	0	N	
body-N	276	4	4	2	610	568	614	267	N	
total-V	211	5	4	2	0	0	0	0	V	
engine-N	50	6	5	2	543	586	595	0	N	
accent-V	9	6	6	2	0	0	0	0	V	
furnace-N	11	7	5	2	406	600	586	428	N	
field-V	274	5	4	1	0	0	0	0	V	
common-J	223	6	5	2	595	0	276	0	J	
surplus-N	27	7	6	2	450	0	346	0	N	
unhealthy-J	4	9	7	3	0	0	0	0	J	
claim-V	98	5	4	1	525	331	321	417	V	
volunteer-V	9	9	7	3	0	0	0	0	V	
remain-V	93	6	5	2	0	0	0	0	V	
bound-J	42	5	4	1	0	0	0	0	J	
malt-V	1	4	4	1	0	0	0	0	V	
serious-J	116	7	6	2	593	0	376	0	J	
bureau-N	43	6	5	2	395	547	497	461	N	
miller-N	22	6	4	2	0	0	0	0	N	
crowd-N	53	5	4	1	523	546	548	0	N	
lively-J	26	6	5	2	582	0	429	0	J	
find-N	399	4	4	1	580	351	370	272	N	
doctor-N	100	6	5	2	573	575	600	0	N	
chicken-N	37	7	6	2	544	614	619	250	N	
bitter-V	53	6	5	2	526	409	457	0	V	
sell-N	41	4	3	1	585	342	397	0	N	
sickly-J	2	6	5	2	0	0	0	0	J	
staff-N	113	5	4	1	577	515	478	403	N	
last-V	676	4	4	1	587	299	367	0	V	
same-J	686	4	3	1	569	248	326	0	J	
sweep-N	15	5	4	1	495	476	513	281	N	
broke-N	72	5	4	1	528	394	485	0	N	
around-A	561	6	5	2	0	0	0	0	A	
stinking-V	2	8	7	2	0	0	0	0	V	
greater-A	188	7	6	2	0	0	0	0	A	
himself-U	603	7	7	2	569	285	317	0	U	
peasant-J	7	7	5	2	422	550	540	419	J	
ruse-J	2	4	4	2	0	0	0	0	J	
account-V	117	7	5	2	523	365	361	0	V	
bright-J	87	6	4	1	589	473	489	0	J	
farm-V	125	4	3	1	564	565	560	0	V	
dell-N	5	4	3	1	244	513	397	472	N	
weekly-A	24	6	5	2	0	0	0	0	A	
single-J	172	6	5	2	556	0	415	0	J	
formulate-V	9	9	8	3	0	0	0	0	V	
father-N	183	6	4	2	591	594	646	0	N	
east-N	183	4	3	1	574	363	497	0	N	
tangent-N	26	7	7	2	0	0	0	0	N	
stress-V	107	6	5	1	0	0	0	0	V	
hope-N	178	4	3	1	561	261	421	0	N	
demurrer-N	2	8	6	3	0	0	0	0	N	
layer-V	12	5	4	1	0	0	0	0	V	
aspect-V	47	6	6	2	482	217	233	547	V	
move-V	171	4	3	1	572	390	413	0	V	
tycoon-N	1	6	5	2	0	0	0	0	N	
purpose-V	149	7	5	2	572	280	280	428	V	
garter-N	2	6	4	2	0	0	0	0	N	
general-N	497	7	7	3	568	408	491	0	N	
close-N	234	5	4	1	587	391	420	283	N	
landing-N	26	7	6	2	0	0	0	0	N	
since-J	628	5	4	1	541	247	264	0	J	
private-J	191	7	6	2	570	350	432	0	J	
garbage-V	7	7	5	2	554	572	596	0	V	
toward-J	386	6	4	2	0	0	0	0	J	
present-A	377	7	6	2	569	389	481	0	A	
center-V	224	6	5	2	540	371	459	0	V	
tribute-N	24	7	7	2	420	339	386	0	N	
ocarina-N	1	7	7	4	0	0	0	0	N	
loom-V	6	4	3	1	0	0	0	0	V	
census-N	11	6	6	2	0	0	0	0	N	
alter-V	15	5	4	2	503	430	413	0	V	
surface-V	200	7	5	2	573	447	453	378	V	
mettle-N	2	6	4	2	0	0	0	0	N	
bad-N	142	3	3	1	592	308	388	0	N	
can-V	1772	3	3	1	620	365	369	0	V	
mouth-N	103	5	3	1	572	568	613	0	N	
fear-N	127	4	3	1	569	326	394	0	N	
peeping-V	2	7	5	2	0	0	0	0	V	
here-N	750	4	3	1	599	285	278	0	N	
direct-A	129	6	6	2	0	0	0	0	A	
hold-V	169	4	4	1	596	416	416	267	V	
last-J	676	4	4	1	587	299	367	0	J	
term-N	79	4	3	1	575	374	387	394	N	
account-N	117	7	5	2	523	365	361	0	N	
mammoth-N	4	7	5	2	0	0	0	0	N	
bottleneck-N	2	10	7	3	0	0	0	0	N	
create-V	54	6	5	2	0	0	0	0	V	
