word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
stewed-V	1	6	5	2	0	0	0	0	V	
manganese-N	1	9	8	3	332	540	413	661	N	
julep-N	2	5	5	2	0	0	0	0	N	
cordon-V	2	6	4	2	0	0	0	0	V	
muster-N	3	6	5	2	0	0	0	0	N	
stark-J	7	5	4	1	0	0	0	0	J	
pact-N	5	4	4	1	361	372	364	531	N	
hove-V	1	4	3	1	0	0	0	0	V	
foul-J	4	4	3	1	483	351	467	0	J	
conning-J	1	7	5	2	0	0	0	0	J	
parcel-A	1	6	4	2	503	525	509	0	A	
intern-J	2	6	5	2	0	0	0	0	J	
choir-N	8	5	4	2	526	567	567	0	N	
pleasing-V	10	8	6	2	551	0	368	0	V	
shack-N	1	5	3	1	0	0	0	0	N	
brad-V	1	4	4	1	0	0	0	0	V	
leak-V	2	4	3	1	514	472	545	336	V	
ceil-V	1	4	3	1	0	0	0	0	V	
preface-V	3	7	6	2	0	0	0	0	V	
salute-N	3	6	5	2	479	471	538	0	N	
lather-N	3	6	4	2	0	0	0	0	N	
crow-N	2	4	3	1	490	590	578	308	N	
seller-N	6	6	4	2	459	444	427	381	N	
inveigh-V	1	7	4	2	0	0	0	0	V	
gibbon-N	2	6	5	2	0	0	0	0	N	
arrogance-N	3	9	7	3	0	0	0	0	N	
quarry-V	7	6	5	2	0	0	0	0	V	
beware-V	3	6	4	2	0	0	0	0	V	
pap-N	1	3	3	1	0	0	0	0	N	
carving-N	6	7	5	2	0	0	0	0	N	
glean-N	1	5	4	1	0	0	0	0	N	
ramble-V	3	6	5	2	0	0	0	0	V	
narcosis-N	1	8	7	3	0	0	0	0	N	
buster-N	3	6	5	2	0	0	0	0	N	
idly-A	6	4	4	2	0	0	0	0	A	
ruse-N	2	4	3	1	0	0	0	0	N	
sojourn-N	5	7	5	2	0	0	0	0	N	
tamper-V	1	6	5	2	0	0	0	0	V	
titter-V	1	6	4	2	0	0	0	0	V	
coriander-N	1	9	8	4	0	0	0	0	N	
laboratory-N	40	10	10	5	0	0	0	0	N	
upwards-R	6	7	6	2	507	0	366	0	R	
strapping-N	3	9	7	2	0	0	0	0	N	
horoscope-V	1	9	8	3	0	0	0	0	V	
peach-N	3	5	4	1	536	617	613	292	N	
wither-A	2	6	5	2	445	384	438	0	A	
grassy-J	2	6	5	2	0	0	0	0	J	
heal-N	2	4	3	1	536	417	438	0	N	
aflame-A	3	6	5	2	0	0	0	0	A	
pansy-N	6	5	5	2	0	0	0	0	N	
mumble-V	1	6	5	2	0	0	0	0	V	
eave-N	1	4	2	1	0	0	0	0	N	
crass-J	2	5	4	1	0	0	0	0	J	
midwife-V	1	7	6	2	0	0	0	0	V	
rainbow-V	4	7	5	2	431	0	604	0	V	
broker-N	1	6	5	2	0	0	0	0	N	
obscene-J	2	7	5	2	0	0	0	0	J	
bald-N	5	4	4	1	0	0	0	0	N	
jagged-J	5	6	5	2	470	444	512	0	J	
tidewater-N	3	9	7	3	0	0	0	0	N	
rand-V	1	4	4	1	0	0	0	0	V	
barrack-V	1	7	5	2	0	0	0	0	V	
commoner-J	1	8	7	3	0	0	0	0	J	
lodged-V	1	6	4	2	0	0	0	0	V	
inn-R	9	3	2	1	440	592	578	344	R	
removable-N	1	9	8	3	0	0	0	0	N	
likable-J	4	7	6	2	0	0	0	0	J	
melange-N	1	7	6	2	0	0	0	0	N	
viceroy-N	1	7	5	2	0	0	0	0	N	
resonant-J	4	8	7	3	0	0	0	0	J	
typhoid-N	2	7	5	2	0	0	0	0	N	
crow-J	2	4	3	1	490	590	578	308	J	
prune-V	1	5	4	1	444	611	578	347	V	
homeward-A	1	8	6	2	0	0	0	0	A	
cork-V	9	4	3	1	544	608	631	0	V	
creak-V	1	5	4	1	0	0	0	0	V	
ripple-V	5	6	4	2	0	0	0	0	V	
hindoo-J	1	6	5	2	0	0	0	0	J	
kite-N	1	4	3	1	481	592	624	0	N	
slam-V	3	4	4	1	0	0	0	0	V	
smallish-J	1	8	6	2	0	0	0	0	J	
coward-V	8	6	4	2	0	0	0	0	V	
stalked-V	7	7	5	2	0	0	0	0	V	
gist-N	1	4	4	1	322	273	262	0	N	
railway-N	12	7	5	2	0	0	0	0	N	
anvil-N	1	5	5	2	302	0	0	0	N	
bait-N	2	4	3	1	0	0	0	0	N	
teens-N	5	5	4	1	0	0	0	0	N	
withal-A	1	6	5	2	0	0	0	0	A	
aplomb-N	1	6	5	2	0	0	0	0	N	
bridle-N	1	6	5	2	0	0	0	0	N	
matting-J	2	7	5	2	0	0	0	0	J	
puppy-V	2	5	4	2	522	623	635	203	V	
interment-N	2	9	8	3	0	0	0	0	N	
whit-V	1	4	3	1	0	0	0	0	V	
boatman-N	3	7	6	2	0	0	0	0	N	
vault-V	2	5	4	1	445	550	550	0	V	
critique-V	1	8	6	3	0	0	0	0	V	
dressy-J	2	6	5	2	0	0	0	0	J	
playtime-N	1	8	6	2	0	0	0	0	N	
