word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
trifle-N	9	6	5	2	0	0	0	0	N	
medicine-N	30	8	6	2	547	517	551	311	N	
coat-J	43	4	3	1	610	601	572	197	J	
bethel-N	1	6	4	2	0	0	0	0	N	
rest-N	163	4	4	1	590	351	396	222	N	
greenness-N	1	9	7	2	369	376	540	375	N	
during-C	585	6	6	2	0	0	0	0	C	
laminate-V	3	8	7	3	0	0	0	0	V	
readily-A	43	7	6	3	0	0	0	0	A	
gazette-V	10	7	5	2	0	0	0	0	V	
shot-V	112	4	3	1	531	467	535	0	V	
knew-V	395	4	3	1	557	291	267	0	V	
senior-N	34	6	5	2	0	0	0	0	N	
vellum-N	1	6	5	2	0	0	0	0	N	
fool-J	37	4	3	1	551	354	436	0	J	
infirm-V	1	6	5	2	0	0	0	0	V	
banish-V	4	6	5	2	0	0	0	0	V	
alien-J	16	5	5	2	479	399	470	0	J	
edifice-N	3	7	6	3	330	566	474	0	N	
cord-V	6	4	3	1	477	564	549	0	V	
second-N	373	6	6	2	598	344	371	289	N	
saying-V	113	6	4	1	0	0	0	0	V	
vine-V	4	4	3	1	411	601	564	425	V	
plugging-V	1	8	6	2	0	0	0	0	V	
intrigue-N	4	8	6	2	0	0	0	0	N	
language-V	109	8	7	2	0	0	0	0	V	
coat-N	43	4	3	1	610	601	572	197	N	
best-J	351	4	4	1	600	282	324	0	J	
stove-V	15	5	4	1	525	591	592	297	V	
fading-V	5	6	5	2	0	0	0	0	V	
tandem-A	1	6	6	2	0	0	0	0	A	
cannot-N	258	6	5	2	0	0	0	0	N	
hazel-N	2	5	4	2	0	0	0	0	N	
chorus-N	18	6	5	2	408	0	509	0	N	
writ-V	7	4	3	1	0	0	0	0	V	
crewel-N	2	6	5	2	0	0	0	0	N	
smeared-V	2	7	4	2	0	0	0	0	V	
mammal-J	1	6	5	2	458	549	541	0	J	
glamour-N	5	7	5	2	0	0	0	0	N	
wearing-V	47	7	5	2	0	0	0	0	V	
husband-N	131	7	7	2	557	549	537	0	N	
loft-J	2	4	4	1	0	0	0	0	J	
isn't-V	97	5	4	2	0	0	0	0	V	
outrage-N	4	7	5	2	0	0	0	0	N	
exacting-J	2	8	8	3	409	0	295	0	J	
necking-V	1	7	5	2	0	0	0	0	V	
commuter-N	10	8	7	3	0	0	0	0	N	
stomach-N	37	7	6	2	547	617	551	0	N	
terrain-N	8	7	5	2	0	0	0	0	N	
knack-V	4	5	3	1	0	0	0	0	V	
enough-N	430	6	4	2	545	246	345	0	N	
trillion-J	1	8	7	2	0	0	0	0	J	
flour-V	8	5	4	2	0	0	0	0	V	
above-A	296	5	4	2	607	0	346	0	A	
due-V	142	3	3	1	0	0	0	0	V	
some-N	1617	4	3	1	578	286	302	0	N	
filler-N	1	6	4	2	0	0	0	0	N	
decide-V	40	6	5	2	0	0	0	0	V	
means-V	310	5	4	1	0	0	0	0	V	
passive-J	11	7	5	2	505	0	307	0	J	
struck-V	59	6	5	1	0	0	0	0	V	
whitening-N	1	9	6	2	0	0	0	0	N	
unnamed-J	4	7	6	2	0	0	0	0	J	
trail-V	31	5	4	1	508	511	525	386	V	
teamster-N	1	8	6	2	0	0	0	0	N	
salient-J	4	7	7	2	0	0	0	0	J	
home-A	547	4	3	1	626	539	599	233	A	
undone-V	4	6	5	2	0	0	0	0	V	
curious-J	46	7	7	2	0	0	0	0	J	
attach-V	14	6	5	2	0	0	0	0	V	
shallow-J	14	7	4	2	540	330	451	0	J	
eloquence-N	2	9	8	3	0	0	0	0	N	
mine-J	59	4	3	1	557	452	522	0	J	
dapper-N	6	6	5	2	0	0	0	0	N	
retail-A	20	6	5	2	0	0	0	0	A	
neat-J	21	4	3	1	528	314	495	0	J	
better-A	414	6	5	2	633	0	274	0	A	
outbreak-V	2	8	6	2	471	358	359	444	V	
there-N	2724	5	3	1	603	216	283	0	N	
look-V	399	4	3	1	607	376	395	225	V	
hope-N	178	4	3	1	561	261	421	0	N	
darkling-A	2	8	6	2	0	0	0	0	A	
confluent-N	1	9	9	2	0	0	0	0	N	
cove-V	2	4	3	1	0	0	0	0	V	
without-A	583	7	5	2	577	267	302	0	A	
plane-J	114	5	4	1	558	535	556	0	J	
lordly-J	2	6	5	2	0	0	0	0	J	
timely-J	9	6	5	2	0	0	0	0	J	
whether-J	286	7	5	2	528	0	207	0	J	
fielder-N	3	7	5	2	365	509	472	458	N	
high-J	497	4	2	1	612	371	463	0	J	
rein-N	3	4	3	1	440	537	478	356	N	
prize-V	28	5	4	1	508	474	517	0	V	
hush-N	4	4	3	1	415	396	467	246	N	
farm-V	125	4	3	1	564	565	560	0	V	
forborne-V	1	8	5	2	0	0	0	0	V	
outflow-N	2	7	5	2	0	0	0	0	N	
grade-J	35	5	4	1	533	338	397	417	J	
live-A	177	4	3	1	608	436	446	0	A	
mind-N	325	4	4	1	591	333	373	0	N	
