word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
mythic-J	2	6	5	2	0	0	0	0	J	
ascribe-V	1	7	6	2	0	0	0	0	V	
alignment-N	4	9	8	3	0	0	0	0	N	
crash-N	20	5	4	1	0	0	0	0	N	
viva-V	1	4	4	2	0	0	0	0	V	
temporize-V	1	9	8	3	0	0	0	0	V	
damn-N	34	4	3	1	0	0	0	0	N	
tannin-N	1	6	5	2	0	0	0	0	N	
implore-N	1	7	6	2	0	0	0	0	N	
shaky-J	5	5	4	2	0	0	0	0	J	
humped-J	1	6	5	2	0	0	0	0	J	
goat-N	6	4	3	1	469	636	585	0	N	
crimean-N	2	7	6	2	0	0	0	0	N	
burr-J	7	4	3	1	0	0	0	0	J	
theses-N	1	6	5	2	0	0	0	0	N	
stare-V	14	5	3	1	508	365	420	0	V	
brew-V	4	4	3	1	0	0	0	0	V	
uproar-V	2	6	5	2	0	0	0	0	V	
fauna-N	1	5	4	2	0	0	0	0	N	
sullen-V	9	6	5	2	374	0	361	0	V	
lone-J	8	4	3	1	464	325	457	0	J	
frog-N	1	4	4	1	507	619	617	258	N	
garner-N	1	6	4	2	0	0	0	0	N	
invade-V	5	6	5	2	0	0	0	0	V	
cloud-N	28	5	4	1	553	554	595	0	N	
escheat-V	2	7	6	2	0	0	0	0	V	
ministry-N	13	8	8	3	0	0	0	0	N	
coppery-N	2	7	6	3	0	0	0	0	N	
parted-V	5	6	5	2	0	0	0	0	V	
reject-V	10	6	6	2	0	0	0	0	V	
adaptable-J	2	9	8	4	0	0	0	0	J	
creepy-J	1	6	5	2	0	0	0	0	J	
blush-J	2	5	4	1	535	465	551	378	J	
pigeon-N	3	6	5	2	499	609	610	325	N	
vanish-V	5	6	5	2	0	0	0	0	V	
zealot-N	1	6	5	2	0	0	0	0	N	
gab-V	1	3	3	1	0	0	0	0	V	
quaver-V	1	6	5	2	0	0	0	0	V	
stall-V	18	5	4	1	0	0	0	0	V	
fair-J	77	4	2	1	573	413	439	0	J	
narrative-N	24	9	7	3	0	0	0	0	N	
gruff-J	4	5	4	1	0	0	0	0	J	
hindoo-J	1	6	5	2	0	0	0	0	J	
iridium-N	1	7	7	3	0	0	0	0	N	
mention-V	50	7	6	2	0	0	0	0	V	
concretely-A	2	10	9	3	0	0	0	0	A	
rig-V	5	3	3	1	0	0	0	0	V	
chatty-J	1	6	5	2	0	0	0	0	J	
smuggle-V	1	7	5	2	0	0	0	0	V	
pall-V	4	4	3	1	274	362	271	0	V	
bade-N	1	4	3	1	0	0	0	0	N	
whaling-V	1	7	5	2	0	0	0	0	V	
outing-N	5	6	4	2	0	0	0	0	N	
rousing-V	8	7	5	2	0	0	0	0	V	
sour-V	3	4	3	2	533	458	495	0	V	
crib-N	5	4	4	1	0	0	0	0	N	
mincing-J	1	7	6	2	0	0	0	0	J	
cod-N	6	3	3	1	0	0	0	0	N	
nadir-N	2	5	4	2	218	279	254	0	N	
lunged-V	4	6	5	2	0	0	0	0	V	
jean-J	23	4	3	1	0	0	0	0	J	
sloe-N	2	4	3	1	185	300	276	0	N	
overblown-V	1	9	7	3	0	0	0	0	V	
gingham-J	2	7	5	2	203	540	523	0	J	
warping-V	4	7	5	2	0	0	0	0	V	
cruiser-N	4	7	5	2	490	571	553	0	N	
moire-N	1	5	5	2	0	0	0	0	N	
tumbler-N	2	7	6	2	0	0	0	0	N	
copper-J	13	6	5	2	491	547	548	428	J	
ulcer-N	5	5	4	2	423	558	516	517	N	
swarm-V	3	5	4	1	463	406	488	0	V	
lame-V	2	4	3	1	0	0	0	0	V	
slyly-A	2	5	5	2	0	0	0	0	A	
menace-V	9	6	5	2	425	377	398	0	V	
libel-V	2	5	5	2	0	0	0	0	V	
causal-J	6	6	5	2	0	0	0	0	J	
concave-V	4	7	6	2	370	0	480	0	V	
wardroom-N	1	8	6	2	0	0	0	0	N	
rash-V	1	4	3	1	485	523	520	0	V	
profane-J	1	7	6	2	0	0	0	0	J	
unborn-J	4	6	5	2	0	0	0	0	J	
afresh-A	2	6	5	2	0	0	0	0	A	
scrubbed-J	1	8	6	2	0	0	0	0	J	
chic-J	7	4	3	1	440	454	437	0	J	
slash-N	3	5	4	1	0	0	0	0	N	
memorize-V	3	8	7	3	0	0	0	0	V	
doric-J	4	5	5	2	0	0	0	0	J	
griffin-N	4	7	6	2	0	0	0	0	N	
aback-A	2	5	4	2	0	0	0	0	A	
enjoin-V	1	6	5	2	0	0	0	0	V	
chisel-N	4	6	5	2	469	597	567	0	N	
hone-N	2	4	3	1	0	0	0	0	N	
relieve-V	13	7	5	2	0	0	0	0	V	
repose-N	2	6	5	2	0	0	0	0	N	
cord-N	6	4	3	1	477	564	549	0	N	
stumpy-J	1	6	6	2	0	0	0	0	J	
upward-J	27	6	5	2	0	0	0	0	J	
smear-V	2	5	3	1	480	355	415	0	V	
fumble-V	1	6	5	2	0	0	0	0	V	
brawl-N	1	5	4	1	418	456	485	494	N	
