word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
gladly-A	4	6	6	2	0	0	0	0	A	
presage-N	1	7	6	2	0	0	0	0	N	
counter-A	31	7	5	2	0	0	0	0	A	
tribal-J	6	6	6	2	0	0	0	0	J	
unstuck-V	1	7	6	2	0	0	0	0	V	
relentless-J	5	10	9	3	0	0	0	0	J	
free-N	260	4	3	1	607	328	397	0	N	
will-V	2244	4	3	1	584	275	322	0	V	
third-A	190	5	3	1	0	0	0	0	A	
came-V	622	4	3	1	563	265	288	0	V	
arrive-N	24	6	4	2	0	0	0	0	N	
retail-A	20	6	5	2	0	0	0	0	A	
mishap-V	4	6	6	2	0	0	0	0	V	
king-V	88	4	3	1	522	559	585	0	V	
swarthy-J	4	7	5	2	0	0	0	0	J	
right-N	613	5	3	1	599	361	372	0	N	
agree-N	51	5	4	2	0	0	0	0	N	
embrace-V	13	7	6	2	433	449	597	492	V	
sacral-J	1	6	6	2	0	0	0	0	J	
allure-N	1	6	5	2	0	0	0	0	N	
done-N	320	4	3	1	567	271	346	0	N	
coming-J	174	6	5	2	0	0	0	0	J	
relate-N	7	6	5	2	0	0	0	0	N	
heathen-N	2	7	5	2	0	0	0	0	N	
sound-J	204	5	4	1	597	502	497	300	J	
washing-V	44	7	5	2	0	0	0	0	V	
frozen-V	27	6	5	2	0	0	0	0	V	
knife-V	76	5	3	1	573	612	633	0	V	
outcry-N	3	6	5	2	0	0	0	0	N	
media-N	13	5	5	2	0	0	0	0	N	
skimmed-J	5	7	5	2	0	0	0	0	J	
keys-N	34	4	3	1	0	0	0	0	N	
varnish-N	1	7	5	2	0	0	0	0	N	
use-V	589	3	3	1	0	0	0	0	V	
slice-N	13	5	4	1	540	443	507	292	N	
impose-V	9	6	5	2	0	0	0	0	V	
tamper-V	1	6	5	2	0	0	0	0	V	
ramble-N	3	6	5	2	0	0	0	0	N	
ebullient-N	3	9	8	3	0	0	0	0	N	
mean-J	199	4	3	1	539	313	419	0	J	
four-N	359	4	3	1	553	365	491	0	N	
less-N	438	4	3	1	541	266	286	0	N	
ferment-V	2	7	6	2	0	0	0	0	V	
nail-V	6	4	3	1	563	598	588	272	V	
ransack-N	2	7	6	2	0	0	0	0	N	
aurora-N	2	6	5	3	254	346	345	636	N	
subject-V	161	7	7	2	590	406	418	417	V	
immense-J	14	7	5	2	472	0	436	0	J	
perfumed-J	2	8	7	2	0	0	0	0	J	
malice-V	2	6	5	2	354	248	365	0	V	
hurdle-N	3	6	4	2	437	572	600	0	N	
back-J	967	4	3	1	587	540	483	225	J	
hiding-N	17	6	5	2	0	0	0	0	N	
lasting-V	13	7	6	2	0	0	0	0	V	
balloon-V	10	7	5	2	520	623	583	0	V	
perfect-J	58	7	6	2	613	0	404	0	J	
unlike-R	42	6	5	2	0	0	0	0	R	
another-U	683	7	6	3	0	0	0	0	U	
compose-V	6	7	6	2	0	0	0	0	V	
lure-V	7	4	3	1	451	422	389	0	V	
amount-N	172	6	5	2	583	335	316	392	N	
quartz-N	1	6	5	1	0	0	0	0	N	
part-N	500	4	3	1	579	339	340	314	N	
brash-J	1	5	4	1	0	0	0	0	J	
tray-N	18	4	3	1	558	590	550	0	N	
bourbon-N	8	7	5	2	531	570	606	0	N	
took-V	426	4	3	1	0	0	0	0	V	
buffet-V	6	6	5	2	0	0	0	0	V	
against-C	626	7	6	2	600	0	285	0	C	
lithograph-N	1	10	8	3	0	0	0	0	N	
target-N	45	6	5	2	0	0	0	0	N	
scribe-V	4	6	5	1	0	0	0	0	V	
chapel-N	20	6	6	2	471	587	560	361	N	
famous-V	89	6	5	2	556	0	376	0	V	
right-V	613	5	3	1	599	361	372	0	V	
colt-N	18	4	4	1	0	0	0	0	N	
adventure-N	14	9	8	3	0	0	0	0	N	
waver-V	3	5	4	2	0	0	0	0	V	
fillip-V	1	6	5	2	0	0	0	0	V	
field-V	274	5	4	1	0	0	0	0	V	
bodice-J	2	6	5	2	0	0	0	0	J	
before-A	1016	6	5	2	583	261	255	0	A	
render-V	11	6	5	2	0	0	0	0	V	
rabid-J	2	5	5	2	0	0	0	0	J	
gingham-N	2	7	5	2	203	540	523	0	N	
comrade-V	4	7	6	2	397	497	515	492	V	
servile-N	2	7	5	2	0	0	0	0	N	
wrap-N	5	4	3	1	549	457	482	0	N	
allowance-N	16	9	6	3	0	0	0	0	N	
seven-N	113	5	4	2	0	0	0	0	N	
sermon-V	12	6	5	2	0	0	0	0	V	
resident-J	13	8	8	3	0	0	0	0	J	
move-V	171	4	3	1	572	390	413	0	V	
fulminate-V	1	9	8	3	0	0	0	0	V	
waiter-N	10	6	4	2	0	0	0	0	N	
conform-V	10	7	6	2	0	0	0	0	V	
ancient-J	69	7	6	2	429	0	451	0	J	
during-R	585	6	6	2	0	0	0	0	R	
landing-N	26	7	6	2	0	0	0	0	N	
tread-N	5	5	4	1	0	0	0	0	N	
