word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
meteor-N	3	6	5	2	0	0	0	0	N	
facade-N	7	6	5	2	0	0	0	0	N	
harden-V	1	6	4	2	0	0	0	0	V	
solo-V	7	4	4	2	0	0	0	0	V	
darling-N	17	7	5	2	0	0	0	0	N	
rebuke-V	2	6	6	2	0	0	0	0	V	
sock-V	4	4	3	1	578	581	553	172	V	
nun-N	2	3	3	1	500	583	617	0	N	
retard-N	3	6	5	2	505	345	481	0	N	
currant-N	1	7	6	2	0	0	0	0	N	
flown-V	4	5	4	1	0	0	0	0	V	
bless-V	9	5	4	1	0	0	0	0	V	
tensile-J	5	7	6	2	0	0	0	0	J	
bayonet-N	6	7	6	3	293	600	548	500	N	
surf-V	1	4	3	1	526	527	601	0	V	
bluff-J	8	5	4	1	0	0	0	0	J	
decent-A	20	6	5	2	0	0	0	0	A	
nosing-N	1	6	5	2	0	0	0	0	N	
rebuff-N	4	6	5	2	0	0	0	0	N	
yonder-A	1	6	5	2	387	329	360	0	A	
abyss-N	4	5	4	2	293	450	453	597	N	
austrian-J	4	8	7	2	0	0	0	0	J	
forget-V	54	6	5	2	0	0	0	0	V	
stout-V	3	5	4	1	511	413	521	0	V	
knelt-V	8	5	4	1	0	0	0	0	V	
outline-N	12	7	5	2	0	0	0	0	N	
pavilion-V	4	8	8	3	0	0	0	0	V	
bellows-V	8	7	5	2	0	0	0	0	V	
reel-N	2	4	3	1	456	502	487	0	N	
bred-V	1	4	4	1	423	308	387	0	V	
moot-V	1	4	3	1	0	0	0	0	V	
unction-N	1	7	5	2	239	308	213	669	N	
homely-J	9	6	5	2	0	0	0	0	J	
fuller-N	8	6	5	2	0	0	0	0	N	
seamen-N	2	6	5	2	0	0	0	0	N	
phonetic-J	2	8	7	3	0	0	0	0	J	
pantry-N	2	6	6	2	0	0	0	0	N	
scoop-V	5	5	4	1	0	0	0	0	V	
adroit-J	1	6	6	2	0	0	0	0	J	
mate-J	21	4	4	1	553	507	506	0	J	
bilge-N	2	5	4	1	0	0	0	0	N	
jowl-V	2	4	3	1	0	0	0	0	V	
biennial-J	1	8	7	3	0	0	0	0	J	
fearful-J	13	7	5	2	0	0	0	0	J	
punch-J	5	5	4	1	483	548	527	306	J	
meter-N	6	5	4	2	0	0	0	0	N	
cloak-V	3	5	4	1	423	543	518	0	V	
bleak-J	10	5	4	1	466	307	435	0	J	
gust-N	2	4	4	1	415	0	456	0	N	
grey-N	12	4	3	1	0	0	0	0	N	
feat-V	6	4	3	1	449	345	365	0	V	
conduit-N	1	7	6	2	0	0	0	0	N	
shy-N	13	3	2	1	0	0	0	0	N	
alveoli-N	4	7	6	3	0	0	0	0	N	
ballistic-J	17	9	8	3	0	0	0	0	J	
squire-N	5	6	5	2	323	502	459	525	N	
cursed-J	11	6	5	2	0	0	0	0	J	
coasted-V	3	7	6	2	0	0	0	0	V	
intern-N	2	6	5	2	0	0	0	0	N	
plumb-N	5	5	4	1	461	459	501	0	N	
hospice-N	1	7	6	2	0	0	0	0	N	
devious-J	1	7	6	2	0	0	0	0	J	
rep-N	13	3	3	1	0	0	0	0	N	
synthetic-J	12	9	8	3	0	0	0	0	J	
bone-J	33	4	3	1	541	588	567	0	J	
recess-V	2	6	5	2	456	0	415	0	V	
snack-V	6	5	4	1	0	0	0	0	V	
pageant-J	7	7	6	2	0	0	0	0	J	
camper-N	3	6	6	2	0	0	0	0	N	
sailing-V	20	7	5	2	0	0	0	0	V	
equine-J	1	6	5	2	0	0	0	0	J	
troika-N	1	6	5	2	0	0	0	0	N	
girlish-J	5	7	5	2	0	0	0	0	J	
dashing-J	4	7	5	2	0	0	0	0	J	
derelict-J	1	8	8	3	245	506	466	0	J	
lime-V	13	4	3	1	447	590	563	378	V	
propeller-N	2	9	7	3	491	593	599	0	N	
tiger-N	7	5	4	2	513	611	606	0	N	
effete-J	1	6	4	2	0	0	0	0	J	
ardent-J	12	6	5	2	364	0	347	0	J	
stool-V	8	5	4	1	531	592	584	203	V	
gather-N	20	6	4	2	0	0	0	0	N	
steal-V	5	5	4	1	562	363	448	0	V	
bishop-N	18	6	5	2	467	587	524	0	N	
curl-N	2	4	3	1	0	0	0	0	N	
broadcast-J	16	9	8	2	0	0	0	0	J	
meditate-V	1	8	7	3	0	0	0	0	V	
drowsy-J	1	6	5	2	0	0	0	0	J	
thump-V	3	5	4	1	0	0	0	0	V	
sack-V	8	4	3	1	539	582	548	0	V	
rifleman-N	4	8	7	3	0	0	0	0	N	
generation-N	55	10	9	4	520	320	362	489	N	
tarpon-N	1	6	5	2	0	0	0	0	N	
caraway-N	2	7	6	3	0	0	0	0	N	
button-N	10	6	4	2	573	613	580	192	N	
wiggle-V	1	6	4	2	388	409	491	350	V	
hinduism-N	2	8	9	4	0	0	0	0	N	
dread-J	9	5	4	1	460	267	378	467	J	
unpaid-J	9	6	5	2	0	0	0	0	J	
varmint-N	2	7	6	2	0	0	0	0	N	
