word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
wolf-N	6	4	4	1	537	595	610	0	N	
prohibit-V	2	8	8	3	516	301	373	0	V	
parish-N	11	6	5	2	434	434	483	0	N	
strip-V	30	5	5	1	0	0	0	0	V	
null-V	13	4	3	1	0	0	0	0	V	
pizzicato-N	1	9	9	4	0	0	0	0	N	
shampoo-V	2	7	5	2	0	0	0	0	V	
paling-V	1	6	5	2	0	0	0	0	V	
pursue-V	20	6	5	2	0	0	0	0	V	
restive-J	1	7	6	2	0	0	0	0	J	
rand-N	1	4	4	1	0	0	0	0	N	
scathing-J	1	8	6	2	0	0	0	0	J	
chuckle-N	5	7	5	2	505	429	497	0	N	
rejoin-V	2	6	5	2	0	0	0	0	V	
plush-J	3	5	4	1	0	0	0	0	J	
extinct-V	1	7	8	2	0	0	0	0	V	
browning-V	7	8	6	2	0	0	0	0	V	
rheumatism-J	3	10	9	3	371	489	458	0	J	
sealed-V	13	6	4	2	0	0	0	0	V	
groggy-J	1	6	5	2	0	0	0	0	J	
pageant-J	7	7	6	2	0	0	0	0	J	
ghostly-J	2	7	6	2	0	0	0	0	J	
jagged-J	5	6	5	2	470	444	512	0	J	
retreat-V	14	7	6	2	479	367	408	431	V	
gingham-N	2	7	5	2	203	540	523	0	N	
besiege-V	1	7	5	2	0	0	0	0	V	
ecliptic-J	3	8	8	3	0	0	0	0	J	
torn-V	25	4	3	1	0	0	0	0	V	
hang-N	26	4	3	1	514	397	537	0	N	
starchy-J	2	7	6	2	0	0	0	0	J	
mince-N	1	5	4	1	384	430	419	0	N	
resentful-J	3	9	9	3	497	0	404	0	J	
specular-J	1	8	8	3	0	0	0	0	J	
bevel-V	2	5	5	2	0	0	0	0	V	
album-N	6	5	5	2	0	0	0	0	N	
trim-A	20	4	4	1	456	388	378	367	A	
lavish-V	3	6	5	2	0	0	0	0	V	
grating-V	1	7	6	2	0	0	0	0	V	
doomsday-J	1	8	6	2	0	0	0	0	J	
ballad-V	8	6	5	2	0	0	0	0	V	
exertion-N	1	8	7	3	393	324	445	0	N	
carver-N	1	6	4	2	0	0	0	0	N	
loaf-V	4	4	3	1	0	0	0	0	V	
uncommon-J	8	8	7	3	0	0	0	0	J	
plugging-V	1	8	6	2	0	0	0	0	V	
mining-N	12	6	5	2	0	0	0	0	N	
feudal-J	6	6	5	2	373	0	373	0	J	
acute-N	13	5	5	2	0	0	0	0	N	
grazing-V	3	7	6	2	0	0	0	0	V	
gush-N	1	4	3	1	383	396	483	453	N	
wicked-N	9	6	5	2	0	0	0	0	N	
gentile-N	13	7	6	2	0	0	0	0	N	
lurid-J	3	5	6	2	0	0	0	0	J	
bloody-J	8	6	5	2	0	0	0	0	J	
gutter-J	1	6	5	2	467	498	506	0	J	
reins-N	9	5	4	1	0	0	0	0	N	
detain-N	1	6	5	2	0	0	0	0	N	
stockade-N	12	8	6	2	0	0	0	0	N	
tinder-N	1	6	5	2	0	0	0	0	N	
bliss-N	4	5	4	1	0	0	0	0	N	
marking-V	11	7	5	2	0	0	0	0	V	
felon-J	1	5	5	2	0	0	0	0	J	
implore-N	1	7	6	2	0	0	0	0	N	
kite-V	1	4	3	1	481	592	624	0	V	
sedate-V	2	6	5	2	0	0	0	0	V	
jerk-N	2	4	3	1	452	441	479	400	N	
link-N	16	4	4	1	474	488	481	0	N	
buoyancy-N	1	8	6	3	0	0	0	0	N	
migrate-V	1	7	6	2	0	0	0	0	V	
rocker-N	4	6	4	2	474	583	520	0	N	
stodgy-J	1	6	5	2	0	0	0	0	J	
cerise-J	1	6	5	2	0	0	0	0	J	
loath-N	3	5	3	1	0	0	0	0	N	
unheard-J	3	7	5	2	0	0	0	0	J	
evolve-V	5	6	5	2	0	0	0	0	V	
incur-V	5	5	4	2	0	0	0	0	V	
corpus-N	7	6	5	2	0	0	0	0	N	
adagio-J	3	6	6	3	0	0	0	0	J	
gallant-V	5	7	6	2	429	240	447	0	V	
wherein-A	5	7	5	2	0	0	0	0	A	
twain-N	1	5	4	1	0	0	0	0	N	
godlike-J	1	7	6	2	0	0	0	0	J	
punch-J	5	5	4	1	483	548	527	306	J	
reek-V	2	4	3	1	0	0	0	0	V	
knot-N	8	4	3	1	0	0	0	0	N	
kirk-N	1	4	3	1	0	0	0	0	N	
grower-N	1	6	5	2	0	0	0	0	N	
piling-N	6	6	5	2	0	0	0	0	N	
beck-N	1	4	3	1	0	0	0	0	N	
rim-N	5	3	3	1	501	511	509	0	N	
courtly-A	2	7	5	2	0	0	0	0	A	
atlas-N	12	5	5	2	0	0	0	0	N	
racing-N	22	6	5	2	0	0	0	0	N	
mystic-N	3	6	6	2	455	345	495	0	N	
bard-V	3	4	3	1	224	395	406	0	V	
eave-N	1	4	2	1	0	0	0	0	N	
parcel-A	1	6	4	2	503	525	509	0	A	
hither-A	2	6	4	2	0	0	0	0	A	
proof-J	40	5	4	1	546	328	339	456	J	
palsy-J	2	5	5	2	0	0	0	0	J	
