word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
just-N	872	4	4	1	540	257	221	0	N	
guttural-N	3	8	7	3	0	0	0	0	N	
spring-N	127	6	5	1	588	524	585	0	N	
hall-N	152	4	3	1	592	565	559	283	N	
when-U	2331	4	3	1	609	219	231	0	U	
amusement-N	7	9	9	3	0	0	0	0	N	
sticky-J	9	6	5	2	0	0	0	0	J	
section-V	189	7	5	2	0	0	0	0	V	
federal-J	246	7	7	3	0	0	0	0	J	
surface-N	200	7	5	2	573	447	453	378	N	
forge-N	10	5	3	1	0	0	0	0	N	
blunder-N	2	7	6	2	475	322	432	0	N	
duly-A	10	4	5	2	0	0	0	0	A	
anxious-J	29	7	6	2	544	0	376	0	J	
close-V	234	5	4	1	587	391	420	283	V	
sounder-N	5	7	6	2	0	0	0	0	N	
granite-J	3	7	6	2	0	0	0	0	J	
principal-J	92	9	9	3	491	381	402	525	J	
floor-N	158	5	3	1	551	559	544	0	N	
supply-N	102	6	5	2	534	368	340	417	N	
prestige-N	29	8	7	2	441	248	394	0	N	
vantage-N	6	7	6	2	0	0	0	0	N	
hotbed-N	1	6	6	2	0	0	0	0	N	
disdain-V	3	7	6	2	0	0	0	0	V	
eschew-J	1	6	4	2	0	0	0	0	J	
summer-V	134	6	5	2	612	439	618	253	V	
magnolia-N	1	8	8	3	0	0	0	0	N	
lead-N	129	4	3	1	526	543	488	400	N	
idle-V	13	4	3	2	497	318	444	0	V	
trigger-N	12	7	5	2	0	0	0	0	N	
means-N	310	5	4	1	0	0	0	0	N	
principle-N	109	9	8	3	496	245	305	533	N	
overhead-A	18	8	6	3	0	0	0	0	A	
longer-A	193	6	4	2	0	0	0	0	A	
feeling-J	172	7	5	2	612	262	370	339	J	
rain-V	70	4	3	1	604	600	618	211	V	
coursing-V	1	8	5	2	0	0	0	0	V	
pleasure-V	62	8	6	2	583	302	511	394	V	
astride-A	3	7	6	2	0	0	0	0	A	
future-N	227	6	6	2	612	311	413	414	N	
structure-N	91	9	8	2	0	0	0	0	N	
humour-V	1	6	5	2	555	309	462	417	V	
love-V	232	4	3	1	619	311	569	303	V	
worried-V	35	7	5	2	0	0	0	0	V	
sideways-A	3	8	6	2	0	0	0	0	A	
plumber-N	4	7	5	2	0	0	0	0	N	
remain-V	93	6	5	2	0	0	0	0	V	
drying-N	29	6	5	2	0	0	0	0	N	
overdue-J	2	7	6	3	0	0	0	0	J	
road-V	197	4	3	1	604	583	609	206	V	
sizable-J	15	7	6	3	0	0	0	0	J	
message-V	64	7	5	2	557	459	438	0	V	
nuance-N	1	6	6	1	0	0	0	0	N	
defect-V	3	6	6	2	0	0	0	0	V	
canine-J	1	6	5	2	0	0	0	0	J	
under-N	707	5	4	2	544	319	426	0	N	
pelting-J	2	7	6	2	0	0	0	0	J	
besides-A	66	7	6	3	0	0	0	0	A	
limbo-N	2	5	5	2	0	0	0	0	N	
before-A	1016	6	5	2	583	261	255	0	A	
vintage-V	3	7	6	2	0	0	0	0	V	
cupped-J	4	6	4	2	0	0	0	0	J	
payment-N	53	7	6	2	527	432	472	439	N	
take-V	611	4	3	1	555	332	337	0	V	
study-N	246	5	5	2	0	0	0	0	N	
cane-N	12	4	3	1	442	590	608	0	N	
court-J	230	5	3	1	549	509	552	0	J	
narcosis-N	1	8	7	3	0	0	0	0	N	
longing-V	10	7	5	2	0	0	0	0	V	
saving-C	21	6	5	2	0	0	0	0	C	
duller-N	2	6	5	2	0	0	0	0	N	
within-A	359	6	5	2	0	0	0	0	A	
lag-J	3	3	3	1	0	0	0	0	J	
galaxy-V	3	6	7	3	423	465	575	0	V	
meaning-V	127	7	5	2	0	0	0	0	V	
city-N	393	4	4	2	616	554	605	0	N	
spring-V	127	6	5	1	588	524	585	0	V	
picnic-A	15	6	6	2	0	0	0	0	A	
vignette-N	1	8	6	2	0	0	0	0	N	
coming-N	174	6	5	2	0	0	0	0	N	
drill-V	33	5	4	1	473	516	571	0	V	
future-V	227	6	6	2	612	311	413	414	V	
rifle-N	63	5	4	2	477	606	581	322	N	
god-V	318	3	3	1	567	365	461	0	V	
full-J	230	4	3	1	594	378	437	0	J	
taste-V	59	5	4	1	580	464	425	0	V	
ballot-N	12	6	5	2	453	455	437	539	N	
pretty-N	107	6	5	2	584	341	520	0	N	
wise-N	36	4	3	1	533	268	412	0	N	
coil-N	6	4	3	1	498	490	492	0	N	
bashful-J	2	7	6	2	435	0	400	0	J	
sentient-N	2	8	6	2	0	0	0	0	N	
nation-N	139	6	5	2	508	415	436	425	N	
several-J	377	7	6	2	0	0	0	0	J	
smooth-N	42	6	4	1	570	406	472	0	N	
soap-V	22	4	3	1	594	598	600	222	V	
common-J	223	6	5	2	595	0	276	0	J	
whose-U	252	5	3	1	0	0	0	0	U	
bush-V	14	4	3	1	532	585	549	256	V	
framer-N	1	6	5	2	0	0	0	0	N	
