word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
clove-V	1	5	4	1	395	565	446	500	V	
gallows-J	2	7	5	2	0	0	0	0	J	
dazed-V	4	5	4	2	0	0	0	0	V	
foal-V	2	4	3	1	338	420	448	0	V	
keel-V	6	4	3	1	337	515	451	500	V	
bounty-N	3	6	5	2	0	0	0	0	N	
piling-V	6	6	5	2	0	0	0	0	V	
gird-V	1	4	3	1	0	0	0	0	V	
rococo-J	6	6	6	3	0	0	0	0	J	
dresser-N	1	7	5	2	526	560	556	0	N	
knee-V	35	4	2	1	599	593	597	231	V	
lethargy-N	4	8	6	3	0	0	0	0	N	
pup-V	2	3	3	1	531	544	624	0	V	
insert-V	13	6	5	2	0	0	0	0	V	
tally-V	4	5	4	2	374	331	308	536	V	
garage-V	21	6	5	2	0	0	0	0	V	
outrage-V	4	7	5	2	0	0	0	0	V	
rung-N	3	4	3	1	423	532	480	414	N	
psalmist-N	5	8	6	2	0	0	0	0	N	
tempest-V	2	7	7	2	375	460	514	0	V	
corporeal-J	1	9	8	3	0	0	0	0	J	
aplomb-J	1	6	5	2	0	0	0	0	J	
memo-N	1	4	4	2	0	0	0	0	N	
boring-V	5	6	5	2	590	0	390	0	V	
damp-J	16	4	4	1	0	0	0	0	J	
disposal-N	20	8	8	3	0	0	0	0	N	
trustee-V	9	7	6	2	0	0	0	0	V	
deserve-V	12	7	5	2	0	0	0	0	V	
overlap-N	4	7	6	3	472	371	399	444	N	
germ-N	3	4	3	1	523	464	442	319	N	
godhead-N	1	7	6	2	272	358	324	614	N	
drawl-N	2	5	4	1	0	0	0	0	N	
glacier-N	1	7	6	2	409	590	580	0	N	
knob-V	2	4	3	1	534	586	554	0	V	
humour-N	1	6	5	2	555	309	462	417	N	
laurel-V	3	6	5	2	0	0	0	0	V	
raving-J	3	6	5	2	0	0	0	0	J	
fade-J	2	4	3	1	0	0	0	0	J	
tripping-V	2	8	6	2	0	0	0	0	V	
shoe-N	14	4	2	1	569	600	601	0	N	
gaze-N	12	4	3	1	0	0	0	0	N	
crackle-V	2	7	5	2	0	0	0	0	V	
vol-N	2	3	3	1	0	0	0	0	N	
concave-N	4	7	6	2	370	0	480	0	N	
lope-V	2	4	3	1	0	0	0	0	V	
siding-N	5	6	5	2	0	0	0	0	N	
toilet-N	13	6	5	2	567	586	603	0	N	
beast-V	7	5	4	1	456	564	558	319	V	
currant-N	1	7	6	2	0	0	0	0	N	
map-V	13	3	3	1	545	565	587	0	V	
zenith-N	6	6	5	2	416	430	449	0	N	
kennel-N	3	6	4	2	449	611	580	322	N	
cinder-V	2	6	6	2	382	579	519	0	V	
mute-J	3	4	4	1	0	0	0	0	J	
lordly-J	2	6	5	2	0	0	0	0	J	
oblong-N	1	6	5	2	0	0	0	0	N	
vaccine-N	1	7	6	2	0	0	0	0	N	
flirt-N	1	5	4	1	0	0	0	0	N	
shod-V	2	4	3	1	0	0	0	0	V	
greet-V	7	5	4	1	0	0	0	0	V	
hopping-V	4	7	5	2	0	0	0	0	V	
peanut-J	6	6	5	2	0	0	0	0	J	
kite-V	1	4	3	1	481	592	624	0	V	
dives-N	4	5	4	2	0	0	0	0	N	
glaring-J	7	7	6	2	0	0	0	0	J	
click-V	2	5	4	1	0	0	0	0	V	
stifle-N	2	6	5	1	453	292	381	0	N	
ablaze-A	3	6	5	2	0	0	0	0	A	
russet-N	1	6	5	2	0	0	0	0	N	
scandal-N	8	7	6	2	0	0	0	0	N	
waltz-N	1	5	4	1	442	476	524	442	N	
coolness-N	5	8	6	2	451	350	462	428	N	
corked-J	2	6	4	2	0	0	0	0	J	
grape-N	3	5	4	1	532	611	591	297	N	
chamois-V	1	7	5	2	276	488	464	0	V	
catching-V	9	8	6	2	0	0	0	0	V	
stalled-V	4	7	5	2	0	0	0	0	V	
bile-N	3	4	3	1	0	0	0	0	N	
poncho-N	3	6	5	2	0	0	0	0	N	
possum-V	2	6	5	2	0	0	0	0	V	
dosage-N	4	6	5	2	0	0	0	0	N	
priest-N	16	6	5	1	484	561	568	411	N	
dale-N	5	4	3	1	0	0	0	0	N	
cumbersome-J	3	10	8	3	0	0	0	0	J	
curtain-N	13	7	4	2	0	0	0	0	N	
hough-V	6	5	3	1	0	0	0	0	V	
pleural-J	6	7	6	2	0	0	0	0	J	
bustle-N	2	6	4	2	0	0	0	0	N	
pot-V	28	3	3	1	577	584	598	217	V	
trickle-V	2	7	5	2	0	0	0	0	V	
harness-V	10	7	5	2	421	563	513	458	V	
debility-N	2	8	8	4	0	0	0	0	N	
divining-V	1	8	7	3	0	0	0	0	V	
crib-N	5	4	4	1	0	0	0	0	N	
backlog-N	5	7	6	2	0	0	0	0	N	
painter-N	21	7	5	2	575	568	565	0	N	
banter-N	5	6	5	2	0	0	0	0	N	
gentile-N	13	7	6	2	0	0	0	0	N	
pseudo-N	1	6	6	2	0	0	0	0	N	
boom-V	8	4	3	1	0	0	0	0	V	
