word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
help-V	311	4	4	1	594	320	464	222	V	
property-N	156	8	7	3	531	460	466	447	N	
common-N	223	6	5	2	595	0	276	0	N	
pass-N	89	4	3	1	535	385	479	0	N	
miss-V	258	4	3	1	586	372	447	0	V	
intendant-N	1	9	9	3	0	0	0	0	N	
outrage-V	4	7	5	2	0	0	0	0	V	
visual-N	40	6	5	2	0	0	0	0	N	
canine-N	1	6	5	2	0	0	0	0	N	
upwards-R	6	7	6	2	507	0	366	0	R	
past-R	281	4	4	1	545	293	446	0	R	
balance-N	90	7	6	2	545	366	429	367	N	
around-R	561	6	5	2	0	0	0	0	R	
glaring-V	7	7	6	2	0	0	0	0	V	
point-N	395	5	4	1	538	464	481	0	N	
nitrate-N	3	7	6	2	0	0	0	0	N	
billion-J	62	7	6	2	0	0	0	0	J	
omniscient-J	1	10	9	3	0	0	0	0	J	
maybe-J	134	5	4	1	598	0	222	0	J	
before-N	1016	6	5	2	583	261	255	0	N	
undimmed-J	1	8	6	2	0	0	0	0	J	
studied-J	79	7	6	2	0	0	0	0	J	
fillip-V	1	6	5	2	0	0	0	0	V	
grimace-V	3	7	6	2	0	0	0	0	V	
living-J	194	6	5	2	0	0	0	0	J	
feeling-N	172	7	5	2	612	262	370	339	N	
prodigal-J	1	8	8	3	0	0	0	0	J	
knew-V	395	4	3	1	557	291	267	0	V	
book-N	193	4	3	1	643	609	591	214	N	
grandma-N	13	7	6	2	0	0	0	0	N	
depth-N	53	5	4	1	0	0	0	0	N	
advantage-N	73	9	8	3	562	282	292	0	N	
donation-N	2	8	7	3	0	0	0	0	N	
coupon-N	1	6	5	2	0	0	0	0	N	
wasn't-V	154	6	5	2	0	0	0	0	V	
your-J	923	4	3	1	581	256	289	0	J	
likely-J	151	6	5	2	0	0	0	0	J	
despise-V	7	7	6	2	469	314	450	0	V	
priming-N	2	7	6	2	0	0	0	0	N	
joseph-N	55	6	5	2	0	0	0	0	N	
personnel-N	74	9	7	3	482	429	375	575	N	
monday-N	68	6	5	2	0	0	0	0	N	
paid-V	145	4	3	1	577	386	429	0	V	
promised-V	45	8	7	3	566	0	298	0	V	
floating-V	12	8	6	2	0	0	0	0	V	
pigeon-N	3	6	5	2	499	609	610	325	N	
series-N	130	6	5	2	525	373	398	461	N	
making-N	255	6	5	2	0	0	0	0	N	
viscous-J	1	7	6	2	0	0	0	0	J	
part-A	500	4	3	1	579	339	340	314	A	
stated-J	85	6	6	2	0	0	0	0	J	
maudlin-N	1	7	6	2	0	0	0	0	N	
proven-J	11	6	6	2	0	0	0	0	J	
cellar-V	26	6	5	2	467	572	572	361	V	
beauty-V	71	6	5	2	561	336	513	344	V	
reach-V	106	5	4	1	577	368	391	0	V	
disease-V	53	7	5	2	580	504	487	0	V	
woodruff-N	30	8	6	2	0	0	0	0	N	
garage-V	21	6	5	2	0	0	0	0	V	
number-N	472	6	5	2	599	395	489	239	N	
buoyant-J	2	7	5	2	321	0	426	0	J	
finite-N	11	6	5	2	470	337	365	0	N	
process-V	196	7	6	2	0	0	0	0	V	
down-R	895	4	3	1	546	339	459	0	R	
unique-J	58	6	5	2	534	300	379	0	J	
half-V	275	4	3	1	610	389	458	267	V	
court-V	230	5	3	1	549	509	552	0	V	
verbally-A	5	8	6	3	0	0	0	0	A	
between-R	730	7	6	2	0	0	0	0	R	
social-J	380	6	5	2	497	242	386	0	J	
undone-J	4	6	5	2	0	0	0	0	J	
soiree-N	1	6	5	2	0	0	0	0	N	
wide-N	125	4	3	1	569	348	455	0	N	
toward-R	386	6	5	2	0	0	0	0	R	
purpose-V	149	7	5	2	572	280	280	428	V	
under-J	707	5	4	2	544	319	426	0	J	
daring-N	12	6	5	2	0	0	0	0	N	
forest-N	66	6	6	2	513	609	633	297	N	
assemble-N	9	8	6	2	482	394	413	417	N	
always-A	458	6	5	2	600	249	280	0	A	
since-A	628	5	4	1	541	247	264	0	A	
chinese-N	56	7	6	2	0	0	0	0	N	
money-V	265	5	4	2	631	574	604	247	V	
each-U	877	4	3	1	555	268	320	0	U	
what-U	1908	4	3	1	608	293	249	0	U	
will-N	2244	4	3	1	584	275	322	0	N	
device-N	55	6	5	2	500	444	391	472	N	
record-N	137	6	5	2	609	558	591	322	N	
head-V	424	4	3	1	611	603	593	181	V	
move-N	171	4	3	1	572	390	413	0	N	
rocking-V	13	7	5	2	0	0	0	0	V	
pressure-N	185	8	5	2	544	379	446	444	N	
within-J	359	6	5	2	0	0	0	0	J	
billion-N	62	7	6	2	0	0	0	0	N	
from-R	4369	4	4	1	612	197	239	0	R	
side-J	380	4	3	1	566	394	386	0	J	
maroon-V	3	6	5	2	492	486	503	0	V	
state-V	808	5	4	1	560	440	511	0	V	
work-V	760	4	3	1	603	402	458	0	V	
onset-N	38	5	5	2	0	0	0	0	N	
