word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
holder-N	27	6	5	2	0	0	0	0	N	
possible-N	373	8	6	2	595	0	249	0	N	
slow-A	60	4	3	1	602	293	377	0	A	
portal-N	3	6	4	2	252	545	505	0	N	
much-A	937	4	4	1	584	242	332	0	A	
following-V	221	9	6	3	551	306	349	394	V	
raving-J	3	6	5	2	0	0	0	0	J	
cellular-J	3	8	7	3	0	0	0	0	J	
besides-A	66	7	6	3	0	0	0	0	A	
worried-J	35	7	5	2	0	0	0	0	J	
full-V	230	4	3	1	594	378	437	0	V	
more-J	2216	4	3	1	612	284	264	0	J	
compass-V	13	7	6	2	0	0	0	0	V	
dinner-V	91	6	5	2	621	542	570	0	V	
white-V	365	5	3	1	590	472	566	0	V	
ramble-N	3	6	5	2	0	0	0	0	N	
gnomon-N	1	6	5	2	0	0	0	0	N	
trick-V	15	5	4	1	531	391	459	308	V	
therapy-N	12	7	6	3	0	0	0	0	N	
back-N	967	4	3	1	587	540	483	225	N	
sample-V	57	6	5	2	0	0	0	0	V	
still-N	782	5	4	1	557	354	345	0	N	
ford-N	24	4	3	1	0	0	0	0	N	
stranger-N	40	8	7	2	522	441	454	322	N	
training-N	156	8	6	2	0	0	0	0	N	
supervise-N	5	9	7	3	0	0	0	0	N	
will-V	2244	4	3	1	584	275	322	0	V	
will-J	2244	4	3	1	584	275	322	0	J	
going-V	399	5	4	1	0	0	0	0	V	
inform-J	7	6	5	2	0	0	0	0	J	
violet-V	7	6	6	2	461	541	560	344	V	
sighted-J	7	7	5	2	0	0	0	0	J	
final-N	156	5	4	2	574	0	407	0	N	
behave-V	13	6	5	2	0	0	0	0	V	
try-J	140	3	3	1	636	260	318	229	J	
effect-N	213	6	5	2	602	295	280	414	N	
crouched-N	16	8	5	2	0	0	0	0	N	
unlike-R	42	6	5	2	0	0	0	0	R	
panther-N	1	7	5	2	0	0	0	0	N	
furnace-V	11	7	5	2	406	600	586	428	V	
degree-N	125	6	5	2	574	406	521	508	N	
wrest-N	1	5	4	1	319	337	313	0	N	
funny-J	41	5	4	2	617	0	468	0	J	
opening-N	83	7	5	2	542	455	462	336	N	
positive-J	74	8	7	3	0	0	0	0	J	
remorse-V	1	7	5	2	0	0	0	0	V	
aldermen-N	2	8	7	3	0	0	0	0	N	
process-V	196	7	6	2	0	0	0	0	V	
evening-V	133	7	5	2	630	439	559	303	V	
moors-J	2	5	3	1	0	0	0	0	J	
beacon-N	5	6	5	2	0	0	0	0	N	
railroad-V	58	8	6	2	493	579	596	0	V	
chapter-N	74	7	6	2	0	0	0	0	N	
enough-A	430	6	4	2	545	246	345	0	A	
end-N	410	3	3	1	592	320	462	0	N	
good-V	807	4	3	1	621	297	374	0	V	
mighty-A	29	6	4	2	0	0	0	0	A	
guilty-J	29	6	5	2	0	0	0	0	J	
below-A	145	5	4	2	566	0	317	0	A	
leading-J	68	7	5	2	0	0	0	0	J	
salty-J	4	5	5	2	509	490	512	0	J	
invisible-N	8	9	8	3	0	0	0	0	N	
forward-A	115	7	5	2	596	0	329	0	A	
small-N	542	5	4	1	616	402	447	0	N	
upstairs-A	28	8	6	2	0	0	0	0	A	
produce-V	82	7	7	2	534	432	396	431	V	
hell-V	95	4	3	1	564	355	519	314	V	
common-J	223	6	5	2	595	0	276	0	J	
capstan-N	1	7	7	2	0	0	0	0	N	
facile-A	1	6	5	2	0	0	0	0	A	
nothing-N	412	7	5	2	0	0	0	0	N	
innermost-N	1	9	7	3	0	0	0	0	N	
turn-N	233	4	3	1	583	359	384	233	N	
cannot-V	258	6	5	2	0	0	0	0	V	
indeed-A	162	6	5	2	0	0	0	0	A	
whom-U	146	4	3	1	501	243	301	0	U	
window-V	119	6	5	2	621	609	602	231	V	
anchored-V	10	8	5	3	0	0	0	0	V	
right-N	613	5	3	1	599	361	372	0	N	
mouth-V	103	5	3	1	572	568	613	0	V	
part-A	500	4	3	1	579	339	340	314	A	
suppress-V	6	8	6	2	0	0	0	0	V	
librarian-N	5	9	9	3	0	0	0	0	N	
face-V	371	4	3	1	612	599	581	166	V	
ninety-J	12	6	5	2	0	0	0	0	J	
group-V	390	5	4	1	553	451	467	0	V	
amount-N	172	6	5	2	583	335	316	392	N	
canter-V	1	6	5	2	0	0	0	0	V	
bellows-N	8	7	5	2	0	0	0	0	N	
account-V	117	7	5	2	523	365	361	0	V	
back-J	967	4	3	1	587	540	483	225	J	
four-N	359	4	3	1	553	365	491	0	N	
slang-A	2	5	4	1	512	373	411	464	A	
then-J	1377	4	3	1	610	190	204	0	J	
when-A	2331	4	3	1	609	219	231	0	A	
fishing-V	32	7	5	2	532	509	599	0	V	
whereof-A	8	7	5	2	0	0	0	0	A	
can't-V	169	5	4	1	0	0	0	0	V	
taste-N	59	5	4	1	580	464	425	0	N	
rank-A	24	4	4	1	0	0	0	0	A	
