word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
crash-N	20	5	4	1	0	0	0	0	N	
forfeit-V	3	7	5	2	380	295	310	533	V	
polar-J	7	5	4	2	0	0	0	0	J	
had-V	5133	3	3	1	570	253	296	0	V	
such-J	1303	4	3	1	521	248	219	0	J	
poplar-N	1	6	5	2	0	0	0	0	N	
notice-N	59	6	5	2	634	479	467	369	N	
dark-J	185	4	3	1	598	497	586	0	J	
support-V	180	7	5	2	556	0	359	0	V	
thunder-V	14	7	5	2	547	547	554	0	V	
day-N	686	3	2	1	595	477	526	0	N	
already-J	273	7	6	3	0	0	0	0	J	
some-U	1617	4	3	1	578	286	302	0	U	
yonder-A	1	6	5	2	387	329	360	0	A	
other-U	1702	5	4	2	581	275	265	0	U	
always-A	458	6	5	2	600	249	280	0	A	
mammoth-J	4	7	5	2	0	0	0	0	J	
these-U	1573	5	3	1	547	260	267	0	U	
teaspoon-N	4	8	6	2	0	0	0	0	N	
during-R	585	6	6	2	0	0	0	0	R	
decorator-N	5	9	8	4	0	0	0	0	N	
drowsy-J	1	6	5	2	0	0	0	0	J	
right-N	613	5	3	1	599	361	372	0	N	
schism-N	1	6	5	2	231	0	361	0	N	
last-N	676	4	4	1	587	299	367	0	N	
squadron-N	3	8	8	2	0	0	0	0	N	
blemish-N	2	7	6	2	0	0	0	0	N	
outside-N	210	7	5	2	607	0	419	0	N	
moment-N	246	6	6	2	560	301	334	350	N	
john-N	362	4	3	1	0	0	0	0	N	
machine-N	103	7	5	2	549	578	575	0	N	
major-V	247	5	4	2	558	0	395	0	V	
justice-N	114	7	6	2	522	307	379	500	N	
what-J	1908	4	3	1	608	293	249	0	J	
torpid-N	1	6	5	2	0	0	0	0	N	
treaty-N	20	6	5	2	372	361	321	536	N	
didn't-V	401	6	5	2	0	0	0	0	V	
good-V	807	4	3	1	621	297	374	0	V	
playable-J	1	8	6	3	0	0	0	0	J	
being-N	712	5	4	1	568	276	323	383	N	
else-C	176	4	3	1	565	222	208	0	C	
settled-J	69	7	5	2	499	0	307	0	J	
try-V	140	3	3	1	636	260	318	229	V	
stirrup-V	1	7	6	2	0	0	0	0	V	
some-N	1617	4	3	1	578	286	302	0	N	
number-V	472	6	5	2	599	395	489	239	V	
herein-A	3	6	5	2	0	0	0	0	A	
bible-N	59	5	4	1	496	585	594	0	N	
section-N	189	7	6	2	0	0	0	0	N	
did-V	1044	3	3	1	542	235	329	0	V	
common-V	223	6	5	2	595	0	276	0	V	
having-V	279	6	5	2	0	0	0	0	V	
indian-N	52	6	6	2	546	622	580	0	N	
just-V	872	4	4	1	540	257	221	0	V	
wasn't-V	154	6	5	2	0	0	0	0	V	
feeling-J	172	7	5	2	612	262	370	339	J	
serious-J	116	7	6	2	593	0	376	0	J	
must-V	1013	4	4	1	589	297	247	0	V	
put-N	437	3	3	1	539	287	263	0	N	
must-J	1013	4	4	1	589	297	247	0	J	
courage-V	32	7	5	2	511	277	440	419	V	
graver-N	2	6	5	2	0	0	0	0	N	
said-V	1961	4	3	1	600	306	313	0	V	
again-R	578	5	4	2	0	0	0	0	R	
wanting-V	16	7	6	2	0	0	0	0	V	
stock-V	147	5	4	1	0	0	0	0	V	
better-N	414	6	4	2	633	0	274	0	N	
inside-R	174	6	5	2	611	0	371	0	R	
special-A	250	7	5	2	607	0	305	0	A	
ironside-N	1	8	6	3	0	0	0	0	N	
after-J	1070	5	5	2	575	242	217	0	J	
twilight-J	4	8	6	2	423	467	588	411	J	
corner-N	115	6	4	2	556	533	556	0	N	
state-N	808	5	4	1	560	440	511	0	N	
section-V	189	7	5	2	0	0	0	0	V	
medics-N	1	6	6	2	0	0	0	0	N	
without-A	583	7	5	2	577	267	302	0	A	
would-V	2714	5	3	1	588	202	211	0	V	
paper-J	157	5	5	2	635	599	590	229	J	
still-V	782	5	4	1	557	354	345	0	V	
became-V	246	6	5	2	531	273	262	0	V	
chance-J	131	6	4	1	563	254	354	0	J	
large-J	361	5	3	1	634	0	449	0	J	
scientific-N	86	10	9	3	0	0	0	0	N	
entail-V	5	6	5	2	0	0	0	0	V	
clear-N	219	5	4	1	576	359	456	0	N	
ominous-J	12	7	6	3	0	0	0	0	J	
palmer-N	56	6	4	2	0	0	0	0	N	
two-N	1412	3	2	1	596	383	445	0	N	
morning-J	211	7	5	2	605	515	579	0	J	
raffish-J	1	7	5	2	0	0	0	0	J	
fidelity-N	8	8	8	4	0	0	0	0	N	
position-N	241	8	7	3	559	351	346	375	N	
head-V	424	4	3	1	611	603	593	181	V	
dullness-J	1	8	6	2	436	308	383	397	J	
between-R	730	7	6	2	0	0	0	0	R	
valley-N	73	6	4	2	515	575	600	339	N	
various-J	201	7	6	2	0	0	0	0	J	
itself-U	304	6	6	2	0	0	0	0	U	
make-N	794	4	3	1	618	299	322	0	N	
