word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
sullen-N	9	6	5	2	374	0	361	0	N	
sullen-A	9	6	5	2	374	0	361	0	A	
return-N	180	6	5	2	582	0	293	0	N	
bury-V	6	4	4	2	479	372	401	0	V	
rolling-V	19	7	5	2	514	0	434	0	V	
molten-J	3	6	6	2	0	0	0	0	J	
form-V	370	4	3	1	553	438	452	383	V	
soon-J	199	4	3	1	547	261	278	0	J	
really-A	275	6	4	2	562	0	246	0	A	
traffic-V	68	7	6	2	0	0	0	0	V	
along-R	355	5	4	2	0	0	0	0	R	
clear-A	219	5	4	1	576	359	456	0	A	
another-J	683	7	5	3	0	0	0	0	J	
general-J	497	7	7	3	568	408	491	0	J	
new-N	1635	3	3	1	614	348	418	0	N	
rest-V	163	4	4	1	590	351	396	222	V	
barber-V	8	6	5	2	0	0	0	0	V	
beheld-V	3	6	6	2	0	0	0	0	V	
aspect-N	47	6	6	2	482	217	233	547	N	
didn't-V	401	6	5	2	0	0	0	0	V	
given-V	377	5	4	2	0	0	0	0	V	
conquest-V	9	8	8	2	441	339	422	0	V	
better-V	414	6	4	2	633	0	274	0	V	
level-J	213	5	4	2	504	422	385	0	J	
agile-J	2	5	4	2	432	356	454	0	J	
address-N	77	7	5	2	0	0	0	0	N	
distance-V	108	8	7	2	594	353	432	344	V	
service-N	315	7	5	2	560	364	408	397	N	
being-V	712	5	4	1	568	276	323	383	V	
cloth-V	43	5	4	1	561	580	547	0	V	
head-J	424	4	3	1	611	603	593	181	J	
device-N	55	6	5	2	500	444	391	472	N	
million-J	204	7	6	2	519	364	440	419	J	
under-J	707	5	4	2	544	319	426	0	J	
effect-N	213	6	5	2	602	295	280	414	N	
devilish-A	3	8	6	3	0	0	0	0	A	
status-N	97	6	6	2	0	0	0	0	N	
crawl-N	11	5	4	1	519	408	488	0	N	
plenty-N	55	6	6	2	0	0	0	0	N	
mind-V	325	4	4	1	591	333	373	0	V	
small-J	542	5	4	1	616	402	447	0	J	
pull-N	51	4	3	1	565	360	446	0	N	
memorial-V	23	8	7	3	0	0	0	0	V	
portion-N	62	7	5	2	507	384	399	411	N	
child-V	213	5	4	1	585	581	619	0	V	
again-R	578	5	4	2	0	0	0	0	R	
white-J	365	5	3	1	590	472	566	0	J	
issue-V	152	5	4	2	525	338	315	472	V	
caps-V	6	4	4	1	0	0	0	0	V	
half-N	275	4	3	1	610	389	458	267	N	
high-N	497	4	2	1	612	371	463	0	N	
unnamed-J	4	7	6	2	0	0	0	0	J	
great-N	665	5	4	1	588	311	390	0	N	
liberty-V	46	7	6	3	467	302	392	528	V	
norwegian-N	2	9	7	3	0	0	0	0	N	
novel-N	59	5	5	2	530	529	547	475	N	
county-N	155	6	5	2	0	0	0	0	N	
adrenal-N	2	7	6	3	0	0	0	0	N	
assist-V	26	6	5	2	516	342	368	0	V	
wheel-N	56	5	3	1	566	573	576	0	N	
returned-V	115	8	6	3	0	0	0	0	V	
divider-N	1	7	6	3	0	0	0	0	N	
gym-N	2	3	3	1	547	597	613	0	N	
classical-J	33	9	8	3	0	0	0	0	J	
lean-V	20	4	3	1	549	395	472	0	V	
except-R	181	6	6	2	0	0	0	0	R	
toast-N	19	5	4	1	571	582	594	0	N	
striped-J	5	7	6	2	0	0	0	0	J	
stated-J	85	6	6	2	0	0	0	0	J	
reading-V	140	7	5	2	581	377	436	0	V	
rather-J	373	6	5	2	0	0	0	0	J	
gothic-N	4	6	5	2	0	0	0	0	N	
captain-J	85	7	6	2	498	534	497	0	J	
whether-C	286	7	4	2	528	0	207	0	C	
boundary-N	16	8	7	3	481	411	435	472	N	
liar-N	3	4	3	2	534	409	425	308	N	
butterfly-N	2	9	7	3	481	593	624	0	N	
water-V	442	5	4	2	641	616	632	153	V	
engage-N	14	6	5	2	0	0	0	0	N	
finish-N	39	6	5	2	617	343	437	300	N	
rubble-J	1	6	4	2	407	493	482	0	J	
enough-N	430	6	4	2	545	246	345	0	N	
ditch-V	10	5	4	1	511	555	558	292	V	
garner-J	1	6	5	2	0	0	0	0	J	
come-V	630	4	3	1	608	355	322	0	V	
prominent-N	40	9	9	3	0	0	0	0	N	
overture-V	5	8	7	3	0	0	0	0	V	
woman-N	224	5	5	2	623	580	626	258	N	
found-N	536	5	4	1	0	0	0	0	N	
knot-V	8	4	3	1	0	0	0	0	V	
barbecue-V	13	8	7	3	0	0	0	0	V	
comparison-V	48	10	9	4	560	311	336	0	V	
upward-A	27	6	5	2	0	0	0	0	A	
western-N	137	7	6	2	0	0	0	0	N	
remain-N	93	6	5	2	0	0	0	0	N	
battle-N	87	6	4	2	537	564	597	0	N	
eventual-J	11	8	9	3	0	0	0	0	J	
sound-A	204	5	4	1	597	502	497	300	A	
coming-N	174	6	5	2	0	0	0	0	N	
steward-N	2	7	6	2	0	0	0	0	N	
