word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
foul-A	4	4	3	1	483	351	467	0	A	
loaf-N	4	4	3	1	0	0	0	0	N	
tarry-J	1	5	4	2	0	0	0	0	J	
malignancy-N	1	10	10	4	0	0	0	0	N	
downhill-N	6	8	6	2	0	0	0	0	N	
immodest-J	1	8	7	3	0	0	0	0	J	
grope-N	1	5	4	1	0	0	0	0	N	
burke-V	7	5	3	1	0	0	0	0	V	
refresh-V	1	7	6	2	502	362	374	0	V	
wrestle-V	2	7	4	2	0	0	0	0	V	
policed-V	1	7	6	3	0	0	0	0	V	
fur-J	13	3	3	1	530	601	588	0	J	
putty-V	1	5	4	2	0	0	0	0	V	
vendor-N	1	6	5	2	0	0	0	0	N	
rancher-N	15	7	6	2	0	0	0	0	N	
regal-N	2	5	4	2	0	0	0	0	N	
liner-N	4	5	4	2	0	0	0	0	N	
stucco-J	4	6	5	2	0	0	0	0	J	
penman-N	1	6	6	2	0	0	0	0	N	
necking-V	1	7	5	2	0	0	0	0	V	
dine-N	2	4	3	1	0	0	0	0	N	
meteor-N	3	6	5	2	0	0	0	0	N	
broiler-N	2	7	6	2	0	0	0	0	N	
underling-N	1	9	7	3	0	0	0	0	N	
grate-J	3	5	4	1	431	432	424	0	J	
adjective-J	2	9	7	3	515	316	394	0	J	
sonnet-V	3	6	5	2	0	0	0	0	V	
stale-N	4	5	4	1	509	393	412	0	N	
dost-V	1	4	4	1	0	0	0	0	V	
footing-V	3	7	5	2	0	0	0	0	V	
byword-N	1	6	5	2	0	0	0	0	N	
carnal-J	2	6	4	2	0	0	0	0	J	
sworn-V	5	5	4	1	0	0	0	0	V	
abject-J	3	6	6	2	0	0	0	0	J	
snail-N	1	5	4	1	489	579	577	0	N	
carrot-N	1	6	5	2	539	622	577	0	N	
skipper-V	1	7	6	2	0	0	0	0	V	
thesis-N	10	6	5	2	0	0	0	0	N	
wipe-V	10	4	3	1	0	0	0	0	V	
inflow-V	2	6	5	2	0	0	0	0	V	
trick-A	15	5	4	1	531	391	459	308	A	
flake-V	1	5	4	1	0	0	0	0	V	
cage-V	9	4	3	1	487	593	585	300	V	
suing-A	1	5	4	1	0	0	0	0	A	
clang-V	1	5	4	1	431	423	445	0	V	
gunner-J	1	6	5	2	0	0	0	0	J	
kindness-N	5	8	7	2	560	261	438	328	N	
wrapper-V	2	7	5	2	0	0	0	0	V	
strand-N	7	6	6	1	500	442	431	0	N	
odious-J	3	6	5	2	0	0	0	0	J	
abbot-N	2	5	4	2	0	0	0	0	N	
invert-V	1	6	5	2	0	0	0	0	V	
frock-V	2	5	4	1	323	481	403	0	V	
brow-N	6	4	3	1	0	0	0	0	N	
bake-N	12	4	3	1	549	0	495	0	N	
finish-V	39	6	5	2	617	343	437	300	V	
afloat-J	7	6	5	2	0	0	0	0	J	
esplanade-N	3	9	8	3	0	0	0	0	N	
allege-V	1	6	4	2	279	0	281	0	V	
rung-N	3	4	3	1	423	532	480	414	N	
delimit-V	1	7	7	3	0	0	0	0	V	
billet-J	1	6	5	2	0	0	0	0	J	
goat-N	6	4	3	1	469	636	585	0	N	
wiring-V	2	6	6	3	0	0	0	0	V	
inane-N	1	5	4	2	0	0	0	0	N	
fuming-V	1	6	6	2	0	0	0	0	V	
germ-N	3	4	3	1	523	464	442	319	N	
harass-V	1	6	5	2	0	0	0	0	V	
barrier-N	9	7	5	2	0	0	0	0	N	
bronze-J	11	6	5	1	398	568	588	0	J	
indices-N	7	7	7	3	0	0	0	0	N	
quart-N	3	5	4	1	568	504	545	0	N	
affront-V	2	7	6	2	0	0	0	0	V	
spurt-N	2	5	4	1	417	417	491	406	N	
pension-V	13	7	6	2	0	0	0	0	V	
railway-N	12	7	5	2	0	0	0	0	N	
veined-J	1	6	4	2	0	0	0	0	J	
burglar-V	1	7	6	2	0	0	0	0	V	
sullen-A	9	6	5	2	374	0	361	0	A	
confine-V	2	7	6	2	0	0	0	0	V	
slavery-N	33	7	7	3	512	393	517	0	N	
plod-V	1	4	4	1	0	0	0	0	V	
astute-J	1	6	6	2	335	241	261	0	J	
spark-N	12	5	4	1	505	526	539	0	N	
lighter-V	12	7	5	2	538	400	458	0	V	
adhere-V	4	6	4	2	0	0	0	0	V	
howdy-N	1	5	4	2	0	0	0	0	N	
lace-V	7	4	3	1	468	545	506	0	V	
spade-V	10	5	4	1	513	565	578	0	V	
otto-N	1	4	3	2	0	0	0	0	N	
closure-N	1	7	5	2	0	0	0	0	N	
fowl-V	1	4	3	1	452	532	528	0	V	
screech-N	1	7	6	1	0	0	0	0	N	
melt-N	4	4	4	1	521	413	461	0	N	
prop-V	7	4	4	1	444	474	450	0	V	
shod-V	2	4	3	1	0	0	0	0	V	
masseur-N	3	7	4	2	0	0	0	0	N	
heathen-N	2	7	5	2	0	0	0	0	N	
insurgent-N	1	9	8	3	0	0	0	0	N	
phonic-J	1	6	5	2	0	0	0	0	J	
