word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
more-N	2216	4	3	1	612	284	264	0	N	
operating-V	87	9	8	4	0	0	0	0	V	
down-R	895	4	3	1	546	339	459	0	R	
give-V	391	4	3	1	595	326	383	0	V	
sting-V	5	5	4	1	480	509	553	261	V	
patient-J	86	7	6	2	538	487	526	366	J	
never-A	698	5	4	2	572	259	351	0	A	
sort-V	164	4	3	1	0	0	0	0	V	
typhoid-J	2	7	5	2	0	0	0	0	J	
fiftieth-N	1	8	7	3	0	0	0	0	N	
sawdust-V	3	7	6	2	0	0	0	0	V	
decision-N	119	8	7	3	601	297	340	437	N	
toward-R	386	6	5	2	0	0	0	0	R	
since-A	628	5	4	1	541	247	264	0	A	
retrograde-V	3	10	9	3	0	0	0	0	V	
require-V	86	7	6	3	0	0	0	0	V	
without-A	583	7	5	2	577	267	302	0	A	
across-A	282	6	5	2	0	0	0	0	A	
return-V	180	6	5	2	582	0	293	0	V	
didn't-V	401	6	5	2	0	0	0	0	V	
meaning-N	127	7	5	2	0	0	0	0	N	
stop-V	120	4	4	1	563	308	452	0	V	
forward-N	115	7	5	2	596	0	329	0	N	
place-N	571	5	4	1	612	427	377	269	N	
perhaps-A	307	7	6	2	590	0	220	0	A	
shut-V	46	4	3	1	0	0	0	0	V	
most-N	1160	4	4	1	560	321	306	0	N	
damnation-A	3	9	7	3	0	0	0	0	A	
artist-J	57	6	5	2	547	554	600	0	J	
council-N	103	7	5	2	508	435	405	464	N	
spindle-V	8	7	6	2	0	0	0	0	V	
last-J	676	4	4	1	587	299	367	0	J	
need-V	360	4	3	1	589	314	327	0	V	
religious-N	165	9	7	3	0	0	0	0	N	
salamander-N	2	10	9	4	0	0	0	0	N	
your-U	923	4	2	1	581	256	289	0	U	
survey-N	37	6	4	2	0	0	0	0	N	
but-R	4381	3	3	1	603	227	206	0	R	
presto-V	2	6	6	2	0	0	0	0	V	
plain-A	48	5	4	1	551	426	463	361	A	
good-N	807	4	3	1	621	297	374	0	N	
then-N	1377	4	3	1	610	190	204	0	N	
much-A	937	4	4	1	584	242	332	0	A	
skylark-V	1	7	6	2	350	614	548	394	V	
pleasing-J	10	8	6	2	551	0	368	0	J	
manhood-J	6	7	6	2	0	0	0	0	J	
million-J	204	7	6	2	519	364	440	419	J	
party-V	216	5	4	2	619	496	596	0	V	
explode-V	6	7	7	2	0	0	0	0	V	
english-J	195	7	6	2	0	0	0	0	J	
date-V	103	4	3	1	613	514	501	314	V	
record-V	137	6	5	2	609	558	591	322	V	
put-N	437	3	3	1	539	287	263	0	N	
formal-J	48	6	5	2	0	0	0	0	J	
may-V	1400	3	2	1	576	332	370	0	V	
around-A	561	6	5	2	0	0	0	0	A	
female-J	50	6	5	2	0	0	0	0	J	
prodigious-A	4	10	8	3	0	0	0	0	A	
plenty-A	55	6	6	2	0	0	0	0	A	
woman-V	224	5	5	2	623	580	626	258	V	
pursuer-N	2	7	6	3	0	0	0	0	N	
concern-N	98	7	6	2	519	509	353	444	N	
plumber-N	4	7	5	2	0	0	0	0	N	
dusting-V	6	7	6	2	0	0	0	0	V	
better-A	414	6	5	2	633	0	274	0	A	
became-V	246	6	5	2	531	273	262	0	V	
stick-N	39	5	4	1	528	604	517	0	N	
what-N	1908	4	3	1	608	293	249	0	N	
less-A	438	4	3	1	541	266	286	0	A	
turnery-N	1	7	6	3	0	0	0	0	N	
scanty-J	4	6	6	2	0	0	0	0	J	
dungeon-V	2	7	6	2	428	562	579	0	V	
most-J	1160	4	4	1	560	321	306	0	J	
longer-N	193	6	4	2	0	0	0	0	N	
coming-N	174	6	5	2	0	0	0	0	N	
deeply-A	39	6	5	2	0	0	0	0	A	
talking-V	100	7	5	2	0	0	0	0	V	
getting-V	164	7	5	2	0	0	0	0	V	
balloon-N	10	7	5	2	520	623	583	0	N	
cognizant-J	2	9	9	3	0	0	0	0	J	
use-V	589	3	3	1	0	0	0	0	V	
weasel-V	1	6	4	2	0	0	0	0	V	
newborn-J	6	7	6	2	383	452	532	406	J	
side-J	380	4	3	1	566	394	386	0	J	
come-V	630	4	3	1	608	355	322	0	V	
pillage-V	3	7	5	2	0	0	0	0	V	
over-R	1236	4	3	2	589	287	327	0	R	
long-V	755	4	3	1	579	381	471	0	V	
pitch-N	22	5	4	1	0	0	0	0	N	
drilling-J	10	8	6	2	0	0	0	0	J	
specie-N	2	6	5	2	0	0	0	0	N	
pastor-V	17	6	6	2	461	567	488	0	V	
taking-V	175	6	5	2	0	0	0	0	V	
between-N	730	7	6	2	0	0	0	0	N	
regime-N	23	6	5	2	0	0	0	0	N	
bonnet-V	3	6	5	2	0	0	0	0	V	
from-C	4369	4	4	1	612	197	239	0	C	
reserve-V	37	7	5	2	0	0	0	0	V	
blacking-N	1	8	6	2	0	0	0	0	N	
foster-V	15	6	5	2	0	0	0	0	V	
