word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
barren-N	7	6	5	2	0	0	0	0	N	
thriving-V	4	8	6	2	0	0	0	0	V	
bang-N	7	4	3	1	503	435	470	0	N	
clause-N	9	6	4	1	0	0	0	0	N	
paste-J	10	5	4	1	504	559	529	317	J	
partially-A	25	9	6	3	0	0	0	0	A	
fading-N	5	6	5	2	0	0	0	0	N	
improper-J	2	8	7	3	0	0	0	0	J	
overall-A	12	7	6	3	0	0	0	0	A	
trotter-N	1	7	5	2	0	0	0	0	N	
reed-V	5	4	3	1	430	564	520	369	V	
soup-V	16	4	3	1	576	615	604	0	V	
trustee-V	9	7	6	2	0	0	0	0	V	
senior-J	34	6	5	2	0	0	0	0	J	
evade-V	1	5	4	2	0	0	0	0	V	
buffet-N	6	6	5	2	0	0	0	0	N	
tinsel-J	2	6	5	2	0	0	0	0	J	
stain-N	6	5	4	1	534	535	533	311	N	
tainted-V	1	7	6	2	0	0	0	0	V	
laze-V	1	4	3	1	0	0	0	0	V	
bitter-A	53	6	5	2	526	409	457	0	A	
cluck-V	3	5	4	1	0	0	0	0	V	
coop-V	3	4	3	1	0	0	0	0	V	
splinter-N	4	8	7	2	0	0	0	0	N	
coolness-N	5	8	6	2	451	350	462	428	N	
fingering-V	1	9	8	3	0	0	0	0	V	
dome-V	17	4	3	1	504	517	557	0	V	
pill-V	15	4	3	1	556	610	580	0	V	
reins-N	9	5	4	1	0	0	0	0	N	
asleep-A	29	6	5	2	0	0	0	0	A	
wander-N	8	6	6	2	539	320	406	0	N	
harness-N	10	7	5	2	421	563	513	458	N	
soapy-J	2	5	4	2	0	0	0	0	J	
crummy-J	3	6	5	2	0	0	0	0	J	
pop-A	8	3	3	1	0	0	0	0	A	
waking-J	11	6	5	2	0	0	0	0	J	
cautious-J	10	8	5	2	515	0	363	0	J	
fabric-N	15	6	6	2	477	565	544	0	N	
matting-N	2	7	5	2	0	0	0	0	N	
obscene-J	2	7	5	2	0	0	0	0	J	
wizard-V	3	6	5	2	473	473	551	0	V	
crown-J	19	5	4	1	531	586	602	0	J	
chive-N	1	5	4	1	0	0	0	0	N	
curling-N	2	7	5	2	0	0	0	0	N	
warranty-N	1	8	7	3	0	0	0	0	N	
curling-V	2	7	5	2	0	0	0	0	V	
nautical-J	2	8	7	3	0	0	0	0	J	
unstuck-J	1	7	6	2	0	0	0	0	J	
oatmeal-N	1	7	5	2	471	552	558	0	N	
cheer-V	8	5	3	1	0	0	0	0	V	
lethal-J	5	6	5	2	0	0	0	0	J	
accolade-N	2	8	6	3	0	0	0	0	N	
consort-N	1	7	6	2	0	0	0	0	N	
excise-N	4	6	5	2	356	271	287	0	N	
van-V	32	3	3	1	542	606	572	267	V	
path-N	44	4	3	1	531	504	537	0	N	
fallow-J	1	6	4	2	0	0	0	0	J	
bonnet-V	3	6	5	2	0	0	0	0	V	
jerky-N	4	5	4	2	0	0	0	0	N	
surfeit-V	1	7	5	2	0	0	0	0	V	
infer-N	1	5	5	2	0	0	0	0	N	
facsimile-V	1	9	9	3	0	0	0	0	V	
bidding-V	7	7	5	2	0	0	0	0	V	
trill-V	3	5	4	1	0	0	0	0	V	
ruthless-J	7	8	6	2	0	0	0	0	J	
crooked-J	3	7	6	2	487	387	487	0	J	
hack-V	3	4	3	1	0	0	0	0	V	
bourbon-N	8	7	5	2	531	570	606	0	N	
protect-V	34	7	7	2	0	0	0	0	V	
creepy-J	1	6	5	2	0	0	0	0	J	
shopper-N	1	7	5	2	528	497	519	0	N	
submerged-V	7	9	7	3	0	0	0	0	V	
rite-N	8	4	3	1	400	381	353	0	N	
secede-V	10	6	5	2	0	0	0	0	V	
insane-N	13	6	5	2	0	0	0	0	N	
hale-J	2	4	3	1	370	331	376	0	J	
facade-N	7	6	5	2	0	0	0	0	N	
immersed-V	4	8	5	3	0	0	0	0	V	
borne-N	8	5	3	1	380	324	346	0	N	
brink-N	3	5	5	1	0	0	0	0	N	
verb-N	4	4	3	1	534	337	357	436	N	
unformed-J	1	8	6	2	0	0	0	0	J	
proximate-J	3	9	9	3	0	0	0	0	J	
moan-V	1	4	3	1	510	379	475	328	V	
horned-V	1	6	5	2	0	0	0	0	V	
chide-V	2	5	4	1	0	0	0	0	V	
homage-N	2	6	5	2	0	0	0	0	N	
stucco-J	4	6	5	2	0	0	0	0	J	
censure-N	3	7	5	2	0	0	0	0	N	
staple-N	1	6	5	2	0	0	0	0	N	
jerk-N	2	4	3	1	452	441	479	400	N	
suck-N	5	4	3	1	0	0	0	0	N	
hatch-V	5	5	4	1	0	0	0	0	V	
reek-N	2	4	3	1	0	0	0	0	N	
gush-V	1	4	3	1	383	396	483	453	V	
beehive-N	1	7	5	2	398	611	572	344	N	
pioneer-N	20	7	5	3	346	467	416	497	N	
smash-A	4	5	4	1	536	402	518	278	A	
drawl-N	2	5	4	1	0	0	0	0	N	
stub-V	3	4	4	1	387	542	495	0	V	
