word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
side-J	380	4	3	1	566	394	386	0	J	
down-V	895	4	3	1	546	339	459	0	V	
early-A	366	5	3	2	575	0	376	0	A	
octahedron-N	1	10	10	4	0	0	0	0	N	
crescent-J	2	8	6	2	0	0	0	0	J	
paradise-V	12	8	7	3	414	326	516	456	V	
state-V	808	5	4	1	560	440	511	0	V	
young-N	385	5	3	1	609	0	521	0	N	
perfume-V	10	7	6	2	0	0	0	0	V	
forbore-V	1	7	4	2	0	0	0	0	V	
fishery-N	1	7	6	3	0	0	0	0	N	
not-J	4609	3	3	1	565	273	253	0	J	
alike-J	20	5	4	2	0	0	0	0	J	
inside-N	174	6	5	2	611	0	371	0	N	
listing-V	7	7	6	2	0	0	0	0	V	
metal-V	61	5	4	2	559	582	541	308	V	
filly-N	9	5	4	2	0	0	0	0	N	
region-N	76	6	5	2	511	441	459	0	N	
canyon-N	12	6	6	2	0	0	0	0	N	
cheetah-N	1	7	5	2	0	0	0	0	N	
look-N	399	4	3	1	607	376	395	225	N	
brassy-N	2	6	5	2	0	0	0	0	N	
comment-V	42	7	6	2	0	0	0	0	V	
yesterday-N	83	9	7	3	0	0	0	0	N	
cinch-V	3	5	4	1	0	0	0	0	V	
concerned-A	135	9	7	3	0	0	0	0	A	
within-J	359	6	5	2	0	0	0	0	J	
bread-N	41	5	4	1	611	622	619	0	N	
fast-N	78	4	4	1	600	304	411	0	N	
failure-N	89	7	5	2	542	282	437	439	N	
having-V	279	6	5	2	0	0	0	0	V	
better-J	414	6	4	2	633	0	274	0	J	
break-V	88	5	4	1	529	360	398	0	V	
system-N	416	6	6	2	588	356	340	461	N	
still-N	782	5	4	1	557	354	345	0	N	
island-N	167	6	5	2	507	596	643	289	N	
million-J	204	7	6	2	519	364	440	419	J	
limber-N	2	6	5	2	0	0	0	0	N	
east-J	183	4	3	1	574	363	497	0	J	
likely-A	151	6	5	2	0	0	0	0	A	
cross-J	55	5	4	1	525	514	501	0	J	
those-J	850	5	3	1	570	254	247	0	J	
fine-J	161	4	3	1	560	328	392	0	J	
watch-N	81	5	4	1	576	487	525	0	N	
stock-V	147	5	4	1	0	0	0	0	V	
bowman-N	3	6	5	2	0	0	0	0	N	
language-V	109	8	7	2	0	0	0	0	V	
passing-V	65	7	5	2	566	0	368	0	V	
trench-V	2	6	6	1	0	0	0	0	V	
talking-V	100	7	5	2	0	0	0	0	V	
hazy-J	5	4	4	2	0	0	0	0	J	
doctor-V	100	6	5	2	573	575	600	0	V	
right-A	613	5	3	1	599	361	372	0	A	
gain-N	74	4	3	1	543	346	307	389	N	
more-V	2216	4	3	1	612	284	264	0	V	
degree-N	125	6	5	2	574	406	521	508	N	
toilet-N	13	6	5	2	567	586	603	0	N	
sacrifice-N	30	9	8	3	0	0	0	0	N	
cotton-N	38	6	4	2	521	608	562	306	N	
mean-N	199	4	3	1	539	313	419	0	N	
example-V	292	7	7	3	0	0	0	0	V	
puppet-N	6	6	5	2	382	0	0	0	N	
park-V	94	4	3	1	571	579	573	219	V	
tertiary-N	1	8	6	3	0	0	0	0	N	
think-V	433	5	4	1	612	346	384	0	V	
second-J	373	6	6	2	598	344	371	289	J	
back-V	967	4	3	1	587	540	483	225	V	
making-V	255	6	5	2	0	0	0	0	V	
receipt-N	4	7	5	2	498	474	432	517	N	
recent-J	179	6	5	2	513	0	298	0	J	
decided-J	141	7	7	3	0	0	0	0	J	
sport-N	17	5	4	1	0	0	0	0	N	
against-A	626	7	6	2	600	0	285	0	A	
smell-N	34	5	4	1	582	450	477	0	N	
belgian-J	14	7	6	2	0	0	0	0	J	
willing-A	69	7	5	2	537	0	348	0	A	
follow-V	97	6	4	2	0	0	0	0	V	
greater-J	188	7	6	2	0	0	0	0	J	
jasper-N	1	6	5	2	0	0	0	0	N	
helping-V	44	7	6	2	0	0	0	0	V	
related-J	102	7	7	3	0	0	0	0	J	
from-R	4369	4	4	1	612	197	239	0	R	
adrift-J	1	6	6	2	0	0	0	0	J	
fling-V	2	5	4	1	0	0	0	0	V	
fatigue-V	11	7	5	2	499	416	502	0	V	
drawer-N	8	6	4	2	0	0	0	0	N	
such-U	1303	4	4	1	521	248	219	0	U	
deep-J	109	4	3	1	542	400	498	0	J	
going-V	399	5	4	1	0	0	0	0	V	
game-N	123	4	3	1	574	477	521	242	N	
buoyant-J	2	7	5	2	321	0	426	0	J	
make-V	794	4	3	1	618	299	322	0	V	
pastel-N	3	6	6	2	0	0	0	0	N	
most-A	1160	4	4	1	560	321	306	0	A	
long-N	755	4	3	1	579	381	471	0	N	
pout-V	1	4	3	1	0	0	0	0	V	
weighty-J	4	7	4	2	0	0	0	0	J	
assault-J	15	7	5	2	470	410	481	0	J	
enjoyment-N	21	9	8	3	0	0	0	0	N	
remote-A	32	6	5	2	0	0	0	0	A	
