word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
center-V	224	6	5	2	540	371	459	0	V	
symphonic-N	7	9	8	3	0	0	0	0	N	
focus-N	40	5	5	2	0	0	0	0	N	
survey-V	37	6	4	2	0	0	0	0	V	
estate-V	51	6	5	2	498	541	474	0	V	
since-R	628	5	4	1	541	247	264	0	R	
else-A	176	4	3	1	565	222	208	0	A	
seem-V	229	4	3	1	549	226	249	0	V	
give-N	391	4	3	1	595	326	383	0	N	
evening-V	133	7	5	2	630	439	559	303	V	
class-V	207	5	4	1	0	0	0	0	V	
having-V	279	6	5	2	0	0	0	0	V	
power-N	342	5	4	2	556	325	450	0	N	
yourself-U	67	8	6	2	618	0	426	0	U	
plain-V	48	5	4	1	551	426	463	361	V	
plug-N	23	4	4	1	575	558	583	242	N	
race-V	103	4	3	1	543	463	457	0	V	
tell-V	268	4	3	1	596	306	350	0	V	
husband-N	131	7	7	2	557	549	537	0	N	
freely-A	22	6	5	2	586	0	354	0	A	
model-N	77	5	4	2	0	0	0	0	N	
talk-V	154	4	3	1	613	422	453	0	V	
again-C	578	5	4	2	0	0	0	0	C	
carnal-J	2	6	4	2	0	0	0	0	J	
likely-A	151	6	5	2	0	0	0	0	A	
consider-V	127	8	7	3	562	0	264	0	V	
namely-A	33	6	5	2	0	0	0	0	A	
attach-N	14	6	4	2	0	0	0	0	N	
snow-V	59	4	3	1	615	618	597	0	V	
prosper-V	3	7	6	2	503	356	392	0	V	
least-N	343	5	4	1	529	275	302	0	N	
nature-V	191	6	5	2	535	414	513	342	V	
superior-A	46	8	7	3	534	0	378	0	A	
bitter-N	53	6	5	2	526	409	457	0	N	
into-R	1791	4	4	2	584	306	259	0	R	
have-N	3941	4	3	1	597	251	271	0	N	
leading-N	68	7	5	2	0	0	0	0	N	
direct-J	129	6	6	2	0	0	0	0	J	
chest-V	53	5	4	1	543	580	556	0	V	
european-N	61	8	8	4	0	0	0	0	N	
ultimately-A	23	10	9	5	0	0	0	0	A	
singing-V	47	7	5	2	507	0	471	0	V	
purgation-N	2	9	7	3	0	0	0	0	N	
agreement-N	106	9	8	3	541	327	367	0	N	
algae-N	7	5	4	2	317	545	424	631	N	
review-V	56	6	5	2	496	388	345	547	V	
common-V	223	6	5	2	595	0	276	0	V	
date-V	103	4	3	1	613	514	501	314	V	
routine-J	35	7	5	2	523	0	341	0	J	
entry-N	26	5	5	2	492	0	356	0	N	
stoker-N	1	6	5	2	0	0	0	0	N	
fish-N	35	4	3	1	548	597	615	0	N	
black-J	203	5	4	1	603	470	589	0	J	
towards-A	64	7	6	2	0	0	0	0	A	
channel-V	16	7	5	2	482	527	508	411	V	
across-R	282	6	5	2	0	0	0	0	R	
shining-V	21	7	5	2	558	0	480	0	V	
lift-V	23	4	4	1	555	461	482	311	V	
indeed-A	162	6	5	2	0	0	0	0	A	
interior-N	74	8	7	3	456	434	424	481	N	
left-J	480	4	4	1	592	341	383	0	J	
keeping-N	60	7	5	2	0	0	0	0	N	
dynamite-J	5	8	7	3	0	0	0	0	J	
worker-N	30	6	4	2	587	532	486	308	N	
end-V	410	3	3	1	592	320	462	0	V	
recognize-V	62	9	8	3	0	0	0	0	V	
studied-J	79	7	6	2	0	0	0	0	J	
present-N	377	7	6	2	569	389	481	0	N	
evening-N	133	7	5	2	630	439	559	303	N	
catholic-J	84	8	7	3	0	0	0	0	J	
filthy-J	7	6	5	2	0	0	0	0	J	
them-U	1789	4	3	1	542	344	368	0	U	
doing-V	163	5	4	1	0	0	0	0	V	
training-V	156	8	6	2	0	0	0	0	V	
wall-N	160	4	3	1	596	589	576	0	N	
start-N	154	5	4	1	0	0	0	0	N	
butter-N	27	6	4	2	615	618	603	206	N	
stable-N	30	6	5	2	519	562	537	292	N	
form-V	370	4	3	1	553	438	452	383	V	
much-A	937	4	4	1	584	242	332	0	A	
wesleyan-N	3	8	7	2	0	0	0	0	N	
higher-N	160	6	4	2	574	324	464	0	N	
region-J	76	6	5	2	511	441	459	0	J	
west-A	235	4	4	1	563	355	426	342	A	
yardage-N	2	7	5	2	0	0	0	0	N	
begin-V	84	5	5	2	0	0	0	0	V	
pool-N	111	4	3	1	541	573	577	239	N	
hint-V	9	4	4	1	555	312	343	408	V	
whether-C	286	7	4	2	528	0	207	0	C	
target-V	45	6	5	2	0	0	0	0	V	
frozen-V	27	6	5	2	0	0	0	0	V	
setting-N	60	7	5	2	0	0	0	0	N	
when-N	2331	4	3	1	609	219	231	0	N	
candidate-N	34	9	8	3	488	489	452	578	N	
come-V	630	4	3	1	608	355	322	0	V	
forgery-N	1	7	6	3	0	0	0	0	N	
speed-V	83	5	4	1	0	0	0	0	V	
alliance-N	20	8	6	3	0	0	0	0	N	
effect-V	213	6	5	2	602	295	280	414	V	
noblesse-N	1	8	6	2	0	0	0	0	N	
