word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
pastry-N	4	6	6	2	0	0	0	0	N	
realize-V	69	7	5	2	0	0	0	0	V	
cursed-V	11	6	4	2	0	0	0	0	V	
good-N	807	4	3	1	621	297	374	0	N	
roaring-J	9	7	5	2	0	0	0	0	J	
museum-N	32	6	6	2	0	0	0	0	N	
under-N	707	5	4	2	544	319	426	0	N	
out-N	2096	3	2	1	608	249	330	0	N	
exotic-N	7	6	7	3	0	0	0	0	N	
second-V	373	6	6	2	598	344	371	289	V	
quirk-V	1	5	4	1	0	0	0	0	V	
total-N	211	5	4	2	0	0	0	0	N	
public-J	438	6	6	2	602	356	448	400	J	
critique-V	1	8	6	3	0	0	0	0	V	
voice-N	226	5	3	1	596	485	489	275	N	
which-J	3562	5	3	1	555	215	257	0	J	
common-A	223	6	5	2	595	0	276	0	A	
under-A	707	5	4	2	544	319	426	0	A	
special-A	250	7	5	2	607	0	305	0	A	
possible-N	373	8	6	2	595	0	249	0	N	
tripe-N	1	5	4	1	0	0	0	0	N	
solution-N	59	8	7	3	548	388	391	506	N	
loading-V	11	7	5	2	0	0	0	0	V	
like-C	1290	4	3	1	610	286	352	0	C	
board-N	239	5	3	1	546	565	592	0	N	
because-A	883	7	5	2	604	196	244	0	A	
memorial-J	23	8	8	3	0	0	0	0	J	
beguile-V	1	7	5	2	0	0	0	0	V	
side-J	380	4	3	1	566	394	386	0	J	
such-U	1303	4	4	1	521	248	219	0	U	
long-A	755	4	3	1	579	381	471	0	A	
pressure-N	185	8	5	2	544	379	446	444	N	
resort-N	12	6	5	2	523	499	523	0	N	
signal-N	63	6	5	2	507	464	513	367	N	
greedy-J	5	6	5	2	509	360	427	0	J	
obsolete-J	5	8	7	3	0	0	0	0	J	
hurdle-V	3	6	4	2	437	572	600	0	V	
taste-V	59	5	4	1	580	464	425	0	V	
sorely-A	3	6	4	3	0	0	0	0	A	
fable-V	2	5	4	1	477	459	477	0	V	
stand-N	148	5	5	1	564	450	471	0	N	
when-C	2331	4	3	1	609	219	231	0	C	
different-A	312	9	7	3	558	0	329	0	A	
very-N	796	4	4	2	606	223	243	0	N	
can-V	1772	3	3	1	620	365	369	0	V	
other-U	1702	5	4	2	581	275	265	0	U	
hound-N	7	5	4	1	433	583	596	0	N	
brook-V	3	5	4	1	384	611	597	375	V	
link-N	16	4	4	1	474	488	481	0	N	
free-J	260	4	3	1	607	328	397	0	J	
light-V	333	5	3	1	575	550	542	0	V	
present-A	377	7	6	2	569	389	481	0	A	
see-N	772	3	2	1	625	352	379	0	N	
fingered-V	3	8	6	3	0	0	0	0	V	
principle-N	109	9	8	3	496	245	305	533	N	
during-C	585	6	6	2	0	0	0	0	C	
knotty-J	2	6	4	2	0	0	0	0	J	
chinese-J	56	7	6	2	0	0	0	0	J	
before-R	1016	6	4	2	583	261	255	0	R	
state-N	808	5	4	1	560	440	511	0	N	
college-N	267	7	5	2	620	554	590	0	N	
radiant-J	8	7	7	2	0	0	0	0	J	
zip-J	1	3	3	1	0	0	0	0	J	
resistant-J	5	9	9	3	0	0	0	0	J	
life-N	715	4	3	1	598	361	482	0	N	
trifle-V	9	6	5	2	0	0	0	0	V	
fresh-V	82	5	4	1	576	0	453	0	V	
several-N	377	7	6	3	0	0	0	0	N	
result-N	244	6	6	2	623	318	324	406	N	
feeling-N	172	7	5	2	612	262	370	339	N	
vital-J	56	5	4	2	0	0	0	0	J	
behind-R	258	6	6	2	603	0	371	0	R	
betting-V	5	7	5	2	0	0	0	0	V	
outside-J	210	7	5	2	607	0	419	0	J	
disquiet-V	1	8	8	3	304	270	305	617	V	
both-A	730	4	3	1	598	322	298	0	A	
guerrilla-N	12	9	6	3	0	0	0	0	N	
ahead-A	109	5	4	2	0	0	0	0	A	
larvae-N	6	6	4	2	0	0	0	0	N	
visual-N	40	6	5	2	0	0	0	0	N	
staid-J	1	5	4	1	0	0	0	0	J	
enough-J	430	6	4	2	545	246	345	0	J	
skiff-N	9	5	4	1	0	0	0	0	N	
hardly-A	106	6	5	2	500	223	256	0	A	
play-N	200	4	3	1	586	468	498	192	N	
influence-V	132	9	8	2	539	280	270	542	V	
homicide-V	6	8	7	3	429	385	432	0	V	
before-J	1016	6	5	2	583	261	255	0	J	
here-N	750	4	3	1	599	285	278	0	N	
much-A	937	4	4	1	584	242	332	0	A	
location-N	63	8	7	3	0	0	0	0	N	
difficulty-N	76	10	9	4	0	0	0	0	N	
before-A	1016	6	5	2	583	261	255	0	A	
doleful-J	1	7	6	3	0	0	0	0	J	
attack-V	105	6	4	2	542	411	501	0	V	
within-J	359	6	5	2	0	0	0	0	J	
executor-N	2	8	9	4	0	0	0	0	N	
drill-V	33	5	4	1	473	516	571	0	V	
venus-N	11	5	5	2	0	0	0	0	N	
handsome-V	40	8	6	2	0	0	0	0	V	
