numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	
6609	6608	flair	24596	116	88	110	86	2.2745	2.0682	1.0491	1.9494	Noun	115	1	3.36	1	35.25	5	1	1	low	low1	3	30	1	2	31	32	33	34	
10946	10945	microchip	40377	74	33	70	32	1.451	1.8751	0.39342	1.5315	Noun	74	1	3.1669	3	22.13	9	0	1	low	low3	4	40	1	2	41	42	43	44	
17102	17101	subpoena	63370	113	87	109	83	2.2157	2.0569	1.0372	1.9445	Noun	71	0.63393	3.3487	3	30.71	8	0	1	low	low3	4	40	1	2	41	42	43	44	
4241	4240	crowd	15414	1906	1230	1671	1146	37.3725	3.2804	14.6638	3.0903	Noun	1798	0.94532	4.5722	1	36.25	5	2	1	high	high1	1	10	1	2	11	12	13	14	
11881	11880	nose	43718	3557	2125	3407	2081	69.7451	3.5512	25.3338	3.3276	Noun	3539	0.99522	4.843	1	18.33	4	10	1	high	high1	1	10	1	2	11	12	13	14	
17005	17004	stride	62957	107	68	75	67	2.098	2.0334	0.81068	1.8388	Noun	76	0.7037	3.3253	1	53	6	5	1	low	low1	3	30	1	2	31	32	33	34	
18454	18453	twin	68372	532	339	395	286	10.4314	2.7267	4.0415	2.5315	Noun	461	0.86654	4.0186	1	10.33	4	3	1	high	high1	1	10	1	2	11	12	13	14	
3801	3800	container	13808	219	144	210	141	4.2941	2.3424	1.7167	2.1614	Noun	219	1	3.6343	3	95.75	9	1	1	low	low3	4	40	1	2	41	42	43	44	
8371	8370	hoax	30653	123	82	122	82	2.4118	2.0934	0.97759	1.9191	Noun	119	0.96748	3.3853	1	17.67	4	1	1	low	low1	3	30	1	2	31	32	33	34	
2674	2673	caravan	9532	74	45	68	42	1.451	1.8751	0.53648	1.6628	Noun	74	1	3.1669	3	64.33	7	0	1	low	low3	4	40	1	2	41	42	43	44	
