numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	
3023	3022	charge	10689	4559	2675	4201	2554	89.3922	3.659	31.8908	3.4275	Noun	2726	0.59846	4.9508	1	48	6	1	1	high	high1	1	10	1	2	11	12	13	14	
8209	8208	heist	30048	160	100	142	92	3.1373	2.2068	1.1922	2.0043	Noun	154	0.96855	3.4987	1	24.25	5	1	1	low	low1	3	30	1	2	31	32	33	34	
17889	17888	timetable	66431	82	68	80	66	1.6078	1.9191	0.81068	1.8388	Noun	82	1	3.2109	3	44.38	9	0	1	low	low3	4	40	1	2	41	42	43	44	
1247	1246	bartender	4965	498	319	363	242	9.7647	2.6981	3.8031	2.5051	Noun	337	0.67807	3.9899	3	81.5	9	0	1	high	high3	2	20	1	2	21	22	23	24	
1654	1653	blaze	6468	107	77	88	72	2.098	2.0334	0.91798	1.8921	Noun	80	0.74766	3.3253	1	30	5	5	1	low	low1	3	30	1	2	31	32	33	34	
16699	16698	stadium	61951	312	184	185	122	6.1176	2.4955	2.1936	2.2672	Noun	312	1	3.7874	3	55.5	7	0	1	high	high3	2	20	1	2	21	22	23	24	
8897	8896	industry	33013	596	385	586	382	11.6863	2.776	4.5899	2.5866	Noun	596	1	4.0678	3	50.14	8	0	1	high	high3	2	20	1	2	21	22	23	24	
8769	8768	imagery	32147	74	62	72	62	1.451	1.8751	0.73915	1.7993	Noun	74	1	3.1669	3	84.5	7	0	1	low	low3	4	40	1	2	41	42	43	44	
7808	7807	guilt	28765	760	574	706	552	14.902	2.8814	6.8431	2.7597	Noun	762	1	4.1732	1	25.25	5	4	1	high	high1	1	10	1	2	11	12	13	14	
10058	10057	limousine	37335	144	100	138	94	2.8235	2.1614	1.1922	2.0043	Noun	144	1	3.4532	3	126.13	9	0	1	low	low3	4	40	1	2	41	42	43	44	
13292	13291	plunge	48759	114	101	108	96	2.2353	2.0607	1.2041	2.0086	Noun	61	0.53509	3.3525	1	33.2	6	0	1	low	low1	3	30	1	2	31	32	33	34	
6374	6373	felony	23897	285	224	262	213	5.5882	2.4564	2.6705	2.3522	Noun	272	0.96797	3.7482	3	31.8	6	1	1	high	high3	2	20	1	2	21	22	23	24	
