numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	
16962	16961	strand	62810	94	64	52	45	1.8431	1.9777	0.76299	1.8129	Noun	54	0.57447	3.2696	1	51.8	6	0	1	low	low1	3	30	1	2	31	32	33	34	
5747	5746	employee	21320	590	429	553	415	11.5686	2.7716	5.1144	2.6335	Noun	588	0.9983	4.0634	3	25.43	8	2	1	high	high3	2	20	1	2	21	22	23	24	
16392	16391	solitude	60712	102	91	91	81	2	2.0128	1.0849	1.9638	Noun	98	0.9703	3.3047	3	45.57	8	0	1	low	low3	4	40	1	2	41	42	43	44	
7008	7007	fringe	26040	85	69	71	63	1.6667	1.9345	0.8226	1.8451	Noun	85	1	3.2263	1	52	6	2	1	low	low1	3	30	1	2	31	32	33	34	
4285	4284	cub	15588	107	68	38	27	2.098	2.0334	0.81068	1.8388	Noun	104	0.97196	3.3253	1	6.5	3	13	1	low	low1	3	30	1	2	31	32	33	34	
3942	3941	correction	14398	163	134	74	64	3.1961	2.2148	1.5975	2.1303	Noun	163	1	3.5067	3	155.89	10	0	1	low	low3	4	40	1	2	41	42	43	44	
10413	10412	mafia	38503	238	150	53	44	4.6667	2.3784	1.7883	2.179	Noun	235	0.99156	3.6702	3	15	5	2	1	high	high3	2	20	1	2	21	22	23	24	
8455	8454	honesty	30924	368	298	317	267	7.2157	2.567	3.5527	2.4757	Noun	365	0.99455	3.8589	3	44	7	0	1	high	high3	2	20	1	2	21	22	23	24	
4726	4725	dent	17272	180	125	131	112	3.5294	2.2577	1.4902	2.1004	Noun	149	0.82778	3.5495	1	24	4	14	1	low	low1	3	30	1	2	31	32	33	34	
6139	6138	extinction	23111	76	65	71	63	1.4902	1.8865	0.77492	1.8195	Noun	76	1	3.1783	3	122	10	0	1	low	low3	4	40	1	2	41	42	43	44	
9957	9956	liaison	37071	139	106	130	100	2.7255	2.1461	1.2637	2.0294	Noun	139	1	3.438	3	32.5	7	0	1	low	low3	4	40	1	2	41	42	43	44	
5799	5798	energy	21564	1678	995	1587	963	32.902	3.2251	11.8622	2.9983	Noun	1675	1	4.5169	3	16.4	6	0	1	high	high3	2	20	1	2	21	22	23	24	
17149	17148	suede	63552	92	53	88	51	1.8039	1.9685	0.63186	1.7324	Noun	92	1	3.2603	1	16.75	5	1	1	low	low1	3	30	1	2	31	32	33	34	
12218	12217	orphanage	44907	273	136	256	132	5.3529	2.4378	1.6214	2.1367	Noun	273	1	3.7296	3	24.63	9	0	1	high	high3	2	20	1	2	21	22	23	24	
3903	3902	cork	14291	146	116	113	90	2.8627	2.1673	1.3829	2.0682	Noun	112	0.77778	3.4592	1	30.33	4	8	1	low	low1	3	30	1	2	31	32	33	34	
8849	8848	incident	32672	883	685	878	683	17.3137	2.9465	8.1664	2.8363	Noun	883	1	4.2383	3	62.43	8	0	1	high	high3	2	20	1	2	21	22	23	24	
5153	5152	document	19289	515	319	496	305	10.098	2.7126	3.8031	2.5051	Noun	439	0.85243	4.0045	3	45	8	0	1	high	high3	2	20	1	2	21	22	23	24	
885	884	attitude	3770	1330	1016	1291	994	26.0784	3.1242	12.1125	3.0073	Noun	1327	0.99925	4.416	3	34.71	8	2	1	high	high3	2	20	1	2	21	22	23	24	
17268	17267	surge	64043	94	70	91	68	1.8431	1.9777	0.83453	1.8513	Noun	87	0.92553	3.2696	1	28.25	5	2	1	low	low1	3	30	1	2	31	32	33	34	
3786	3785	constable	13703	144	67	73	46	2.8235	2.1614	0.79876	1.8325	Noun	114	0.78621	3.4532	3	87.75	9	0	1	low	low3	4	40	1	2	41	42	43	44	
6729	6728	flu	25009	444	255	423	248	8.7059	2.6484	3.0401	2.4082	Noun	442	0.99774	3.9402	1	1.5	3	1	1	high	high1	1	10	1	2	11	12	13	14	
11105	11104	miracle	40822	1359	871	1258	827	26.6471	3.1335	10.3839	2.9405	Noun	1354	0.99779	4.4254	3	48	7	0	1	high	high3	2	20	1	2	21	22	23	24	
7073	7072	funk	26318	161	78	129	69	3.1569	2.2095	0.9299	1.8976	Noun	117	0.73585	3.5013	1	21	4	7	1	low	low1	3	30	1	2	31	32	33	34	
13380	13379	polygraph	49030	81	40	72	37	1.5882	1.9138	0.47687	1.6128	Noun	73	0.90123	3.2056	3	28.25	9	0	1	low	low3	4	40	1	2	41	42	43	44	
5440	5439	duct	20156	160	110	143	106	3.1373	2.2068	1.3114	2.0453	Noun	121	0.76582	3.4987	1	13	4	3	1	low	low1	3	30	1	2	31	32	33	34	
11973	11972	oath	44041	504	308	485	297	9.8824	2.7033	3.6719	2.49	Noun	504	1	3.9951	1	14	4	6	1	high	high1	1	10	1	2	11	12	13	14	
15754	15753	sham	58237	77	60	67	58	1.5098	1.8921	0.71531	1.7853	Noun	67	0.87013	3.1839	1	14.67	4	6	1	low	low1	3	30	1	2	31	32	33	34	
