numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	
5672	5671	element	20992	338	266	323	264	6.6275	2.5302	3.1712	2.4265	Noun	340	1	3.822	3	44.33	7	1	1	high	high3	2	20	1	2	21	22	23	24	
709	708	armory	3136	95	57	73	48	1.8627	1.9823	0.67954	1.7634	Noun	63	0.66316	3.2741	3	31.4	6	0	1	low	low3	4	40	1	2	41	42	43	44	
9113	9112	invasion	34142	434	237	390	209	8.5098	2.6385	2.8255	2.3766	Noun	433	1	3.9303	3	66.14	8	0	1	high	high3	2	20	1	2	21	22	23	24	
7218	7217	gate	26794	1634	902	1334	779	32.0392	3.2135	10.7535	2.9557	Noun	1633	0.99939	4.5054	1	24.67	4	13	1	high	high1	1	10	1	2	11	12	13	14	
11481	11480	mug	42045	349	260	337	253	6.8431	2.5441	3.0997	2.4166	Noun	302	0.86533	3.8359	1	6.5	3	13	1	high	high1	1	10	1	2	11	12	13	14	
16835	16834	stem	62322	114	95	112	93	2.2353	2.0607	1.1326	1.9823	Noun	83	0.72807	3.3525	1	7.67	4	4	1	low	low1	3	30	1	2	31	32	33	34	
16118	16117	skin	59533	2246	1532	2148	1495	44.0392	3.3516	18.2642	3.1855	Noun	2114	0.94123	4.6434	1	11	4	7	1	high	high1	1	10	1	2	11	12	13	14	
7393	7392	glance	27415	175	158	167	150	3.4314	2.2455	1.8836	2.2014	Noun	125	0.71839	3.5373	1	45.6	6	0	1	low	low1	3	30	1	2	31	32	33	34	
4480	4479	dane	16172	158	48	0	0	3.098	2.2014	0.57225	1.6902	Noun	158	1	3.4932	1	33.33	4	18	1	low	low1	3	30	1	2	31	32	33	34	
1414	1413	beginner	5460	99	82	76	65	1.9412	2	0.97759	1.9191	Noun	98	1	3.2918	3	66.29	8	0	1	low	low3	4	40	1	2	41	42	43	44	
17017	17016	strip	62989	800	596	610	480	15.6863	2.9036	7.1054	2.776	Noun	578	0.7207	4.1955	1	24.75	5	1	1	high	high1	1	10	1	2	11	12	13	14	
11067	11066	minimum	40748	415	363	378	333	8.1373	2.6191	4.3276	2.5611	Noun	225	0.54217	3.9109	3	34.33	7	0	1	high	high3	2	20	1	2	21	22	23	24	
5736	5735	emotion	21269	423	341	398	330	8.2941	2.6274	4.0653	2.534	Noun	424	1	3.9192	3	65.5	7	0	1	high	high3	2	20	1	2	21	22	23	24	
3810	3809	contestant	13857	136	86	118	80	2.6667	2.1367	1.0253	1.9395	Noun	134	1	3.4286	3	86.67	10	0	1	low	low3	4	40	1	2	41	42	43	44	
4215	4214	crook	15319	289	196	265	186	5.6667	2.4624	2.3367	2.2945	Noun	285	1	3.7542	1	38.75	5	3	1	high	high1	1	10	1	2	11	12	13	14	
14072	14071	quart	51629	106	77	100	74	2.0784	2.0294	0.91798	1.8921	Noun	105	1	3.3212	1	28	5	0	1	low	low1	3	30	1	2	31	32	33	34	
18793	18792	vet	71174	296	193	288	189	5.8039	2.4728	2.3009	2.2878	Noun	278	0.93919	3.7646	1	7	3	13	1	high	high1	1	10	1	2	11	12	13	14	
1239	1238	barricade	4942	75	50	68	47	1.4706	1.8808	0.59609	1.7076	Noun	52	0.69333	3.1726	3	53	9	0	1	low	low3	4	40	1	2	41	42	43	44	
5833	5832	enterprise	21782	413	164	139	124	8.098	2.617	1.9552	2.2175	Noun	411	0.99757	3.9088	3	63	10	0	1	high	high3	2	20	1	2	21	22	23	24	
1420	1419	behavior	5491	1142	861	1125	850	22.3922	3.058	10.2647	2.9355	Noun	1134	0.99912	4.3499	3	31	8	0	1	high	high3	2	20	1	2	21	22	23	24	
13961	13960	pup	51287	164	88	127	83	3.2157	2.2175	1.0491	1.9494	Noun	107	0.66049	3.5093	1	4.5	3	11	1	low	low1	3	30	1	2	31	32	33	34	
13880	13879	prune	50923	75	62	62	52	1.4706	1.8808	0.73915	1.7993	Noun	41	0.54667	3.1726	1	30.5	5	2	1	low	low1	3	30	1	2	31	32	33	34	
1539	1538	bikini	6046	188	133	160	120	3.6863	2.2765	1.5856	2.1271	Noun	187	1	3.5683	3	56	6	0	1	low	low3	4	40	1	2	41	42	43	44	
18806	18805	vibration	71221	80	57	77	56	1.5686	1.9085	0.67954	1.7634	Noun	80	1	3.2003	3	107.63	9	0	1	low	low3	4	40	1	2	41	42	43	44	
14938	14937	rodeo	55424	283	109	208	81	5.549	2.4533	1.2995	2.0414	Noun	235	0.83039	3.7452	3	25	5	0	1	high	high3	2	20	1	2	21	22	23	24	
13943	13942	pun	51222	94	85	82	75	1.8431	1.9777	1.0134	1.9345	Noun	86	0.92473	3.2696	1	7.5	3	16	1	low	low1	3	30	1	2	31	32	33	34	
12442	12441	pal	45945	2937	1602	2821	1569	57.5882	3.4681	19.0987	3.2049	Noun	2930	0.99898	4.7599	1	5.5	3	9	1	high	high1	1	10	1	2	11	12	13	14	
4131	4130	creator	15071	142	95	110	67	2.7843	2.1553	1.1326	1.9823	Noun	142	1	3.4472	3	59.5	7	0	1	low	low3	4	40	1	2	41	42	43	44	
3386	3385	clot	12064	92	61	91	60	1.8039	1.9685	0.72723	1.7924	Noun	77	0.83696	3.2603	1	18	4	6	1	low	low1	3	30	1	2	31	32	33	34	
18521	18520	underpants	69070	150	102	130	92	2.9412	2.179	1.216	2.0128	Noun	143	0.95333	3.4708	3	70.44	10	0	1	low	low3	4	40	1	2	41	42	43	44	
6049	6048	excitement	22674	628	523	602	508	12.3137	2.7987	6.2351	2.7193	Noun	622	0.99361	4.0905	3	56.67	10	0	1	high	high3	2	20	1	2	21	22	23	24	
10839	10838	membership	39914	165	133	159	129	3.2353	2.2201	1.5856	2.1271	Noun	165	1	3.5119	3	30.44	10	0	1	low	low3	4	40	1	2	41	42	43	44	
14641	14640	republic	54202	286	165	71	49	5.6078	2.4579	1.9671	2.2201	Noun	285	0.9965	3.7497	3	58.29	8	0	1	high	high3	2	20	1	2	21	22	23	24	
694	693	ark	3101	199	82	46	42	3.902	2.301	0.97759	1.9191	Noun	186	0.93467	3.5929	1	3	3	5	1	low	low1	3	30	1	2	31	32	33	34	
3217	3216	chunk	11460	211	136	142	130	4.1373	2.3263	1.6214	2.1367	Noun	201	0.95261	3.6182	1	30.25	5	3	1	low	low1	3	30	1	2	31	32	33	34	
8845	8844	inch	32664	631	499	621	496	12.3725	2.8007	5.949	2.699	Noun	597	0.95064	4.0926	1	6	4	1	1	high	high1	1	10	1	2	11	12	13	14	
12744	12743	pea	46833	199	127	159	111	3.902	2.301	1.5141	2.1072	Noun	207	0.99043	3.5929	1	6.5	3	11	1	low	low1	3	30	1	2	31	32	33	34	
10295	10294	louse	38018	86	63	84	62	1.6863	1.9395	0.75107	1.8062	Noun	87	1	3.2314	1	42.25	5	6	1	low	low1	3	30	1	2	31	32	33	34	
4398	4397	cyanide	15940	92	61	74	51	1.8039	1.9685	0.72723	1.7924	Noun	69	0.75	3.2603	3	38.83	7	0	1	low	low3	4	40	1	2	41	42	43	44	
7946	7945	hamburger	29235	397	247	340	221	7.7843	2.5999	2.9447	2.3945	Noun	380	0.96203	3.8917	3	38.75	9	0	1	high	high3	2	20	1	2	21	22	23	24	
16921	16920	stool	62665	179	156	174	153	3.5098	2.2553	1.8598	2.1959	Noun	179	1	3.5471	1	34	5	3	1	low	low1	3	30	1	2	31	32	33	34	
3305	3304	claw	11819	223	137	163	123	4.3725	2.3502	1.6333	2.1399	Noun	156	0.69955	3.6421	1	13.33	4	6	1	low	low1	3	30	1	2	31	32	33	34	
10188	10187	location	37695	1263	823	1213	799	24.7647	3.1017	9.8116	2.9159	Noun	1258	1	4.3936	3	87.43	8	1	1	high	high3	2	20	1	2	21	22	23	24	
1207	1206	bargaining	4846	106	79	94	74	2.0784	2.0294	0.94182	1.9031	Noun	65	0.61905	3.3212	3	140.67	10	0	1	low	low3	4	40	1	2	41	42	43	44	
16852	16851	stereo	62380	304	216	260	191	5.9608	2.4843	2.5751	2.3365	Noun	301	1	3.7761	3	49	6	0	1	high	high3	2	20	1	2	21	22	23	24	
5001	5000	director	18370	1834	809	1287	646	35.9608	3.2636	9.6447	2.9085	Noun	1813	0.99234	4.5555	3	50.14	8	0	1	high	high3	2	20	1	2	21	22	23	24	
16030	16029	silverware	59196	109	86	105	84	2.1373	2.0414	1.0253	1.9395	Noun	107	0.98165	3.3332	3	28.33	10	0	1	low	low3	4	40	1	2	41	42	43	44	
12168	12167	orb	44752	140	67	122	61	2.7451	2.1492	0.79876	1.8325	Noun	140	1	3.4411	1	1.5	3	1	1	low	low1	3	30	1	2	31	32	33	34	
1822	1821	bolt	7045	351	226	263	202	6.8824	2.5465	2.6943	2.356	Noun	295	0.84527	3.8384	1	29.33	4	11	1	high	high1	1	10	1	2	11	12	13	14	
13930	13929	pulp	51173	93	82	74	66	1.8235	1.9731	0.97759	1.9191	Noun	85	0.93407	3.265	1	15	4	3	1	low	low1	3	30	1	2	31	32	33	34	
6674	6673	flick	24817	257	137	150	122	5.0392	2.4116	1.6333	2.1399	Noun	121	0.47082	3.7035	1	37	5	4	1	high	high1	1	10	1	2	11	12	13	14	
16257	16256	smear	60085	111	90	104	84	2.1765	2.0492	1.073	1.959	Noun	69	0.62162	3.3411	1	22	5	3	1	low	low1	3	30	1	2	31	32	33	34	
159	158	agreement	1242	892	603	867	594	17.4902	2.9509	7.1888	2.781	Noun	887	1	4.2427	3	52.63	9	0	1	high	high3	2	20	1	2	21	22	23	24	
6115	6114	explosion	23007	841	467	763	438	16.4902	2.9253	5.5675	2.6702	Noun	840	1	4.2171	3	80.5	9	0	1	high	high3	2	20	1	2	21	22	23	24	
17869	17868	tights	66363	135	78	129	76	2.6471	2.1335	0.9299	1.8976	Noun	135	1	3.4254	1	48.6	6	6	1	low	low1	3	30	1	2	31	32	33	34	
15658	15657	sentiment	57882	162	148	154	143	3.1765	2.2122	1.7644	2.1732	Noun	162	1	3.504	3	70.25	9	0	1	low	low3	4	40	1	2	41	42	43	44	
8068	8067	haste	29628	106	79	103	77	2.0784	2.0294	0.94182	1.9031	Noun	96	0.88889	3.3212	1	37	5	6	1	low	low1	3	30	1	2	31	32	33	34	
10269	10268	loot	37927	181	136	168	128	3.549	2.2601	1.6214	2.1367	Noun	143	0.79006	3.5519	1	35	4	16	1	low	low1	3	30	1	2	31	32	33	34	
14407	14406	recorder	52953	252	178	232	169	4.9412	2.4031	2.1221	2.2529	Noun	252	1	3.695	3	99	8	1	1	high	high3	2	20	1	2	21	22	23	24	
10567	10566	manpower	38996	105	96	102	94	2.0588	2.0253	1.1445	1.9868	Noun	105	1	3.3171	3	63	8	0	1	low	low3	4	40	1	2	41	42	43	44	
13737	13736	processing	50345	193	154	168	136	3.7843	2.2878	1.836	2.1903	Noun	119	0.61658	3.5796	3	172.22	10	1	1	low	low3	4	40	1	2	41	42	43	44	
8703	8702	hypocrite	31827	166	137	154	127	3.2549	2.2227	1.6333	2.1399	Noun	162	0.99387	3.5146	3	63.38	9	0	1	low	low3	4	40	1	2	41	42	43	44	
12401	12400	pad	45840	415	327	390	312	8.1373	2.6191	3.8984	2.5159	Noun	368	0.88675	3.9109	1	10	3	19	1	high	high1	1	10	1	2	11	12	13	14	
16224	16223	slot	59950	280	204	267	198	5.4902	2.4487	2.432	2.3118	Noun	270	0.97473	3.7405	1	21	4	15	1	high	high1	1	10	1	2	11	12	13	14	
18699	18698	vase	70874	196	121	191	119	3.8431	2.2945	1.4425	2.0864	Noun	196	0.99492	3.5863	1	20.67	4	6	1	low	low1	3	30	1	2	31	32	33	34	
14190	14189	rag	52014	244	184	236	178	4.7843	2.3892	2.1936	2.2672	Noun	242	0.98776	3.681	1	10	3	20	1	high	high1	1	10	1	2	11	12	13	14	
