numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	
13725	13724	probe	50319	225	134	209	127	4.4118	2.3541	1.5975	2.1303	Noun	166	0.73778	3.6459	1	28	5	3	1	low	low1	3	30	1	2	31	32	33	34	
6069	6068	exercise	22762	904	640	859	625	17.7255	2.9566	7.6299	2.8069	Noun	642	0.71096	4.2485	3	54.86	8	1	1	high	high3	2	20	1	2	21	22	23	24	
7063	7062	fund	26284	541	388	461	335	10.6078	2.734	4.6257	2.5899	Noun	486	0.89668	4.0258	1	21	4	4	1	high	high1	1	10	1	2	11	12	13	14	
8201	8200	height	30029	476	396	446	377	9.3333	2.6785	4.721	2.5988	Noun	472	1	3.9704	1	24.6	6	1	1	high	high1	1	10	1	2	11	12	13	14	
3152	3151	chimp	11109	153	57	150	57	3	2.1875	0.67954	1.7634	Noun	142	0.9281	3.4794	1	30	5	4	1	low	low1	3	30	1	2	31	32	33	34	
8158	8157	hearse	29886	81	53	80	52	1.5882	1.9138	0.63186	1.7324	Noun	71	0.8875	3.2056	1	56.6	6	1	1	low	low1	3	30	1	2	31	32	33	34	
6332	6331	feat	23776	78	70	76	69	1.5294	1.8976	0.83453	1.8513	Noun	78	1	3.1895	1	31.67	4	12	1	low	low1	3	30	1	2	31	32	33	34	
6611	6610	flake	24598	89	68	84	65	1.7451	1.9542	0.81068	1.8388	Noun	67	0.75281	3.2461	1	35.75	5	4	1	low	low1	3	30	1	2	31	32	33	34	
18962	18961	vow	71694	276	200	267	195	5.4118	2.4425	2.3844	2.3032	Noun	205	0.74275	3.7343	1	6.5	3	11	1	high	high1	1	10	1	2	11	12	13	14	
3747	3746	confidence	13380	993	751	960	738	19.4706	2.9974	8.9533	2.8762	Noun	994	1	4.2892	3	80.78	10	0	1	high	high3	2	20	1	2	21	22	23	24	
18743	18742	vent	71015	225	159	211	152	4.4118	2.3541	1.8956	2.2041	Noun	174	0.78378	3.6459	1	21.33	4	10	1	low	low1	3	30	1	2	31	32	33	34	
1801	1800	bodyguard	6947	292	160	263	153	5.7255	2.4669	1.9075	2.2068	Noun	291	0.99658	3.7587	3	19.25	9	0	1	high	high3	2	20	1	2	21	22	23	24	
14879	14878	rite	55260	74	59	63	50	1.451	1.8751	0.70339	1.7782	Noun	72	1	3.1669	1	21	4	12	1	low	low1	3	30	1	2	31	32	33	34	
2744	2743	carrier	9780	326	160	282	151	6.3922	2.5145	1.9075	2.2068	Noun	326	1	3.8064	3	151.5	7	4	1	high	high3	2	20	1	2	21	22	23	24	
12116	12115	opener	44616	173	103	170	103	3.3922	2.2405	1.2279	2.017	Noun	173	1	3.5324	3	107.6	6	1	1	low	low3	4	40	1	2	41	42	43	44	
18324	18323	truce	67941	220	150	176	130	4.3137	2.3444	1.7883	2.179	Noun	221	1	3.6362	1	29.25	5	3	1	low	low1	3	30	1	2	31	32	33	34	
13319	13318	poetry	48851	682	389	616	361	13.3725	2.8344	4.6376	2.5911	Noun	679	1	4.1263	3	28.4	6	0	1	high	high3	2	20	1	2	21	22	23	24	
10046	10045	lime	37309	168	123	143	109	3.2941	2.2279	1.4664	2.0934	Noun	168	1	3.5197	1	18.67	4	12	1	low	low1	3	30	1	2	31	32	33	34	
93	92	admission	798	181	164	167	153	3.549	2.2601	1.9552	2.2175	Noun	181	1	3.5519	3	71	9	0	1	low	low3	4	40	1	2	41	42	43	44	
16742	16741	stance	62056	96	73	93	73	1.8824	1.9868	0.87029	1.8692	Noun	95	1	3.2786	1	55	6	1	1	low	low1	3	30	1	2	31	32	33	34	
735	734	arsenal	3226	102	82	95	75	2	2.0128	0.97759	1.9191	Noun	96	0.94118	3.3047	3	37.17	7	0	1	low	low3	4	40	1	2	41	42	43	44	
3245	3244	cinnamon	11545	152	100	121	91	2.9804	2.1847	1.1922	2.0043	Noun	152	1	3.4765	3	32.29	8	0	1	low	low3	4	40	1	2	41	42	43	44	
3654	3653	company	12944	7507	3283	6473	3073	147.1961	3.8755	39.1392	3.5164	Noun	7493	0.99987	5.1674	3	61	7	0	1	high	high3	2	20	1	2	21	22	23	24	
3990	3989	councilman	14586	72	35	44	26	1.4118	1.8633	0.41726	1.5563	Noun	53	0.73611	3.1552	3	46.44	10	0	1	low	low3	4	40	1	2	41	42	43	44	
10329	10328	lullaby	38182	88	66	67	56	1.7255	1.9494	0.78684	1.8261	Noun	88	1	3.2412	3	38	7	0	1	low	low3	4	40	1	2	41	42	43	44	
506	505	ant	2393	273	111	200	95	5.3529	2.4378	1.3233	2.0492	Noun	249	0.91544	3.7296	1	2	3	6	1	high	high1	1	10	1	2	11	12	13	14	
6777	6776	folk	25188	365	267	317	248	7.1569	2.5635	3.1831	2.4281	Noun	356	0.97534	3.8553	1	22.33	4	3	1	high	high1	1	10	1	2	11	12	13	14	
5892	5891	equation	22047	178	127	173	124	3.4902	2.2529	1.5141	2.1072	Noun	177	1	3.5447	3	83.43	8	0	1	low	low3	4	40	1	2	41	42	43	44	
18007	18006	tooth	66814	692	401	621	380	13.5686	2.8407	4.7806	2.6042	Noun	691	1	4.1326	1	37	5	1	1	high	high1	1	10	1	2	11	12	13	14	
8820	8819	impression	32487	946	787	946	787	18.549	2.9763	9.3825	2.8965	Noun	947	1	4.2682	3	98.78	10	0	1	high	high3	2	20	1	2	21	22	23	24	
16219	16218	slop	59932	94	72	85	68	1.8431	1.9777	0.85837	1.8633	Noun	64	0.68085	3.2696	1	18.67	4	11	1	low	low1	3	30	1	2	31	32	33	34	
10628	10627	marketing	39189	243	156	209	140	4.7647	2.3874	1.8598	2.1959	Noun	235	0.96708	3.6792	3	244.63	9	0	1	high	high3	2	20	1	2	21	22	23	24	
16739	16738	stamp	62045	302	222	275	206	5.9216	2.4814	2.6466	2.3483	Noun	220	0.72848	3.7733	1	35	5	3	1	high	high1	1	10	1	2	11	12	13	14	
7089	7088	fuse	26392	248	182	241	177	4.8627	2.3962	2.1698	2.2625	Noun	228	0.91566	3.688	1	18.67	4	4	1	high	high1	1	10	1	2	11	12	13	14	
1912	1911	booze	7279	558	423	515	398	10.9412	2.7474	5.0429	2.6274	Noun	550	0.98566	4.0392	1	29.75	5	1	1	high	high1	1	10	1	2	11	12	13	14	
6732	6731	fluff	25025	72	54	63	49	1.4118	1.8633	0.64378	1.7404	Noun	51	0.70833	3.1552	1	24.75	5	1	1	low	low1	3	30	1	2	31	32	33	34	
16489	16488	span	61060	101	86	95	81	1.9804	2.0086	1.0253	1.9395	Noun	74	0.74	3.3004	1	11.67	4	6	1	low	low1	3	30	1	2	31	32	33	34	
5743	5742	empire	21306	646	370	323	208	12.6667	2.8109	4.4111	2.5694	Noun	553	0.85471	4.1027	3	24.6	6	2	1	high	high3	2	20	1	2	21	22	23	24	
15807	15806	shelf	58420	355	274	345	269	6.9608	2.5514	3.2666	2.4393	Noun	353	1	3.8433	1	27.5	5	2	1	high	high1	1	10	1	2	11	12	13	14	
10719	10718	math	39470	836	508	709	473	16.3922	2.9227	6.0563	2.7067	Noun	835	1	4.2146	1	23.33	4	10	1	high	high1	1	10	1	2	11	12	13	14	
14258	14257	rank	52210	433	325	416	314	8.4902	2.6375	3.8746	2.5132	Noun	376	0.86836	3.9293	1	32.33	4	13	1	high	high1	1	10	1	2	11	12	13	14	
3421	3420	clutch	12160	127	82	118	78	2.4902	2.1072	0.97759	1.9191	Noun	100	0.7874	3.399	1	28.2	6	1	1	low	low1	3	30	1	2	31	32	33	34	
5984	5983	eulogy	22399	84	42	80	42	1.6471	1.9294	0.50072	1.6335	Noun	84	1	3.2213	3	14.4	6	0	1	low	low3	4	40	1	2	41	42	43	44	
4026	4025	courier	14718	168	98	138	85	3.2941	2.2279	1.1683	1.9956	Noun	155	0.92262	3.5197	3	147	7	0	1	low	low3	4	40	1	2	41	42	43	44	
16364	16363	sodium	60594	126	80	87	59	2.4706	2.1038	0.95374	1.9085	Noun	126	1	3.3956	3	25.8	6	1	1	low	low3	4	40	1	2	41	42	43	44	
17816	17815	throne	66149	441	232	428	229	8.6471	2.6454	2.7659	2.3674	Noun	444	1	3.9373	1	38.6	6	1	1	high	high1	1	10	1	2	11	12	13	14	
16557	16556	sphere	61335	126	47	74	39	2.4706	2.1038	0.56032	1.6812	Noun	126	1	3.3956	1	50.4	6	0	1	low	low1	3	30	1	2	31	32	33	34	
18804	18803	vibe	71211	266	186	252	183	5.2157	2.4265	2.2175	2.2718	Noun	240	0.90566	3.7183	1	6	4	4	1	high	high1	1	10	1	2	11	12	13	14	
7557	7556	gown	27995	334	263	324	258	6.549	2.525	3.1354	2.4216	Noun	334	1	3.8169	1	14.33	4	4	1	high	high1	1	10	1	2	11	12	13	14	
4291	4290	cubicle	15603	131	62	123	60	2.5686	2.1206	0.73915	1.7993	Noun	130	0.99237	3.4124	3	42.33	7	1	1	low	low3	4	40	1	2	41	42	43	44	
13092	13091	ping	48191	168	81	59	35	3.2941	2.2279	0.96567	1.9138	Noun	146	0.86905	3.5197	1	33	4	13	1	low	low1	3	30	1	2	31	32	33	34	
2343	2342	burglary	8570	182	105	151	97	3.5686	2.2625	1.2518	2.0253	Noun	175	1	3.5543	3	47.14	8	1	1	low	low3	4	40	1	2	41	42	43	44	
13990	13989	purity	51347	121	99	109	91	2.3725	2.0864	1.1803	2	Noun	121	1	3.3782	3	61.6	6	2	1	low	low3	4	40	1	2	41	42	43	44	
14677	14676	residue	54370	140	103	134	101	2.7451	2.1492	1.2279	2.017	Noun	140	1	3.4411	3	54	7	0	1	low	low3	4	40	1	2	41	42	43	44	
1755	1754	bluff	6796	317	215	257	198	6.2157	2.5024	2.5632	2.3345	Noun	212	0.66667	3.7943	1	23.25	5	1	1	high	high1	1	10	1	2	11	12	13	14	
13003	13002	pianist	47911	86	61	77	55	1.6863	1.9395	0.72723	1.7924	Noun	86	1	3.2314	3	66.83	7	0	1	low	low3	4	40	1	2	41	42	43	44	
16213	16212	slob	59914	182	137	172	135	3.5686	2.2625	1.6333	2.1399	Noun	173	0.95055	3.5543	1	15.67	4	8	1	low	low1	3	30	1	2	31	32	33	34	
10672	10671	mash	39326	224	150	68	60	4.3922	2.3522	1.7883	2.179	Noun	123	0.54911	3.644	1	30.33	4	15	1	low	low1	3	30	1	2	31	32	33	34	
3274	3273	clam	11692	200	158	165	134	3.9216	2.3032	1.8836	2.2014	Noun	144	0.72	3.595	1	17.33	4	7	1	low	low1	3	30	1	2	31	32	33	34	
