numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	
8158	8157	hearse	29886	81	53	80	52	1.5882	1.9138	0.63186	1.7324	Noun	71	0.8875	3.2056	1	56.6	6	1	1	low	low1	3	30	1	2	31	32	33	34	
14190	14189	rag	52014	244	184	236	178	4.7843	2.3892	2.1936	2.2672	Noun	242	0.98776	3.681	1	10	3	20	1	high	high1	1	10	1	2	11	12	13	14	
1174	1173	bankruptcy	4718	121	83	104	79	2.3725	2.0864	0.98951	1.9243	Noun	120	1	3.3782	3	14.78	10	0	1	low	low3	4	40	1	2	41	42	43	44	
7130	7129	gall	26526	101	82	92	77	1.9804	2.0086	0.97759	1.9191	Noun	87	0.86139	3.3004	1	34.67	4	14	1	low	low1	3	30	1	2	31	32	33	34	
7089	7088	fuse	26392	248	182	241	177	4.8627	2.3962	2.1698	2.2625	Noun	228	0.91566	3.688	1	18.67	4	4	1	high	high1	1	10	1	2	11	12	13	14	
4091	4090	craft	14903	289	206	279	198	5.6667	2.4624	2.4559	2.316	Noun	279	0.9654	3.7542	1	37.75	5	3	1	high	high1	1	10	1	2	11	12	13	14	
7608	7607	grape	28163	204	137	163	116	4	2.3118	1.6333	2.1399	Noun	204	1	3.6036	1	39.75	5	8	1	low	low1	3	30	1	2	31	32	33	34	
10658	10657	martini	39279	405	233	295	190	7.9412	2.6085	2.7778	2.3692	Noun	387	0.95792	3.9004	3	214.17	7	1	1	high	high3	2	20	1	2	21	22	23	24	
3023	3022	charge	10689	4559	2675	4201	2554	89.3922	3.659	31.8908	3.4275	Noun	2726	0.59846	4.9508	1	48	6	1	1	high	high1	1	10	1	2	11	12	13	14	
597	596	appetite	2746	456	389	450	384	8.9412	2.6599	4.6376	2.5911	Noun	456	1	3.9518	3	87.29	8	0	1	high	high3	2	20	1	2	21	22	23	24	
618	617	approval	2836	428	333	423	330	8.3922	2.6325	3.97	2.5237	Noun	429	1	3.9243	3	35.86	8	0	1	high	high3	2	20	1	2	21	22	23	24	
11466	11465	muck	41987	97	81	92	79	1.902	1.9912	0.96567	1.9138	Noun	97	1	3.2831	1	23.33	4	14	1	low	low1	3	30	1	2	31	32	33	34	
11663	11662	nebula	42768	75	24	20	8	1.4706	1.8808	0.28612	1.3979	Noun	40	0.53333	3.1726	3	12.2	6	0	1	low	low3	4	40	1	2	41	42	43	44	
6747	6746	flute	25078	108	71	100	65	2.1176	2.0374	0.84645	1.8573	Noun	108	1	3.3293	1	32.75	5	1	1	low	low1	3	30	1	2	31	32	33	34	
9289	9288	jinx	34903	204	105	112	90	4	2.3118	1.2518	2.0253	Noun	109	0.53431	3.6036	1	18	4	0	1	low	low1	3	30	1	2	31	32	33	34	
16592	16591	splash	61478	215	170	179	151	4.2157	2.3345	2.0267	2.233	Noun	133	0.62441	3.6263	1	30.4	6	0	1	low	low1	3	30	1	2	31	32	33	34	
5126	5125	division	19197	946	539	536	354	18.549	2.9763	6.4258	2.7324	Noun	944	0.99894	4.2682	3	72.14	8	0	1	high	high3	2	20	1	2	21	22	23	24	
7078	7077	fur	26341	422	285	393	271	8.2745	2.6263	3.3977	2.4564	Noun	416	0.98578	3.9182	1	3	3	7	1	high	high1	1	10	1	2	11	12	13	14	
15938	15937	shrimp	58860	444	246	384	215	8.7059	2.6484	2.9328	2.3927	Noun	444	1	3.9402	1	38.4	6	0	1	high	high1	1	10	1	2	11	12	13	14	
5244	5243	dorm	19573	369	187	355	183	7.2353	2.5682	2.2294	2.2742	Noun	349	0.9458	3.86	1	23.33	4	5	1	high	high1	1	10	1	2	11	12	13	14	
14294	14293	rate	52324	1271	943	1250	934	24.9216	3.1045	11.2423	2.975	Noun	1198	0.94704	4.3963	1	26.67	4	16	1	high	high1	1	10	1	2	11	12	13	14	
11998	11997	observer	44158	188	81	152	73	3.6863	2.2765	0.96567	1.9138	Noun	187	1	3.5683	3	69.14	8	2	1	low	low3	4	40	1	2	41	42	43	44	
17457	17456	takeover	64808	80	54	77	53	1.5686	1.9085	0.64378	1.7404	Noun	80	1	3.2003	3	40.86	8	0	1	low	low3	4	40	1	2	41	42	43	44	
6867	6866	forgery	25482	100	67	90	61	1.9608	2.0043	0.79876	1.8325	Noun	100	1	3.2962	3	105.33	7	0	1	low	low3	4	40	1	2	41	42	43	44	
4	3	abduction	70	185	111	179	109	3.6275	2.2695	1.3233	2.0492	Noun	185	1	3.5613	3	93.38	9	0	1	low	low3	4	40	1	2	41	42	43	44	
3217	3216	chunk	11460	211	136	142	130	4.1373	2.3263	1.6214	2.1367	Noun	201	0.95261	3.6182	1	30.25	5	3	1	low	low1	3	30	1	2	31	32	33	34	
8068	8067	haste	29628	106	79	103	77	2.0784	2.0294	0.94182	1.9031	Noun	96	0.88889	3.3212	1	37	5	6	1	low	low1	3	30	1	2	31	32	33	34	
5799	5798	energy	21564	1678	995	1587	963	32.902	3.2251	11.8622	2.9983	Noun	1675	1	4.5169	3	16.4	6	0	1	high	high3	2	20	1	2	21	22	23	24	
331	330	altitude	1765	198	146	175	133	3.8824	2.2989	1.7406	2.1673	Noun	196	0.99492	3.5907	3	35.57	8	2	1	low	low3	4	40	1	2	41	42	43	44	
6172	6171	eyewitness	23247	202	129	177	118	3.9608	2.3075	1.5379	2.1139	Noun	202	1	3.5993	3	34.67	10	0	1	low	low3	4	40	1	2	41	42	43	44	
17067	17066	stunt	63146	469	291	447	289	9.1961	2.6721	3.4692	2.4654	Noun	397	0.85011	3.9639	1	39.25	5	2	1	high	high1	1	10	1	2	11	12	13	14	
11708	11707	nerd	42966	168	99	144	92	3.2941	2.2279	1.1803	2	Noun	166	0.99401	3.5197	1	15.67	4	2	1	low	low1	3	30	1	2	31	32	33	34	
5035	5034	discussion	18617	619	543	608	537	12.1373	2.7924	6.4735	2.7356	Noun	618	1	4.0842	3	101.89	10	0	1	high	high3	2	20	1	2	21	22	23	24	
17102	17101	subpoena	63370	113	87	109	83	2.2157	2.0569	1.0372	1.9445	Noun	71	0.63393	3.3487	3	30.71	8	0	1	low	low3	4	40	1	2	41	42	43	44	
4790	4789	designer	17584	267	205	240	182	5.2353	2.4281	2.444	2.3139	Noun	267	1	3.72	3	82.14	8	1	1	high	high3	2	20	1	2	21	22	23	24	
4172	4171	crib	15174	316	212	305	211	6.1961	2.5011	2.5274	2.3284	Noun	296	0.94268	3.7929	1	9.33	4	1	1	high	high1	1	10	1	2	11	12	13	14	
9640	9639	lag	36143	75	60	71	57	1.4706	1.8808	0.71531	1.7853	Noun	62	0.82667	3.1726	1	10.5	3	22	1	low	low1	3	30	1	2	31	32	33	34	
16661	16660	spy	61762	1023	515	917	493	20.0588	3.0103	6.1397	2.7126	Noun	856	0.83757	4.3021	1	1.5	3	6	1	high	high1	1	10	1	2	11	12	13	14	
425	424	anarchy	2112	103	71	71	62	2.0196	2.017	0.84645	1.8573	Noun	103	1	3.3089	3	30.33	7	0	1	low	low3	4	40	1	2	41	42	43	44	
8815	8814	impostor	32459	101	70	101	70	1.9804	2.0086	0.83453	1.8513	Noun	101	1	3.3004	3	37	8	0	1	low	low3	4	40	1	2	41	42	43	44	
4807	4806	destiny	17652	1175	588	987	553	23.0392	3.0704	7.01	2.7701	Noun	1172	0.9983	4.3622	3	212.83	7	0	1	high	high3	2	20	1	2	21	22	23	24	
15746	15745	shaft	58192	393	204	253	178	7.7059	2.5955	2.432	2.3118	Noun	368	0.93639	3.8873	1	28.75	5	2	1	high	high1	1	10	1	2	11	12	13	14	
11324	11323	moon	41574	2548	1167	2123	1028	49.9608	3.4064	13.9127	3.0674	Noun	2487	0.97568	4.6982	1	28.33	4	10	1	high	high1	1	10	1	2	11	12	13	14	
10415	10414	magazine	38507	1693	857	1498	786	33.1961	3.2289	10.217	2.9335	Noun	1690	0.99882	4.5207	3	143.71	8	0	1	high	high3	2	20	1	2	21	22	23	24	
2272	2271	bulk	8356	97	91	89	83	1.902	1.9912	1.0849	1.9638	Noun	81	0.83505	3.2831	1	18.67	4	7	1	low	low1	3	30	1	2	31	32	33	34	
12157	12156	oracle	44730	114	37	31	21	2.2353	2.0607	0.44111	1.5798	Noun	114	1	3.3525	3	66.2	6	0	1	low	low3	4	40	1	2	41	42	43	44	
1539	1538	bikini	6046	188	133	160	120	3.6863	2.2765	1.5856	2.1271	Noun	187	1	3.5683	3	56	6	0	1	low	low3	4	40	1	2	41	42	43	44	
3678	3677	composer	13078	127	73	116	71	2.4902	2.1072	0.87029	1.8692	Noun	127	1	3.399	3	89.14	8	2	1	low	low3	4	40	1	2	41	42	43	44	
16112	16111	skill	59511	404	327	399	325	7.9216	2.6075	3.8984	2.5159	Noun	404	1	3.8993	1	22.75	5	4	1	high	high1	1	10	1	2	11	12	13	14	
18315	18314	troupe	67921	90	54	77	50	1.7647	1.959	0.64378	1.7404	Noun	79	0.87778	3.2509	1	35.8	6	0	1	low	low1	3	30	1	2	31	32	33	34	
2316	2315	bungalow	8481	84	48	63	43	1.6471	1.9294	0.57225	1.6902	Noun	84	1	3.2213	3	26.43	8	0	1	low	low3	4	40	1	2	41	42	43	44	
6107	6106	expertise	22949	203	177	199	175	3.9804	2.3096	2.1102	2.2504	Noun	203	1	3.6015	3	103.25	9	0	1	low	low3	4	40	1	2	41	42	43	44	
13199	13198	plantation	48494	170	81	150	74	3.3333	2.233	0.96567	1.9138	Noun	168	1	3.5248	3	138.22	10	0	1	low	low3	4	40	1	2	41	42	43	44	
8849	8848	incident	32672	883	685	878	683	17.3137	2.9465	8.1664	2.8363	Noun	883	1	4.2383	3	62.43	8	0	1	high	high3	2	20	1	2	21	22	23	24	
10346	10345	lunatic	38229	433	345	414	335	8.4902	2.6375	4.113	2.5391	Noun	368	0.84988	3.9293	3	42.83	7	0	1	high	high3	2	20	1	2	21	22	23	24	
15832	15831	shin	58514	157	62	32	29	3.0784	2.1987	0.73915	1.7993	Noun	138	0.8961	3.4905	1	16.67	4	7	1	low	low1	3	30	1	2	31	32	33	34	
7526	7525	goose	27887	665	376	424	314	13.0392	2.8235	4.4826	2.5763	Noun	636	0.95928	4.1153	1	37.5	5	4	1	high	high1	1	10	1	2	11	12	13	14	
16547	16546	spell	61286	1869	884	1798	855	36.6471	3.2718	10.5389	2.9469	Noun	1190	0.63704	4.5637	1	29.25	5	5	1	high	high1	1	10	1	2	11	12	13	14	
8785	8784	immigrant	32213	79	61	79	61	1.549	1.9031	0.72723	1.7924	Noun	60	0.75949	3.1949	3	51.75	9	0	1	low	low3	4	40	1	2	41	42	43	44	
5220	5219	doom	19510	286	173	174	145	5.6078	2.4579	2.0625	2.2405	Noun	255	0.89789	3.7497	1	28	4	6	1	high	high1	1	10	1	2	11	12	13	14	
406	405	amusement	2029	191	146	178	142	3.7451	2.2833	1.7406	2.1673	Noun	191	1	3.5751	3	52.75	9	0	1	low	low3	4	40	1	2	41	42	43	44	
10690	10689	mast	39380	83	57	70	49	1.6275	1.9243	0.67954	1.7634	Noun	83	1	3.2161	1	34.67	4	16	1	low	low1	3	30	1	2	31	32	33	34	
4839	4838	deuce	17772	146	84	82	62	2.8627	2.1673	1.0014	1.9294	Noun	92	0.63014	3.4592	1	20.5	5	0	1	low	low1	3	30	1	2	31	32	33	34	
13528	13527	pouch	49516	87	57	87	57	1.7059	1.9445	0.67954	1.7634	Noun	85	0.97701	3.2363	1	41.25	5	5	1	low	low1	3	30	1	2	31	32	33	34	
11610	11609	nap	42539	645	487	626	481	12.6471	2.8102	5.8059	2.6884	Noun	611	0.94876	4.1021	1	7	3	13	1	high	high1	1	10	1	2	11	12	13	14	
17772	17771	thief	65964	1238	704	1143	670	24.2745	3.0931	8.3929	2.8482	Noun	1236	1	4.3849	1	26	5	1	1	high	high1	1	10	1	2	11	12	13	14	
14409	14408	recording	52955	748	371	712	353	14.6667	2.8745	4.423	2.5705	Noun	552	0.73797	4.1663	3	230.5	9	0	1	high	high3	2	20	1	2	21	22	23	24	
11916	11915	novelty	43829	85	72	80	67	1.6667	1.9345	0.85837	1.8633	Noun	85	1	3.2263	3	27	7	0	1	low	low3	4	40	1	2	41	42	43	44	
17281	17280	surrogate	64098	95	56	91	56	1.8627	1.9823	0.66762	1.7559	Noun	95	1	3.2741	3	58.75	9	0	1	low	low3	4	40	1	2	41	42	43	44	
3411	3410	clue	12132	898	694	879	683	17.6078	2.9538	8.2737	2.842	Noun	880	0.98214	4.2456	1	11.33	4	4	1	high	high1	1	10	1	2	11	12	13	14	
13276	13275	plow	48710	96	73	87	67	1.8824	1.9868	0.87029	1.8692	Noun	59	0.61458	3.2786	1	15.33	4	9	1	low	low1	3	30	1	2	31	32	33	34	
1760	1759	blur	6818	109	94	101	87	2.1373	2.0414	1.1206	1.9777	Noun	89	0.82407	3.3332	1	12.33	4	2	1	low	low1	3	30	1	2	31	32	33	34	
15636	15635	senator	57796	1691	305	594	165	33.1569	3.2284	3.6361	2.4857	Noun	1679	0.99703	4.5202	3	50.17	7	0	1	high	high3	2	20	1	2	21	22	23	24	
6261	6260	fantasy	23533	828	557	777	527	16.2353	2.9186	6.6404	2.7466	Noun	812	0.99877	4.2104	3	48.17	7	0	1	high	high3	2	20	1	2	21	22	23	24	
15179	15178	salami	56210	114	77	104	69	2.2353	2.0607	0.91798	1.8921	Noun	113	0.99123	3.3525	3	34.6	6	0	1	low	low3	4	40	1	2	41	42	43	44	
