numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	
8652	8651	hurricane	31591	447	178	370	151	8.7647	2.6513	2.1221	2.2529	Noun	445	1	3.9431	3	48.38	9	0	1	high	high3	2	20	1	2	21	22	23	24	
14392	14391	recipe	52796	388	274	379	270	7.6078	2.5899	3.2666	2.4393	Noun	389	1	3.8818	3	38.6	6	1	1	high	high3	2	20	1	2	21	22	23	24	
490	489	announcer	2331	574	201	217	75	11.2549	2.7597	2.3963	2.3054	Noun	529	0.92321	4.0515	3	41.63	9	2	1	high	high3	2	20	1	2	21	22	23	24	
3079	3078	cheek	10854	365	280	352	272	7.1569	2.5635	3.3381	2.4487	Noun	363	0.99725	3.8553	1	29.5	5	3	1	high	high1	1	10	1	2	11	12	13	14	
16343	16342	sob	60519	77	75	57	56	1.5098	1.8921	0.89413	1.8808	Noun	57	0.74026	3.1839	1	9	3	18	1	low	low1	3	30	1	2	31	32	33	34	
19550	19549	yikes	73977	111	92	14	13	2.1765	2.0492	1.0968	1.9685	Noun	99	0.91667	3.3411	1	67	5	4	1	low	low1	3	30	1	2	31	32	33	34	
7648	7647	grease	28290	354	271	296	242	6.9412	2.5502	3.2308	2.4346	Noun	280	0.7932	3.8421	1	51	6	2	1	high	high1	1	10	1	2	11	12	13	14	
3569	3568	coloring	12644	92	76	88	73	1.8039	1.9685	0.90606	1.8865	Noun	70	0.76087	3.2603	3	307.57	8	0	1	low	low3	4	40	1	2	41	42	43	44	
16786	16785	state	62169	5500	2669	3976	2195	107.8431	3.7404	31.8193	3.4265	Noun	4740	0.86197	5.0323	1	42	5	8	1	high	high1	1	10	1	2	11	12	13	14	
10398	10397	mackerel	38438	108	87	102	85	2.1176	2.0374	1.0372	1.9445	Noun	108	1	3.3293	3	77.43	8	0	1	low	low3	4	40	1	2	41	42	43	44	
4644	4643	defendant	16825	904	316	875	310	17.7255	2.9566	3.7673	2.5011	Noun	904	1	4.2485	3	71.88	9	1	1	high	high3	2	20	1	2	21	22	23	24	
12784	12783	peek	46974	272	226	252	220	5.3333	2.4362	2.6943	2.356	Noun	170	0.625	3.728	1	24	4	10	1	high	high1	1	10	1	2	11	12	13	14	
8697	8696	hypnosis	31801	101	57	88	52	1.9804	2.0086	0.67954	1.7634	Noun	100	1	3.3004	3	9.86	8	0	1	low	low3	4	40	1	2	41	42	43	44	
15985	15984	siege	59061	118	91	113	87	2.3137	2.0755	1.0849	1.9638	Noun	119	1	3.3674	1	23.5	5	2	1	low	low1	3	30	1	2	31	32	33	34	
17410	17409	tab	64645	294	232	258	211	5.7647	2.4698	2.7659	2.3674	Noun	279	0.94898	3.7617	1	6	3	11	1	high	high1	1	10	1	2	11	12	13	14	
14299	14298	ratio	52340	164	92	160	91	3.2157	2.2175	1.0968	1.9685	Noun	158	1	3.5093	3	28	5	2	1	low	low3	4	40	1	2	41	42	43	44	
4691	4690	delusion	17086	138	101	133	98	2.7059	2.143	1.2041	2.0086	Noun	137	1	3.4348	3	72.43	8	0	1	low	low3	4	40	1	2	41	42	43	44	
5680	5679	elf	21016	193	76	158	67	3.7843	2.2878	0.90606	1.8865	Noun	190	0.98446	3.5796	1	2	3	3	1	low	low1	3	30	1	2	31	32	33	34	
9667	9666	lance	36251	554	130	100	37	10.8627	2.7443	1.5498	2.1173	Noun	472	0.85353	4.0361	1	39.25	5	1	1	high	high1	1	10	1	2	11	12	13	14	
2321	2320	bunk	8497	320	235	302	222	6.2745	2.5065	2.8016	2.3729	Noun	268	0.8375	3.7983	1	25.33	4	10	1	high	high1	1	10	1	2	11	12	13	14	
18793	18792	vet	71174	296	193	288	189	5.8039	2.4728	2.3009	2.2878	Noun	278	0.93919	3.7646	1	7	3	13	1	high	high1	1	10	1	2	11	12	13	14	
10329	10328	lullaby	38182	88	66	67	56	1.7255	1.9494	0.78684	1.8261	Noun	88	1	3.2412	3	38	7	0	1	low	low3	4	40	1	2	41	42	43	44	
9414	9413	karate	35333	386	138	304	115	7.5686	2.5877	1.6452	2.143	Noun	380	0.99738	3.8795	3	54	6	0	1	high	high3	2	20	1	2	21	22	23	24	
5660	5659	election	20919	560	271	530	264	10.9804	2.749	3.2308	2.4346	Noun	559	1	4.0408	3	84.86	8	3	1	high	high3	2	20	1	2	21	22	23	24	
8897	8896	industry	33013	596	385	586	382	11.6863	2.776	4.5899	2.5866	Noun	596	1	4.0678	3	50.14	8	0	1	high	high3	2	20	1	2	21	22	23	24	
16219	16218	slop	59932	94	72	85	68	1.8431	1.9777	0.85837	1.8633	Noun	64	0.68085	3.2696	1	18.67	4	11	1	low	low1	3	30	1	2	31	32	33	34	
