numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	
13906	13905	publisher	51084	230	147	217	140	4.5098	2.3636	1.7525	2.1703	Noun	230	1	3.6554	3	47.13	9	2	1	high	high3	2	20	1	2	21	22	23	24	
6732	6731	fluff	25025	72	54	63	49	1.4118	1.8633	0.64378	1.7404	Noun	51	0.70833	3.1552	1	24.75	5	1	1	low	low1	3	30	1	2	31	32	33	34	
42	41	accountant	407	315	191	303	185	6.1765	2.4997	2.2771	2.2833	Noun	315	1	3.7915	3	38.89	10	0	1	high	high3	2	20	1	2	21	22	23	24	
18709	18708	veal	70911	181	105	138	93	3.549	2.2601	1.2518	2.0253	Noun	176	0.97238	3.5519	1	30.67	4	11	1	low	low1	3	30	1	2	31	32	33	34	
1188	1187	bar	4770	4385	2220	3980	2091	85.9804	3.6421	26.4664	3.3465	Noun	4199	0.95889	4.9339	1	9	3	16	1	high	high1	1	10	1	2	11	12	13	14	
17018	17017	stripe	62990	74	53	65	49	1.451	1.8751	0.63186	1.7324	Noun	68	0.91892	3.1669	1	47.2	6	5	1	low	low1	3	30	1	2	31	32	33	34	
13350	13349	policy	48933	1378	847	1351	836	27.0196	3.1396	10.0978	2.9284	Noun	1380	1	4.4314	3	40.2	6	2	1	high	high3	2	20	1	2	21	22	23	24	
3722	3721	condition	13296	1936	1375	1891	1360	37.9608	3.2871	16.3925	3.1386	Noun	1911	0.98913	4.579	3	142	9	0	1	high	high3	2	20	1	2	21	22	23	24	
14525	14524	reign	53534	159	134	143	128	3.1176	2.2041	1.5975	2.1303	Noun	116	0.725	3.496	1	16.25	5	2	1	low	low1	3	30	1	2	31	32	33	34	
15000	14999	rotation	55632	149	108	147	108	2.9216	2.1761	1.2876	2.0374	Noun	149	1	3.4679	3	89.14	8	1	1	low	low3	4	40	1	2	41	42	43	44	
5747	5746	employee	21320	590	429	553	415	11.5686	2.7716	5.1144	2.6335	Noun	588	0.9983	4.0634	3	25.43	8	2	1	high	high3	2	20	1	2	21	22	23	24	
15339	15338	scam	56758	313	225	308	224	6.1373	2.4969	2.6824	2.3541	Noun	277	0.88782	3.7888	1	8	4	8	1	high	high1	1	10	1	2	11	12	13	14	
1902	1901	booth	7255	1039	419	567	355	20.3725	3.017	4.9952	2.6232	Noun	679	0.65541	4.3089	1	41	5	4	1	high	high1	1	10	1	2	11	12	13	14	
9834	9833	lease	36706	320	201	315	200	6.2745	2.5065	2.3963	2.3054	Noun	288	0.8972	3.7983	1	51.25	5	5	1	high	high1	1	10	1	2	11	12	13	14	
17442	17441	tag	64743	708	481	544	418	13.8824	2.8506	5.7344	2.683	Noun	372	0.52542	4.1425	1	9.5	3	18	1	high	high1	1	10	1	2	11	12	13	14	
11894	11893	notch	43761	170	131	148	129	3.3333	2.233	1.5618	2.1206	Noun	152	0.89412	3.5248	1	31	5	1	1	low	low1	3	30	1	2	31	32	33	34	
14545	14544	relevance	53708	82	68	63	51	1.6078	1.9191	0.81068	1.8388	Noun	82	1	3.2109	3	71.5	9	0	1	low	low3	4	40	1	2	41	42	43	44	
18604	18603	urge	70510	339	307	333	304	6.6471	2.5315	3.66	2.4886	Noun	232	0.68235	3.8233	1	4.67	4	0	1	high	high1	1	10	1	2	11	12	13	14	
16257	16256	smear	60085	111	90	104	84	2.1765	2.0492	1.073	1.959	Noun	69	0.62162	3.3411	1	22	5	3	1	low	low1	3	30	1	2	31	32	33	34	
