word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
million-N	204	7	6	2	519	364	440	419	N	
true-N	231	4	3	1	605	269	365	0	N	
situation-N	196	9	9	4	573	311	319	457	N	
whether-C	286	7	4	2	528	0	207	0	C	
quality-N	114	7	7	3	560	274	349	0	N	
tried-J	170	5	4	1	597	0	303	0	J	
test-N	119	4	4	1	566	520	528	0	N	
common-J	223	6	5	2	595	0	276	0	J	
usually-A	206	7	6	3	0	0	0	0	A	
former-J	131	6	4	2	523	0	283	0	J	
help-V	311	4	4	1	594	320	464	222	V	
late-J	179	4	3	1	584	262	387	0	J	
doing-N	163	5	4	2	0	0	0	0	N	
pretty-A	107	6	5	2	584	341	520	0	A	
simply-A	170	6	6	2	0	0	0	0	A	
keep-N	264	4	3	1	584	339	284	0	N	
live-A	177	4	3	1	608	436	446	0	A	
equipment-N	167	9	9	3	543	532	410	447	N	
sense-V	311	5	4	1	583	316	368	336	V	
future-V	227	6	6	2	612	311	413	414	V	
member-N	137	6	5	2	573	455	399	392	N	
moment-V	246	6	6	2	560	301	334	350	V	
down-A	895	4	3	1	546	339	459	0	A	
surface-V	200	7	5	2	573	447	453	378	V	
meaning-N	127	7	5	2	0	0	0	0	N	
story-N	153	5	5	2	578	427	491	0	N	
court-V	230	5	3	1	549	509	552	0	V	
week-N	275	4	3	1	577	383	481	0	N	
enough-N	430	6	4	2	545	246	345	0	N	
radio-V	120	5	5	3	644	615	613	317	V	
peace-N	198	5	3	1	571	309	446	0	N	
direction-N	134	9	8	3	562	336	399	381	N	
need-N	360	4	3	1	589	314	327	0	N	
near-J	198	4	2	1	582	337	408	0	J	
greater-N	188	7	6	2	0	0	0	0	N	
move-N	171	4	3	1	572	390	413	0	N	
behind-A	258	6	6	2	603	0	371	0	A	
basis-N	184	5	5	2	0	0	0	0	N	
building-N	160	8	6	2	607	589	578	300	N	
far-N	427	3	3	1	587	302	411	0	N	
blue-J	143	4	3	1	593	459	569	0	J	
cold-N	171	4	4	1	626	457	531	183	N	
heavy-A	110	5	4	2	581	413	495	0	A	
show-N	287	4	2	1	559	402	424	0	N	
green-V	116	5	4	1	583	460	609	225	V	
running-N	123	7	5	2	571	444	490	0	N	
current-N	104	7	6	2	509	0	497	0	N	
station-N	105	7	6	2	548	572	554	300	N	
knowledge-V	145	9	5	2	575	278	348	477	V	
main-A	119	4	3	1	574	324	309	364	A	
city-N	393	4	4	2	616	554	605	0	N	
figure-V	209	6	4	2	534	472	526	0	V	
religious-J	165	9	7	3	0	0	0	0	J	
influence-V	132	9	8	2	539	280	270	542	V	
least-J	343	5	4	1	529	275	302	0	J	
east-A	183	4	3	1	574	363	497	0	A	
quite-A	281	5	4	1	0	0	0	0	A	
coming-J	174	6	5	2	0	0	0	0	J	
example-N	292	7	7	3	0	0	0	0	N	
police-N	155	6	5	2	0	0	0	0	N	
low-A	174	3	2	1	580	322	378	0	A	
both-C	730	4	3	1	598	322	298	0	C	
visit-N	109	5	5	2	0	0	0	0	N	
thus-A	312	4	3	1	507	197	267	0	A	
meet-A	148	4	3	1	575	341	438	0	A	
length-V	116	6	4	1	591	365	395	322	V	
fall-N	147	4	3	1	572	409	547	0	N	
nothing-N	412	7	5	2	0	0	0	0	N	
free-V	260	4	3	1	607	328	397	0	V	
feeling-V	172	7	5	2	612	262	370	339	V	
friend-J	133	6	5	1	603	450	587	0	J	
clear-J	219	5	3	1	576	359	456	0	J	
poor-N	113	4	3	1	548	311	447	0	N	
daily-N	122	5	4	2	0	0	0	0	N	
health-N	105	6	4	1	577	372	432	400	N	
policy-V	222	6	6	3	0	0	0	0	V	
neither-J	141	7	5	2	0	0	0	0	J	
letter-N	145	6	4	2	610	577	595	256	N	
else-A	176	4	3	1	565	222	208	0	A	
standing-V	101	8	7	2	0	0	0	0	V	
close-V	234	5	4	1	587	391	420	283	V	
doing-V	163	5	4	1	0	0	0	0	V	
east-V	183	4	3	1	574	363	497	0	V	
name-N	294	4	3	1	573	405	475	0	N	
found-N	536	5	4	1	0	0	0	0	N	
section-V	189	7	5	2	0	0	0	0	V	
doubt-N	114	5	3	1	0	0	0	0	N	
board-V	239	5	3	1	546	565	592	0	V	
almost-A	432	6	6	2	0	0	0	0	A	
distance-N	108	8	7	2	594	353	432	344	N	
ago-V	246	3	3	2	0	0	0	0	V	
dark-V	185	4	3	1	598	497	586	0	V	
longer-J	193	6	4	2	0	0	0	0	J	
became-V	246	6	5	2	531	273	262	0	V	
nation-N	139	6	5	2	508	415	436	425	N	
meaning-J	127	7	5	2	0	0	0	0	J	
against-A	626	7	6	2	600	0	285	0	A	
instead-A	173	7	6	2	0	0	0	0	A	
attack-V	105	6	4	2	542	411	501	0	V	
throughout-R	141	10	5	2	0	0	0	0	R	
