word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
dual-J	9	4	5	2	463	344	426	0	J	
lax-J	3	3	4	1	396	315	363	0	J	
hobo-N	1	4	4	2	0	0	0	0	N	
lifting-V	8	7	6	2	0	0	0	0	V	
clown-J	3	5	4	1	511	627	589	0	J	
spear-V	7	5	3	1	513	584	545	0	V	
nigh-N	1	4	2	1	0	0	0	0	N	
leaden-V	2	6	4	2	0	0	0	0	V	
repeal-V	7	6	5	2	0	0	0	0	V	
knoll-N	2	5	3	1	374	486	444	0	N	
smash-N	4	5	4	1	536	402	518	278	N	
volition-N	2	8	6	3	0	0	0	0	N	
mammal-J	1	6	5	2	458	549	541	0	J	
matron-N	3	6	6	2	0	0	0	0	N	
ballad-N	8	6	5	2	0	0	0	0	N	
option-N	5	6	5	2	0	0	0	0	N	
pedal-N	4	5	4	2	512	602	556	306	N	
comely-A	1	6	5	3	0	0	0	0	A	
gaming-V	1	6	5	2	0	0	0	0	V	
meaty-J	1	5	4	2	0	0	0	0	J	
hobby-V	4	5	4	2	518	449	494	361	V	
prick-V	2	5	4	1	0	0	0	0	V	
axes-N	7	4	5	2	0	0	0	0	N	
sneer-V	1	5	3	1	398	371	494	467	V	
disarm-V	2	6	5	2	0	0	0	0	V	
wobble-V	3	6	4	2	0	0	0	0	V	
modernize-V	1	9	7	3	0	0	0	0	V	
nope-A	1	4	3	1	481	270	315	0	A	
whaling-V	1	7	5	2	0	0	0	0	V	
dole-J	1	4	3	1	0	0	0	0	J	
blight-N	2	6	4	1	0	0	0	0	N	
bullish-J	1	7	5	2	0	0	0	0	J	
yogi-N	2	4	4	2	0	0	0	0	N	
oiled-J	3	5	3	2	0	0	0	0	J	
gable-J	2	5	4	1	355	449	424	0	J	
yearn-N	1	5	3	1	0	0	0	0	N	
possum-V	2	6	5	2	0	0	0	0	V	
whipping-N	7	8	5	2	0	0	0	0	N	
integrate-V	7	9	8	3	0	0	0	0	V	
smitten-V	1	7	5	2	0	0	0	0	V	
gothic-N	4	6	5	2	0	0	0	0	N	
ironing-J	5	7	5	3	0	0	0	0	J	
knot-V	8	4	3	1	0	0	0	0	V	
hypocrite-J	2	9	8	3	0	0	0	0	J	
granite-J	3	7	6	2	0	0	0	0	J	
knuckle-V	3	7	4	2	491	586	520	356	V	
rabble-J	2	6	4	1	0	0	0	0	J	
bouquet-N	4	7	4	2	473	566	599	0	N	
lop-V	1	3	3	1	0	0	0	0	V	
forlorn-N	3	7	5	2	0	0	0	0	N	
lotus-N	2	5	5	2	0	0	0	0	N	
ranger-N	2	6	5	2	0	0	0	0	N	
gill-N	2	4	3	1	0	0	0	0	N	
swear-N	10	5	3	1	0	0	0	0	N	
thug-N	1	4	3	1	0	0	0	0	N	
coward-V	8	6	4	2	0	0	0	0	V	
dense-J	9	5	4	1	524	353	461	0	J	
nebula-N	1	6	7	3	0	0	0	0	N	
wrangler-N	6	8	6	2	0	0	0	0	N	
glisten-N	4	7	5	2	0	0	0	0	N	
accord-J	9	6	4	2	418	299	248	0	J	
tapping-V	6	7	5	2	0	0	0	0	V	
spade-V	10	5	4	1	513	565	578	0	V	
rasp-V	2	4	4	1	0	0	0	0	V	
mystic-J	3	6	6	2	455	345	495	0	J	
afield-A	1	6	5	2	0	0	0	0	A	
rustic-J	3	6	6	2	0	0	0	0	J	
liner-N	4	5	4	2	0	0	0	0	N	
dividing-V	7	8	7	3	0	0	0	0	V	
ell-N	1	3	2	1	0	0	0	0	N	
cognate-N	1	7	6	2	0	0	0	0	N	
cleat-V	1	5	4	1	333	546	481	0	V	
osmium-N	1	6	6	2	0	0	0	0	N	
poke-V	1	4	3	1	0	0	0	0	V	
colleague-V	9	9	5	3	0	0	0	0	V	
goad-N	1	4	3	1	0	0	0	0	N	
gouge-N	1	5	3	1	0	0	0	0	N	
cock-N	5	4	3	1	434	611	586	314	N	
feat-V	6	4	3	1	449	345	365	0	V	
streaked-V	4	8	6	2	0	0	0	0	V	
distension-N	1	10	9	3	0	0	0	0	N	
pave-V	2	4	3	1	0	0	0	0	V	
ambuscade-V	1	9	8	3	0	0	0	0	V	
regain-V	1	6	5	2	0	0	0	0	V	
cartoon-N	3	7	5	2	0	0	0	0	N	
sway-N	5	4	3	1	0	0	0	0	N	
cosmos-N	3	6	6	2	0	0	0	0	N	
dismiss-N	5	7	6	2	0	0	0	0	N	
aniline-N	1	7	6	3	0	0	0	0	N	
gallop-N	4	6	5	2	0	0	0	0	N	
recipe-V	8	6	6	2	0	0	0	0	V	
reek-N	2	4	3	1	0	0	0	0	N	
malice-N	2	6	5	2	354	248	365	0	N	
knack-V	4	5	3	1	0	0	0	0	V	
matt-J	3	4	3	1	0	0	0	0	J	
drizzle-V	5	7	5	2	516	558	582	0	V	
hurled-V	4	6	4	2	379	0	441	0	V	
fuss-V	4	4	3	1	0	0	0	0	V	
assent-N	4	6	5	2	325	311	345	575	N	
rotary-N	10	6	6	3	0	0	0	0	N	
