word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
goad-N	1	4	3	1	0	0	0	0	N	
fabian-N	4	6	6	2	0	0	0	0	N	
rattling-V	7	8	6	2	0	0	0	0	V	
carol-N	2	5	5	2	489	535	499	0	N	
hush-V	4	4	3	1	415	396	467	246	V	
ban-V	7	3	3	1	0	0	0	0	V	
guise-V	6	5	3	1	0	0	0	0	V	
tag-V	5	3	3	1	0	0	0	0	V	
gird-N	1	4	3	1	0	0	0	0	N	
speck-J	7	5	4	1	477	484	503	353	J	
costive-J	1	7	6	2	0	0	0	0	J	
unsung-J	3	6	5	2	0	0	0	0	J	
cocky-N	3	5	4	2	0	0	0	0	N	
launch-V	10	6	5	1	0	0	0	0	V	
fondness-N	4	8	7	2	0	0	0	0	N	
fickle-J	1	6	4	2	0	0	0	0	J	
arab-N	2	4	4	2	0	0	0	0	N	
doll-V	10	4	3	1	503	588	565	161	V	
subtly-A	6	6	5	2	0	0	0	0	A	
noun-N	1	4	3	1	518	387	368	414	N	
sterling-J	7	8	6	2	0	0	0	0	J	
steamboat-N	3	9	7	2	0	0	0	0	N	
bulge-V	5	5	4	1	0	0	0	0	V	
telegram-N	8	8	8	3	0	0	0	0	N	
banish-V	4	6	5	2	0	0	0	0	V	
sentient-N	2	8	6	2	0	0	0	0	N	
cord-V	6	4	3	1	477	564	549	0	V	
mutter-N	1	6	4	2	0	0	0	0	N	
fin-V	2	3	3	1	0	0	0	0	V	
decimal-N	3	7	6	3	0	0	0	0	N	
shank-N	1	5	4	1	0	0	0	0	N	
sidelong-J	1	8	6	2	0	0	0	0	J	
awash-A	1	5	4	2	0	0	0	0	A	
jade-N	1	4	3	1	359	570	459	572	N	
pigskin-N	1	7	7	2	0	0	0	0	N	
hulk-V	2	4	4	1	0	0	0	0	V	
kernel-V	3	6	4	2	477	559	542	0	V	
convoy-V	3	6	5	2	0	0	0	0	V	
tanner-N	2	6	4	2	0	0	0	0	N	
mynheer-N	3	7	5	2	0	0	0	0	N	
merry-A	8	5	4	2	526	370	519	0	A	
arcade-N	3	6	4	2	0	0	0	0	N	
salvo-N	2	5	5	2	0	0	0	0	N	
overly-A	8	6	5	3	0	0	0	0	A	
gasp-N	3	4	4	1	457	409	491	367	N	
borrow-V	9	6	4	2	0	0	0	0	V	
migrant-N	3	7	7	2	0	0	0	0	N	
hood-V	7	4	3	1	510	547	558	0	V	
thwart-N	3	6	4	1	361	340	324	0	N	
cusp-N	2	4	4	1	0	0	0	0	N	
fairy-N	4	5	4	2	471	433	536	242	N	
seize-V	6	5	3	1	0	0	0	0	V	
chomp-V	1	5	4	1	0	0	0	0	V	
lanky-J	2	5	5	2	0	0	0	0	J	
unworkable-J	1	10	8	4	0	0	0	0	J	
rogue-V	1	5	3	2	378	424	478	444	V	
quadruple-A	1	9	8	2	0	0	0	0	A	
robin-N	2	5	5	2	487	637	615	233	N	
retrieve-N	2	8	6	2	0	0	0	0	N	
poke-N	1	4	3	1	0	0	0	0	N	
afire-J	1	5	4	3	0	0	0	0	J	
bead-V	1	4	3	1	0	0	0	0	V	
booty-N	3	5	4	2	0	0	0	0	N	
nickname-V	10	8	6	2	0	0	0	0	V	
bottled-V	3	7	5	2	0	0	0	0	V	
allay-N	2	5	3	2	0	0	0	0	N	
pluck-V	2	5	4	1	0	0	0	0	V	
fallow-V	1	6	4	2	0	0	0	0	V	
scotch-V	5	6	5	1	518	583	590	0	V	
relieving-V	1	9	7	3	0	0	0	0	V	
gallon-N	6	6	5	2	519	488	525	0	N	
pillar-N	2	6	4	2	0	0	0	0	N	
destroyer-N	2	9	7	3	448	513	508	0	N	
blown-V	9	5	4	1	0	0	0	0	V	
steward-V	2	7	6	2	0	0	0	0	V	
boulder-N	10	7	5	2	495	597	614	0	N	
cork-N	9	4	3	1	544	608	631	0	N	
spurred-J	6	7	4	2	0	0	0	0	J	
sundry-J	5	6	6	2	0	0	0	0	J	
nightmare-N	9	9	5	2	0	0	0	0	N	
rib-V	1	3	3	1	536	599	586	0	V	
mastiff-N	1	7	6	2	0	0	0	0	N	
dial-N	1	4	4	2	566	537	541	0	N	
imposing-V	7	8	7	3	0	0	0	0	V	
ossify-V	1	6	5	3	0	0	0	0	V	
schoolboy-N	3	9	6	2	0	0	0	0	N	
flea-V	2	4	3	1	515	625	606	0	V	
burglar-V	1	7	6	2	0	0	0	0	V	
versatile-J	3	9	7	3	425	0	327	0	J	
dulcet-N	1	6	6	2	0	0	0	0	N	
minced-V	6	6	5	2	0	0	0	0	V	
draughty-J	1	8	6	2	0	0	0	0	J	
sped-V	9	4	4	1	0	0	0	0	V	
automate-V	1	8	6	3	0	0	0	0	V	
spelling-V	4	8	6	2	0	0	0	0	V	
fogy-N	1	4	4	2	0	0	0	0	N	
pinch-V	6	5	5	1	0	0	0	0	V	
repose-V	2	6	5	2	0	0	0	0	V	
delude-V	2	6	5	2	0	0	0	0	V	
slang-J	2	5	4	1	512	373	411	464	J	
