word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
below-R	145	5	4	2	566	0	317	0	R	
west-V	235	4	4	1	563	355	426	342	V	
value-V	200	5	5	2	552	260	289	433	V	
meeting-N	159	7	5	2	575	403	451	356	N	
space-N	184	5	4	1	576	381	538	319	N	
game-N	123	4	3	1	574	477	521	242	N	
lost-N	173	4	4	1	0	0	0	0	N	
inside-J	174	6	5	2	611	0	371	0	J	
soon-J	199	4	3	1	547	261	278	0	J	
deep-V	109	4	3	1	542	400	498	0	V	
language-V	109	8	7	2	0	0	0	0	V	
direction-N	134	9	8	3	562	336	399	381	N	
hotel-N	126	5	5	2	565	591	597	308	N	
husband-N	131	7	7	2	557	549	537	0	N	
black-V	203	5	4	1	603	470	589	0	V	
meaning-N	127	7	5	2	0	0	0	0	N	
south-N	240	5	3	1	540	347	476	0	N	
together-A	267	8	6	3	603	0	426	0	A	
thinking-N	145	8	6	2	0	0	0	0	N	
above-J	296	5	4	2	607	0	346	0	J	
reason-N	241	6	4	2	601	332	285	383	N	
perhaps-A	307	7	6	2	590	0	220	0	A	
english-V	195	7	6	2	0	0	0	0	V	
surface-N	200	7	5	2	573	447	453	378	N	
hundred-J	171	7	7	2	0	0	0	0	J	
image-V	119	5	4	2	0	0	0	0	V	
million-J	204	7	6	2	519	364	440	419	J	
left-J	480	4	4	1	592	341	383	0	J	
division-N	107	8	7	3	518	332	404	417	N	
current-N	104	7	6	2	509	0	497	0	N	
keep-V	264	4	3	1	584	339	284	0	V	
ready-J	143	5	4	2	0	0	0	0	J	
production-N	148	10	9	3	545	318	347	486	N	
matter-N	308	6	4	2	563	439	298	411	N	
age-V	227	3	2	1	582	390	468	258	V	
something-N	450	9	6	3	0	0	0	0	N	
interest-V	330	8	7	2	572	305	359	411	V	
provided-V	132	8	8	3	576	0	264	0	V	
along-A	355	5	4	2	0	0	0	0	A	
congress-N	152	8	7	2	389	384	356	575	N	
including-V	171	9	8	3	0	0	0	0	V	
blood-J	121	5	4	1	571	613	620	253	J	
among-R	370	5	4	2	0	0	0	0	R	
evening-N	133	7	5	2	630	439	559	303	N	
design-N	114	6	5	2	538	444	407	403	N	
mother-J	216	6	5	2	632	579	638	144	J	
current-J	104	7	6	2	509	0	497	0	J	
across-A	282	6	5	2	0	0	0	0	A	
spirit-N	182	6	6	2	518	296	450	389	N	
play-V	200	4	3	1	586	468	498	192	V	
working-J	151	7	5	2	609	383	458	0	J	
thing-N	333	5	3	1	587	350	358	0	N	
word-V	274	4	3	1	0	0	0	0	V	
name-V	294	4	3	1	573	405	475	0	V	
mean-A	199	4	3	1	539	313	419	0	A	
purpose-V	149	7	5	2	572	280	280	428	V	
ahead-J	109	5	4	2	0	0	0	0	J	
earth-V	150	5	2	1	580	580	580	317	V	
taking-J	175	6	5	2	0	0	0	0	J	
property-N	156	8	7	3	531	460	466	447	N	
industry-N	171	8	8	3	559	479	499	492	N	
image-N	119	5	4	2	0	0	0	0	N	
far-N	427	3	3	1	587	302	411	0	N	
living-N	194	6	5	2	0	0	0	0	N	
room-V	383	4	3	1	627	566	545	244	V	
effect-V	213	6	5	2	602	295	280	414	V	
test-N	119	4	4	1	566	520	528	0	N	
state-N	808	5	4	1	560	440	511	0	N	
longer-J	193	6	4	2	0	0	0	0	J	
standard-J	110	8	7	2	556	324	319	472	J	
whether-U	286	7	4	2	528	0	207	0	U	
let-V	384	3	3	1	0	0	0	0	V	
lead-V	129	4	3	1	526	543	488	400	V	
square-J	143	6	4	1	576	516	610	250	J	
raised-V	101	6	4	2	545	0	376	0	V	
mouth-N	103	5	3	1	572	568	613	0	N	
piece-V	129	5	3	1	511	384	395	0	V	
president-N	382	9	9	3	538	526	572	458	N	
lived-V	115	5	4	2	0	0	0	0	V	
moving-V	114	6	5	2	0	0	0	0	V	
whether-N	286	7	5	2	528	0	207	0	N	
series-J	130	6	5	2	525	373	398	461	J	
yet-V	419	3	3	1	523	249	237	0	V	
none-U	108	4	3	1	569	288	425	0	U	
nothing-A	412	7	5	2	0	0	0	0	A	
modern-N	198	6	5	2	579	0	368	0	N	
son-N	166	3	3	1	607	0	560	0	N	
case-V	362	4	3	1	553	548	517	311	V	
island-V	167	6	5	2	507	596	643	289	V	
increase-N	195	8	6	2	590	315	356	419	N	
stay-V	113	4	3	1	573	329	321	0	V	
somewhat-N	127	8	6	3	0	0	0	0	N	
hall-N	152	4	3	1	592	565	559	283	N	
deal-A	142	4	3	1	522	342	383	381	A	
running-J	123	7	5	2	571	444	490	0	J	
southern-N	137	8	5	2	0	0	0	0	N	
literature-N	133	10	9	4	529	462	487	494	N	
type-V	200	4	3	1	567	376	395	383	V	
rise-N	102	4	3	1	546	368	451	0	N	
cold-N	171	4	4	1	626	457	531	183	N	
