word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
ready-N	143	5	4	2	0	0	0	0	N	
spirit-N	182	6	6	2	518	296	450	389	N	
above-J	296	5	4	2	607	0	346	0	J	
ready-J	143	5	4	2	0	0	0	0	J	
building-N	160	8	6	2	607	589	578	300	N	
dropped-V	101	7	5	2	0	0	0	0	V	
really-V	275	6	4	2	562	0	246	0	V	
best-V	351	4	4	1	600	282	324	0	V	
local-N	288	5	5	2	0	0	0	0	N	
knowledge-V	145	9	5	2	575	278	348	477	V	
cannot-V	258	6	5	2	0	0	0	0	V	
ready-V	143	5	4	2	0	0	0	0	V	
afternoon-N	106	9	7	3	655	406	513	281	N	
paper-J	157	5	5	2	635	599	590	229	J	
policy-N	222	6	6	3	0	0	0	0	N	
south-R	240	5	3	1	540	347	476	0	R	
wrong-J	129	5	3	1	600	303	344	244	J	
voice-N	226	5	3	1	596	485	489	275	N	
character-N	118	9	7	3	551	365	372	464	N	
process-V	196	7	6	2	0	0	0	0	V	
effort-N	145	6	4	2	585	296	367	411	N	
blood-V	121	5	4	1	571	613	620	253	V	
lost-N	173	4	4	1	0	0	0	0	N	
black-J	203	5	4	1	603	470	589	0	J	
pay-N	172	3	2	1	0	0	0	0	N	
miss-V	258	4	3	1	586	372	447	0	V	
foreign-J	158	7	5	2	539	0	404	0	J	
lot-N	127	3	3	1	0	0	0	0	N	
hospital-N	110	8	7	3	548	584	602	319	N	
feeling-N	172	7	5	2	612	262	370	339	N	
instead-A	173	7	6	2	0	0	0	0	A	
taking-V	175	6	5	2	0	0	0	0	V	
both-N	730	4	3	1	598	322	298	0	N	
beautiful-N	127	9	8	3	609	393	532	0	N	
heavy-J	110	5	4	2	581	413	495	0	J	
every-J	491	5	4	2	597	264	267	0	J	
future-N	227	6	6	2	612	311	413	414	N	
piece-N	129	5	3	1	511	384	395	0	N	
direct-J	129	6	6	2	0	0	0	0	J	
understand-V	137	10	9	3	0	0	0	0	V	
death-N	277	5	3	1	581	365	498	0	N	
third-N	190	5	3	1	0	0	0	0	N	
earth-V	150	5	2	1	580	580	580	317	V	
summer-J	134	6	5	2	612	439	618	253	J	
increase-N	195	8	6	2	590	315	356	419	N	
sent-V	145	4	4	1	523	292	386	0	V	
fall-V	147	4	3	1	572	409	547	0	V	
hand-N	431	4	4	1	601	604	598	0	N	
tell-N	268	4	3	1	596	306	350	0	N	
look-V	399	4	3	1	607	376	395	225	V	
late-J	179	4	3	1	584	262	387	0	J	
lower-A	123	5	4	2	0	0	0	0	A	
black-N	203	5	4	1	603	470	589	0	N	
private-J	191	7	6	2	570	350	432	0	J	
picture-V	162	7	6	2	597	579	581	219	V	
dark-N	185	4	3	1	598	497	586	0	N	
i'm-V	268	3	2	1	0	0	0	0	V	
soon-A	199	4	3	1	547	261	278	0	A	
sound-J	204	5	4	1	597	502	497	300	J	
dark-J	185	4	3	1	598	497	586	0	J	
plant-N	125	5	5	1	592	594	605	0	N	
character-V	118	9	8	3	551	365	372	464	V	
future-V	227	6	6	2	612	311	413	414	V	
directly-A	141	8	8	3	0	0	0	0	A	
needs-N	152	5	4	1	0	0	0	0	N	
effect-V	213	6	5	2	602	295	280	414	V	
quite-A	281	5	4	1	0	0	0	0	A	
just-A	872	4	4	1	540	257	221	0	A	
daily-N	122	5	4	2	0	0	0	0	N	
section-N	189	7	6	2	0	0	0	0	N	
wide-A	125	4	3	1	569	348	455	0	A	
meaning-N	127	7	5	2	0	0	0	0	N	
trade-V	143	5	4	1	537	0	390	0	V	
complete-J	181	8	7	2	605	0	341	0	J	
meeting-V	159	7	5	2	575	403	451	356	V	
apparently-A	125	10	9	4	0	0	0	0	A	
current-N	104	7	6	2	509	0	497	0	N	
note-V	127	4	3	1	594	525	503	292	V	
felt-N	357	4	4	1	504	437	483	0	N	
foreign-N	158	7	5	2	539	0	404	0	N	
before-C	1016	6	4	2	583	261	255	0	C	
function-V	113	8	7	2	518	343	294	511	V	
within-A	359	6	5	2	0	0	0	0	A	
several-J	377	7	6	2	0	0	0	0	J	
charge-N	122	6	4	1	0	0	0	0	N	
latter-J	114	6	4	2	444	280	256	536	J	
image-N	119	5	4	2	0	0	0	0	N	
main-N	119	4	3	1	574	324	309	364	N	
west-J	235	4	4	1	563	355	426	342	J	
half-A	275	4	3	1	610	389	458	267	A	
forward-N	115	7	5	2	596	0	329	0	N	
stand-V	148	5	5	1	564	450	471	0	V	
middle-N	118	6	4	2	0	0	0	0	N	
process-N	196	7	6	2	0	0	0	0	N	
possible-A	373	8	6	2	595	0	249	0	A	
pattern-V	113	7	5	2	555	472	453	319	V	
letter-V	145	6	4	2	610	577	595	256	V	
live-V	177	4	3	1	608	436	446	0	V	
plane-J	114	5	4	1	558	535	556	0	J	
wish-V	110	4	3	1	556	270	399	0	V	
