word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
friend-J	133	6	5	1	603	450	587	0	J	
working-N	151	7	5	2	609	383	458	0	N	
usually-A	206	7	6	3	0	0	0	0	A	
longer-A	193	6	4	2	0	0	0	0	A	
gave-V	285	4	3	1	0	0	0	0	V	
fiscal-N	116	6	5	2	0	0	0	0	N	
higher-J	160	6	4	2	574	324	464	0	J	
father-V	183	6	4	2	591	594	646	0	V	
decided-V	141	7	7	3	0	0	0	0	V	
greater-N	188	7	6	2	0	0	0	0	N	
faith-N	111	5	3	1	0	0	0	0	N	
difficult-J	161	9	8	3	0	0	0	0	J	
future-N	227	6	6	2	612	311	413	414	N	
tell-N	268	4	3	1	596	306	350	0	N	
report-V	174	6	5	2	590	417	411	386	V	
machine-N	103	7	5	2	549	578	575	0	N	
come-J	630	4	3	1	608	355	322	0	J	
within-J	359	6	5	2	0	0	0	0	J	
character-J	118	9	8	3	551	365	372	464	J	
lack-J	110	4	3	1	532	311	302	0	J	
report-N	174	6	5	2	590	417	411	386	N	
however-A	552	7	5	3	552	186	247	0	A	
member-V	137	6	6	2	573	455	399	392	V	
turn-V	233	4	3	1	583	359	384	233	V	
period-V	265	6	5	2	573	358	429	458	V	
research-N	171	8	6	2	546	366	445	0	N	
applied-V	106	7	5	2	0	0	0	0	V	
greater-A	188	7	6	2	0	0	0	0	A	
test-N	119	4	4	1	566	520	528	0	N	
east-J	183	4	3	1	574	363	497	0	J	
negro-N	104	5	5	2	0	0	0	0	N	
value-V	200	5	5	2	552	260	289	433	V	
half-J	275	4	3	1	610	389	458	267	J	
member-N	137	6	5	2	573	455	399	392	N	
use-V	589	3	3	1	0	0	0	0	V	
higher-A	160	6	4	2	574	324	464	0	A	
hall-N	152	4	3	1	592	565	559	283	N	
income-N	109	6	5	2	521	429	475	506	N	
single-N	172	6	5	1	556	0	415	0	N	
district-N	135	8	8	2	0	0	0	0	N	
degree-V	125	6	5	2	574	406	521	508	V	
making-V	255	6	5	2	0	0	0	0	V	
drive-N	105	5	4	1	0	0	0	0	N	
station-V	105	7	6	2	548	572	554	300	V	
knew-V	395	4	3	1	557	291	267	0	V	
extent-J	110	6	7	2	510	267	248	489	J	
against-R	626	7	6	2	600	0	285	0	R	
chance-J	131	6	4	1	563	254	354	0	J	
clear-N	219	5	4	1	576	359	456	0	N	
rate-V	209	4	3	1	527	308	311	456	V	
south-R	240	5	3	1	540	347	476	0	R	
purpose-N	149	7	5	2	572	280	280	428	N	
meet-J	148	4	3	1	575	341	438	0	J	
cause-C	130	5	3	1	557	287	282	408	C	
became-V	246	6	5	2	531	273	262	0	V	
hair-V	148	4	3	1	575	583	580	0	V	
market-N	155	6	5	2	518	551	583	328	N	
outside-R	210	7	5	2	607	0	419	0	R	
machine-V	103	7	5	2	549	578	575	0	V	
lost-N	173	4	4	1	0	0	0	0	N	
coming-N	174	6	5	2	0	0	0	0	N	
less-A	438	4	3	1	541	266	286	0	A	
visit-N	109	5	5	2	0	0	0	0	N	
call-N	188	4	3	1	599	389	424	225	N	
truth-N	126	5	4	1	581	261	374	0	N	
provide-V	216	7	6	2	0	0	0	0	V	
figure-V	209	6	4	2	534	472	526	0	V	
clear-V	219	5	4	1	576	359	456	0	V	
saw-N	352	3	2	1	552	532	531	269	N	
length-N	116	6	4	1	591	365	395	322	N	
raised-V	101	6	4	2	545	0	376	0	V	
thinking-N	145	8	6	2	0	0	0	0	N	
cent-N	158	4	4	1	473	544	518	433	N	
addition-V	142	8	5	3	535	339	347	314	V	
taking-V	175	6	5	2	0	0	0	0	V	
thus-N	312	4	3	1	507	197	267	0	N	
council-N	103	7	5	2	508	435	405	464	N	
morning-J	211	7	5	2	605	515	579	0	J	
third-J	190	5	3	1	0	0	0	0	J	
often-J	368	5	3	2	0	0	0	0	J	
white-J	365	5	3	1	590	472	566	0	J	
longer-J	193	6	4	2	0	0	0	0	J	
fear-N	127	4	3	1	569	326	394	0	N	
rise-N	102	4	3	1	546	368	451	0	N	
standing-V	101	8	7	2	0	0	0	0	V	
interested-V	105	10	9	4	0	0	0	0	V	
running-V	123	7	5	2	571	444	490	0	V	
generally-A	132	9	8	4	0	0	0	0	A	
evidence-V	204	8	7	3	504	340	356	480	V	
clay-J	100	4	3	1	455	606	575	358	J	
step-V	131	4	4	1	578	508	483	267	V	
design-V	114	6	5	2	538	444	407	403	V	
increase-V	195	8	6	2	590	315	356	419	V	
firm-V	109	4	3	1	567	400	404	0	V	
tell-V	268	4	3	1	596	306	350	0	V	
party-J	216	5	4	2	619	496	596	0	J	
personal-N	196	8	5	3	559	311	408	0	N	
love-N	232	4	3	1	619	311	569	303	N	
pool-V	111	4	3	1	541	573	577	239	V	
study-N	246	5	5	2	0	0	0	0	N	
