word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
husband-V	131	7	7	2	557	549	537	0	V	
mass-V	110	4	3	1	473	397	484	458	V	
various-J	201	7	6	2	0	0	0	0	J	
difficult-J	161	9	8	3	0	0	0	0	J	
full-V	230	4	3	1	594	378	437	0	V	
right-N	613	5	3	1	599	361	372	0	N	
forward-N	115	7	5	2	596	0	329	0	N	
clear-V	219	5	4	1	576	359	456	0	V	
square-N	143	6	4	1	576	516	610	250	N	
ready-V	143	5	4	2	0	0	0	0	V	
close-N	234	5	4	1	587	391	420	283	N	
function-V	113	8	7	2	518	343	294	511	V	
local-J	288	5	5	2	0	0	0	0	J	
green-N	116	5	4	1	583	460	609	225	N	
common-N	223	6	5	2	595	0	276	0	N	
wide-N	125	4	3	1	569	348	455	0	N	
each-U	877	4	3	1	555	268	320	0	U	
cause-V	130	5	3	1	557	287	282	408	V	
comes-N	137	5	4	2	636	0	283	0	N	
growing-V	108	7	5	2	0	0	0	0	V	
without-A	583	7	5	2	577	267	302	0	A	
island-J	167	6	5	2	507	596	643	289	J	
show-N	287	4	2	1	559	402	424	0	N	
people-N	847	6	4	2	628	540	548	281	N	
half-A	275	4	3	1	610	389	458	267	A	
person-N	175	6	4	2	620	562	562	0	N	
strong-J	202	6	5	1	603	0	463	0	J	
small-A	542	5	4	1	616	402	447	0	A	
note-N	127	4	3	1	594	525	503	292	N	
pool-N	111	4	3	1	541	573	577	239	N	
trouble-V	134	7	5	2	590	310	395	322	V	
current-J	104	7	6	2	509	0	497	0	J	
top-J	204	3	3	1	571	435	486	0	J	
basis-N	184	5	5	2	0	0	0	0	N	
neither-J	141	7	5	2	0	0	0	0	J	
getting-V	164	7	5	2	0	0	0	0	V	
whether-N	286	7	5	2	528	0	207	0	N	
land-N	217	4	4	1	574	604	566	286	N	
past-J	281	4	4	1	545	293	446	0	J	
full-J	230	4	3	1	594	378	437	0	J	
season-V	105	6	4	2	565	445	495	328	V	
drive-N	105	5	4	1	0	0	0	0	N	
voice-N	226	5	3	1	596	485	489	275	N	
particular-J	179	10	9	4	514	0	274	0	J	
heavy-A	110	5	4	2	581	413	495	0	A	
level-N	213	5	4	2	504	422	385	0	N	
future-J	227	6	6	2	612	311	413	414	J	
nearly-A	141	6	4	2	611	0	305	0	A	
know-N	683	4	2	1	605	274	278	0	N	
sun-V	112	3	3	1	635	617	639	181	V	
function-N	113	8	7	2	518	343	294	511	N	
union-N	182	5	6	2	595	449	526	503	N	
hot-N	130	3	3	1	607	507	551	0	N	
mother-J	216	6	5	2	632	579	638	144	J	
close-V	234	5	4	1	587	391	420	283	V	
respect-V	125	7	7	2	571	280	343	433	V	
after-A	1070	5	4	2	575	242	217	0	A	
sound-J	204	5	4	1	597	502	497	300	J	
attention-N	179	9	7	3	0	0	0	0	N	
million-N	204	7	6	2	519	364	440	419	N	
blue-J	143	4	3	1	593	459	569	0	J	
even-V	1171	4	4	2	576	283	338	0	V	
afternoon-N	106	9	7	3	655	406	513	281	N	
coming-J	174	6	5	2	0	0	0	0	J	
call-V	188	4	3	1	599	389	424	225	V	
across-R	282	6	5	2	0	0	0	0	R	
committee-J	168	9	6	3	532	498	481	517	J	
brought-V	253	7	4	1	0	0	0	0	V	
night-N	411	5	3	1	636	496	607	222	N	
seven-N	113	5	4	2	0	0	0	0	N	
waiting-V	110	7	5	2	564	0	383	0	V	
act-V	283	3	3	1	566	379	433	319	V	
black-J	203	5	4	1	603	470	589	0	J	
real-A	260	4	3	1	596	285	313	0	A	
action-N	291	6	5	2	0	0	0	0	N	
always-A	458	6	5	2	600	249	280	0	A	
price-N	108	5	4	1	0	0	0	0	N	
start-N	154	5	4	1	0	0	0	0	N	
level-A	213	5	4	2	504	422	385	0	A	
tried-V	170	5	4	1	597	0	303	0	V	
picture-N	162	7	6	2	597	579	581	219	N	
before-N	1016	6	5	2	583	261	255	0	N	
closed-N	106	6	5	2	0	0	0	0	N	
include-V	113	7	6	2	0	0	0	0	V	
person-V	175	6	4	2	620	562	562	0	V	
gun-N	118	3	3	1	519	612	613	228	N	
playing-N	101	7	5	1	582	379	464	0	N	
start-V	154	5	4	1	0	0	0	0	V	
above-N	296	5	4	2	607	0	346	0	N	
audience-N	115	8	6	2	511	515	555	425	N	
writing-N	117	7	5	2	630	467	540	256	N	
head-V	424	4	3	1	611	603	593	181	V	
women-N	195	5	5	2	0	0	0	0	N	
concerned-V	135	9	7	3	0	0	0	0	V	
decided-J	141	7	7	3	0	0	0	0	J	
act-N	283	3	3	1	566	379	433	319	N	
running-V	123	7	5	2	571	444	490	0	V	
blood-V	121	5	4	1	571	613	620	253	V	
report-V	174	6	5	2	590	417	411	386	V	
want-N	329	4	4	1	606	302	361	0	N	
