word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
coyote-V	1	6	5	1	0	0	0	0	V	
coffin-N	7	6	5	2	531	595	606	0	N	
bayonet-N	6	7	6	3	293	600	548	500	N	
pedal-J	4	5	4	2	512	602	556	306	J	
bead-V	1	4	3	1	0	0	0	0	V	
caste-N	3	5	4	1	421	368	423	0	N	
clumsy-J	6	6	6	2	512	386	436	0	J	
morgue-N	1	6	3	1	434	572	589	0	N	
kinetic-N	8	7	7	3	0	0	0	0	N	
crackled-V	1	8	6	2	0	0	0	0	V	
fife-V	1	4	3	1	0	0	0	0	V	
custodian-N	3	9	9	3	0	0	0	0	N	
gasket-N	4	6	6	2	428	525	487	0	N	
bogey-N	5	5	4	2	0	0	0	0	N	
ballad-V	8	6	5	2	0	0	0	0	V	
cyprian-N	1	7	7	2	0	0	0	0	N	
alley-N	8	5	3	2	526	557	572	0	N	
diesel-N	1	6	5	2	0	0	0	0	N	
palpable-J	2	8	7	3	0	0	0	0	J	
foe-J	8	3	2	1	344	424	435	453	J	
pardon-V	8	6	4	2	532	307	355	342	V	
keyhole-N	3	7	5	2	0	0	0	0	N	
bondage-V	3	7	6	2	0	0	0	0	V	
yawn-N	2	4	3	1	567	502	545	0	N	
dogma-N	4	5	5	2	328	317	327	0	N	
extern-J	1	6	6	2	0	0	0	0	J	
hammock-N	5	7	5	2	0	0	0	0	N	
badness-N	9	7	6	2	0	0	0	0	N	
labour-N	4	6	4	2	559	406	424	506	N	
hath-V	3	4	3	1	0	0	0	0	V	
borax-N	1	5	6	2	0	0	0	0	N	
venom-N	2	5	5	2	375	476	456	531	N	
jade-V	1	4	3	1	359	570	459	572	V	
citrus-N	1	6	6	2	0	0	0	0	N	
noun-N	1	4	3	1	518	387	368	414	N	
braille-N	1	7	4	1	0	0	0	0	N	
foul-J	4	4	3	1	483	351	467	0	J	
glassy-J	2	6	5	2	0	0	0	0	J	
caller-N	2	6	4	2	0	0	0	0	N	
crowning-V	3	8	6	2	0	0	0	0	V	
caress-V	1	6	5	2	0	0	0	0	V	
caller-J	2	6	5	2	0	0	0	0	J	
flail-V	1	5	4	1	0	0	0	0	V	
diffuse-V	4	7	6	2	0	0	0	0	V	
fore-N	7	4	3	1	414	300	340	0	N	
withdraw-N	8	8	6	2	0	0	0	0	N	
forlorn-J	3	7	5	2	0	0	0	0	J	
tackle-N	10	6	4	2	0	0	0	0	N	
edging-V	5	6	4	2	0	0	0	0	V	
toot-V	3	4	3	1	0	0	0	0	V	
whoosh-V	1	6	3	1	0	0	0	0	V	
besiege-V	1	7	5	2	0	0	0	0	V	
verve-N	4	5	3	1	0	0	0	0	N	
quirk-N	1	5	4	1	0	0	0	0	N	
marvel-V	6	6	5	2	465	293	410	489	V	
reel-N	2	4	3	1	456	502	487	0	N	
grub-N	2	4	4	1	0	0	0	0	N	
oatmeal-J	1	7	5	2	471	552	558	0	J	
canker-V	1	6	5	2	0	0	0	0	V	
flea-V	2	4	3	1	515	625	606	0	V	
striped-J	5	7	6	2	0	0	0	0	J	
web-V	6	3	3	1	457	561	602	0	V	
tacit-J	2	5	5	2	0	0	0	0	J	
hare-N	1	4	2	1	460	615	577	281	N	
gouge-V	1	5	3	1	0	0	0	0	V	
grating-N	1	7	6	2	0	0	0	0	N	
cocked-V	6	6	4	2	0	0	0	0	V	
twin-J	7	4	4	1	0	0	0	0	J	
rut-N	1	3	3	1	0	0	0	0	N	
poodle-J	2	6	4	1	0	0	0	0	J	
peeled-V	5	6	4	2	0	0	0	0	V	
intrude-V	1	7	6	2	0	0	0	0	V	
bleak-N	10	5	4	1	466	307	435	0	N	
buttoned-V	1	8	5	3	0	0	0	0	V	
bloody-V	8	6	5	2	0	0	0	0	V	
forge-N	10	5	3	1	0	0	0	0	N	
carving-N	6	7	5	2	0	0	0	0	N	
gelding-N	4	7	6	2	0	0	0	0	N	
veldt-N	1	5	4	1	0	0	0	0	N	
o'er-R	1	4	2	2	0	0	0	0	R	
pique-N	2	5	3	1	200	329	293	0	N	
float-N	3	5	4	1	553	451	525	0	N	
scan-V	5	4	4	1	0	0	0	0	V	
brae-N	1	4	3	1	0	0	0	0	N	
mistress-N	5	8	7	2	472	530	535	517	N	
emigration-N	1	10	9	4	0	0	0	0	N	
unasked-J	2	7	6	2	0	0	0	0	J	
frivolity-N	2	9	9	4	0	0	0	0	N	
newcomer-N	7	8	7	3	0	0	0	0	N	
lice-N	2	4	3	1	397	543	532	0	N	
gist-V	1	4	4	1	322	273	262	0	V	
throttle-N	6	8	5	2	0	0	0	0	N	
tumble-N	3	6	5	2	490	433	461	350	N	
bum-V	7	3	3	1	0	0	0	0	V	
eagle-N	5	5	3	2	465	616	601	0	N	
slump-N	8	5	5	1	0	0	0	0	N	
uncommon-J	8	8	7	3	0	0	0	0	J	
bide-V	1	4	3	1	0	0	0	0	V	
gill-V	2	4	3	1	0	0	0	0	V	
bacon-N	10	5	5	2	0	0	0	0	N	
