word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
spree-N	4	5	4	1	410	333	425	531	N	
ooze-V	2	4	2	1	0	0	0	0	V	
spate-V	2	5	4	1	0	0	0	0	V	
merry-A	8	5	4	2	526	370	519	0	A	
granny-N	6	6	5	2	471	0	546	0	N	
cask-N	1	4	4	1	0	0	0	0	N	
wharf-N	4	5	3	1	330	573	463	542	N	
ram-V	2	3	3	1	468	541	546	0	V	
presage-N	1	7	6	2	0	0	0	0	N	
filth-N	2	5	4	1	492	467	517	0	N	
derrick-N	3	7	5	2	0	0	0	0	N	
callous-J	7	7	5	2	0	0	0	0	J	
trite-J	2	5	4	1	0	0	0	0	J	
irrigate-V	1	8	6	3	0	0	0	0	V	
peg-N	4	3	3	1	462	537	538	0	N	
treble-J	2	6	5	2	0	0	0	0	J	
void-J	10	4	3	1	0	0	0	0	J	
weakly-A	3	6	5	2	0	0	0	0	A	
outward-N	10	7	5	2	0	0	0	0	N	
hopper-J	2	6	5	2	0	0	0	0	J	
adroit-J	1	6	5	2	0	0	0	0	J	
pitfall-N	3	7	6	2	0	0	0	0	N	
apache-N	1	6	4	2	0	0	0	0	N	
deed-N	8	4	3	1	475	410	390	0	N	
vassal-V	1	6	4	2	0	0	0	0	V	
swap-V	2	4	4	1	0	0	0	0	V	
canted-V	1	6	6	2	0	0	0	0	V	
gasket-N	4	6	6	2	428	525	487	0	N	
badge-V	5	5	3	1	473	561	519	0	V	
strangely-A	8	9	8	3	0	0	0	0	A	
lad-N	6	3	3	1	490	548	534	306	N	
tandem-N	1	6	6	2	0	0	0	0	N	
chilly-J	5	6	5	2	536	379	460	0	J	
chat-V	5	4	3	1	0	0	0	0	V	
sorrel-N	2	6	5	2	0	0	0	0	N	
ceil-V	1	4	3	1	0	0	0	0	V	
meter-V	6	5	5	2	0	0	0	0	V	
seep-N	2	4	3	1	0	0	0	0	N	
wolf-V	6	4	4	1	537	595	610	0	V	
premiere-N	5	8	7	2	0	0	0	0	N	
paddock-N	1	7	5	2	0	0	0	0	N	
mend-N	2	4	4	1	0	0	0	0	N	
hobby-V	4	5	4	2	518	449	494	361	V	
ethic-N	4	5	4	2	0	0	0	0	N	
afferent-J	1	8	7	3	0	0	0	0	J	
gauntlet-V	2	8	7	2	269	538	450	511	V	
accent-V	9	6	6	2	0	0	0	0	V	
sudanese-J	1	8	7	3	0	0	0	0	J	
crooked-J	3	7	6	2	487	387	487	0	J	
avail-N	4	5	4	2	0	0	0	0	N	
straining-V	7	9	7	2	0	0	0	0	V	
siege-N	6	5	3	1	345	417	445	503	N	
pulse-V	9	5	4	1	0	0	0	0	V	
shag-N	1	4	3	1	0	0	0	0	N	
underlay-N	1	8	6	3	0	0	0	0	N	
ted-N	7	3	3	1	0	0	0	0	N	
poppy-N	2	5	4	2	0	0	0	0	N	
locale-N	3	6	5	2	0	0	0	0	N	
enlist-V	5	6	6	2	0	0	0	0	V	
slashed-V	10	7	5	2	0	0	0	0	V	
sham-J	1	4	3	1	0	0	0	0	J	
hoot-V	9	4	3	1	0	0	0	0	V	
hairy-J	5	5	4	2	0	0	0	0	J	
bred-V	1	4	4	1	423	308	387	0	V	
blazer-N	1	6	5	2	0	0	0	0	N	
hare-V	1	4	3	1	460	615	577	281	V	
hale-J	2	4	3	1	370	331	376	0	J	
warp-N	4	4	3	1	0	0	0	0	N	
glide-N	2	5	4	1	0	0	0	0	N	
gird-N	1	4	3	1	0	0	0	0	N	
lily-J	1	4	4	2	437	609	541	317	J	
weeping-V	8	7	5	2	483	0	499	0	V	
cruise-N	2	6	4	1	0	0	0	0	N	
tan-J	9	3	3	1	0	0	0	0	J	
sock-V	4	4	3	1	578	581	553	172	V	
muddy-V	10	5	4	2	541	0	522	0	V	
lordship-N	3	8	6	2	0	0	0	0	N	
hose-V	9	4	3	1	449	596	572	314	V	
locust-N	6	6	6	2	0	0	0	0	N	
afloat-J	7	6	5	2	0	0	0	0	J	
rejoicing-N	4	9	7	3	0	0	0	0	N	
hop-J	2	3	3	1	432	494	554	289	J	
agone-J	2	5	4	2	0	0	0	0	J	
grunting-V	2	8	7	2	0	0	0	0	V	
choppy-J	3	6	5	2	0	0	0	0	J	
wert-V	2	4	3	1	0	0	0	0	V	
pomp-V	1	4	4	1	0	0	0	0	V	
onward-J	1	6	5	2	0	0	0	0	J	
plump-J	4	5	5	1	0	0	0	0	J	
meek-J	10	4	3	1	470	299	392	0	J	
broom-N	2	5	4	1	547	613	608	0	N	
ambush-N	7	6	5	2	436	0	0	0	N	
temporal-J	5	8	8	3	0	0	0	0	J	
howling-V	3	7	5	2	0	0	0	0	V	
converge-V	3	8	6	2	0	0	0	0	V	
plume-V	2	5	4	1	0	0	0	0	V	
finder-N	2	6	5	2	0	0	0	0	N	
cove-N	2	4	3	1	0	0	0	0	N	
mastic-J	1	6	6	2	0	0	0	0	J	
gawky-J	1	5	4	2	0	0	0	0	J	
