word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
roaring-J	9	7	5	2	0	0	0	0	J	
prod-V	2	4	4	1	0	0	0	0	V	
detachable-J	2	10	9	4	0	0	0	0	J	
vicar-N	4	5	4	2	0	0	0	0	N	
entail-V	5	6	5	2	0	0	0	0	V	
toss-V	9	4	3	1	0	0	0	0	V	
isle-V	5	4	2	1	471	530	520	0	V	
laurel-J	3	6	5	2	0	0	0	0	J	
veranda-N	8	7	7	3	0	0	0	0	N	
beehive-N	1	7	5	2	398	611	572	344	N	
frail-J	8	5	4	1	459	383	430	0	J	
blot-V	6	4	4	1	0	0	0	0	V	
cokes-N	1	5	4	2	0	0	0	0	N	
bandit-J	3	6	6	2	388	547	562	0	J	
firmer-J	6	6	5	2	0	0	0	0	J	
rump-N	2	4	4	1	0	0	0	0	N	
loot-N	3	4	3	1	470	542	579	0	N	
preference-N	9	10	9	3	519	219	281	536	N	
mend-V	2	4	4	1	0	0	0	0	V	
dorcas-N	1	6	5	2	0	0	0	0	N	
pathos-N	1	6	5	2	0	0	0	0	N	
sterile-J	9	7	6	2	0	0	0	0	J	
thorn-V	3	5	3	1	454	586	600	0	V	
cosmos-N	3	6	6	2	0	0	0	0	N	
affable-J	1	7	5	3	266	0	315	0	J	
repeal-N	7	6	5	2	0	0	0	0	N	
wrack-V	1	5	3	1	309	354	424	0	V	
rig-N	5	3	3	1	0	0	0	0	N	
sortie-N	2	6	4	2	0	0	0	0	N	
comma-N	2	5	4	2	0	0	0	0	N	
bite-N	10	4	3	1	593	509	553	214	N	
incumbent-J	4	9	9	3	0	0	0	0	J	
aye-N	1	3	1	1	333	233	255	0	N	
yearn-V	1	5	3	1	0	0	0	0	V	
anguish-V	8	7	6	2	0	0	0	0	V	
rouse-N	2	5	3	1	0	0	0	0	N	
strata-N	2	6	6	2	0	0	0	0	N	
canoe-V	7	5	4	2	441	623	602	394	V	
encroach-N	1	8	6	2	0	0	0	0	N	
pledge-V	3	6	4	1	442	360	408	0	V	
sore-N	10	4	2	1	544	502	486	0	N	
scant-N	5	5	5	1	0	0	0	0	N	
lurch-N	3	5	4	1	0	0	0	0	N	
aegis-J	1	5	4	2	0	0	0	0	J	
jam-N	6	3	3	1	529	563	569	0	N	
tipping-V	1	7	5	2	0	0	0	0	V	
whimper-V	1	7	5	2	416	0	441	0	V	
tooling-V	5	7	5	2	0	0	0	0	V	
shipshape-A	1	9	6	2	0	0	0	0	A	
lure-N	7	4	3	1	451	422	389	0	N	
shaggy-J	2	6	4	2	0	0	0	0	J	
hatching-V	6	8	5	2	0	0	0	0	V	
splinter-V	4	8	8	2	0	0	0	0	V	
portfolio-N	1	9	8	3	0	0	0	0	N	
dross-V	4	5	4	1	0	0	0	0	V	
scare-V	3	5	3	1	523	380	471	297	V	
swell-J	7	5	4	1	443	411	410	428	J	
turban-N	2	6	5	2	0	0	0	0	N	
insulin-N	3	7	8	3	0	0	0	0	N	
outworn-V	1	7	5	2	0	0	0	0	V	
nil-N	1	3	3	1	0	0	0	0	N	
bead-N	1	4	3	1	0	0	0	0	N	
vexed-V	2	5	5	2	0	0	0	0	V	
bats-J	6	4	3	1	0	0	0	0	J	
lark-V	2	4	3	1	436	578	573	0	V	
inverse-V	5	7	5	2	0	0	0	0	V	
hash-N	1	4	3	1	0	0	0	0	N	
spurred-J	6	7	4	2	0	0	0	0	J	
omit-V	1	4	4	2	0	0	0	0	V	
balloon-V	10	7	5	2	520	623	583	0	V	
stunt-J	1	5	5	1	490	393	429	0	J	
pall-N	4	4	3	1	274	362	271	0	N	
glare-N	7	5	3	1	458	439	536	444	N	
snack-N	6	5	4	1	0	0	0	0	N	
shrimp-V	2	6	5	1	546	629	618	0	V	
discern-V	4	7	5	2	0	0	0	0	V	
blazon-V	1	6	5	2	0	0	0	0	V	
rumble-N	2	6	5	2	476	407	494	0	N	
stir-N	7	4	3	1	0	0	0	0	N	
chagrin-N	4	7	6	2	0	0	0	0	N	
fiance-N	1	6	6	1	0	0	0	0	N	
bouffe-J	1	6	3	1	0	0	0	0	J	
glib-N	1	4	4	1	0	0	0	0	N	
hail-N	10	4	3	1	440	502	477	354	N	
bias-N	8	4	4	2	399	0	0	0	N	
nylon-N	1	5	5	2	0	0	0	0	N	
whim-V	2	4	3	1	0	0	0	0	V	
yacht-V	4	5	3	1	464	606	624	363	V	
hotbed-N	1	6	6	2	0	0	0	0	N	
shepherd-V	3	8	5	2	435	598	600	275	V	
perk-J	1	4	3	1	0	0	0	0	J	
mart-J	2	4	3	1	0	0	0	0	J	
trolley-N	5	7	5	2	449	579	585	0	N	
devoid-V	6	6	5	2	0	0	0	0	V	
treble-N	2	6	5	2	0	0	0	0	N	
uncover-V	4	7	6	3	0	0	0	0	V	
revolve-N	1	7	6	2	0	0	0	0	N	
cedric-N	3	6	6	2	0	0	0	0	N	
blight-V	2	6	4	1	0	0	0	0	V	
shocking-V	4	8	5	2	0	0	0	0	V	
