word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
room-J	383	4	3	1	627	566	545	244	J	
future-N	227	6	6	2	612	311	413	414	N	
station-N	105	7	6	2	548	572	554	300	N	
cost-V	229	4	4	1	589	348	401	0	V	
city-N	393	4	4	2	616	554	605	0	N	
lay-J	139	3	2	1	566	0	426	0	J	
house-N	591	5	3	1	600	608	606	0	N	
use-V	589	3	3	1	0	0	0	0	V	
such-U	1303	4	4	1	521	248	219	0	U	
light-A	333	5	3	1	575	550	542	0	A	
looking-J	173	7	5	2	0	0	0	0	J	
became-V	246	6	5	2	531	273	262	0	V	
southern-J	137	8	5	2	0	0	0	0	J	
better-V	414	6	4	2	633	0	274	0	V	
property-V	156	8	7	3	531	460	466	447	V	
more-N	2216	4	3	1	612	284	264	0	N	
except-R	181	6	6	2	0	0	0	0	R	
third-V	190	5	3	1	0	0	0	0	V	
dropped-V	101	7	5	2	0	0	0	0	V	
sort-V	164	4	3	1	0	0	0	0	V	
following-V	221	9	6	3	551	306	349	394	V	
function-V	113	8	7	2	518	343	294	511	V	
tried-V	170	5	4	1	597	0	303	0	V	
possible-J	373	8	6	3	595	0	249	0	J	
level-N	213	5	4	2	504	422	385	0	N	
despite-R	104	7	6	2	0	0	0	0	R	
read-N	173	4	3	1	568	420	499	0	N	
modern-N	198	6	5	2	579	0	368	0	N	
part-J	500	4	3	1	579	339	340	314	J	
entire-J	149	6	5	3	531	0	310	0	J	
rest-N	163	4	4	1	590	351	396	222	N	
average-J	130	7	6	3	579	0	297	0	J	
basis-N	184	5	5	2	0	0	0	0	N	
saying-V	113	6	4	1	0	0	0	0	V	
evidence-V	204	8	7	3	504	340	356	480	V	
note-V	127	4	3	1	594	525	503	292	V	
within-A	359	6	5	2	0	0	0	0	A	
justice-V	114	7	6	2	522	307	379	500	V	
heavy-A	110	5	4	2	581	413	495	0	A	
addition-V	142	8	5	3	535	339	347	314	V	
daily-J	122	5	4	2	0	0	0	0	J	
evening-V	133	7	5	2	630	439	559	303	V	
field-V	274	5	4	1	0	0	0	0	V	
period-V	265	6	5	2	573	358	429	458	V	
quite-A	281	5	4	1	0	0	0	0	A	
amount-N	172	6	5	2	583	335	316	392	N	
natural-J	156	7	7	2	594	0	376	0	J	
feel-N	216	4	3	1	588	324	363	0	N	
saying-N	113	6	4	1	0	0	0	0	N	
class-N	207	5	4	1	0	0	0	0	N	
month-N	130	5	4	1	598	345	448	0	N	
kind-A	313	4	4	1	575	323	383	0	A	
care-N	162	4	2	1	563	342	383	0	N	
fine-A	161	4	3	1	560	328	392	0	A	
related-J	102	7	7	3	0	0	0	0	J	
among-A	370	5	4	2	0	0	0	0	A	
character-J	118	9	8	3	551	365	372	464	J	
mean-N	199	4	3	1	539	313	419	0	N	
thinking-V	145	8	6	2	0	0	0	0	V	
past-A	281	4	4	1	545	293	446	0	A	
moment-V	246	6	6	2	560	301	334	350	V	
wrong-N	129	5	3	1	600	303	344	244	N	
else-C	176	4	3	1	565	222	208	0	C	
meaning-V	127	7	5	2	0	0	0	0	V	
outside-J	210	7	5	2	607	0	419	0	J	
serve-V	107	5	3	1	0	0	0	0	V	
truth-N	126	5	4	1	581	261	374	0	N	
picture-N	162	7	6	2	597	579	581	219	N	
building-V	160	8	6	2	607	589	578	300	V	
evidence-N	204	8	7	3	504	340	356	480	N	
until-R	461	5	5	2	0	0	0	0	R	
written-V	154	7	4	2	0	0	0	0	V	
whatever-U	112	8	6	3	0	0	0	0	U	
length-V	116	6	4	1	591	365	395	322	V	
direct-N	129	6	6	2	0	0	0	0	N	
ready-A	143	5	4	2	0	0	0	0	A	
live-J	177	4	3	1	608	436	446	0	J	
middle-N	118	6	4	2	0	0	0	0	N	
faith-N	111	5	3	1	0	0	0	0	N	
effect-N	213	6	5	2	602	295	280	414	N	
council-N	103	7	5	2	508	435	405	464	N	
language-V	109	8	7	2	0	0	0	0	V	
approach-N	123	8	5	2	508	323	329	444	N	
question-V	257	8	8	2	588	387	398	314	V	
society-N	237	7	7	4	601	335	440	497	N	
necessary-J	222	9	8	4	0	0	0	0	J	
miss-V	258	4	3	1	586	372	447	0	V	
officer-N	101	7	5	3	549	550	593	0	N	
directly-C	141	8	8	3	0	0	0	0	C	
making-N	255	6	5	2	0	0	0	0	N	
likely-J	151	6	5	2	0	0	0	0	J	
music-N	216	5	6	2	599	512	549	272	N	
lower-J	123	5	4	2	0	0	0	0	J	
president-J	382	9	9	3	538	526	572	458	J	
direct-A	129	6	6	2	0	0	0	0	A	
able-V	216	4	3	1	575	302	284	0	V	
doubt-N	114	5	3	1	0	0	0	0	N	
learned-J	117	7	5	2	0	0	0	0	J	
coming-V	174	6	5	2	0	0	0	0	V	
hotel-N	126	5	5	2	565	591	597	308	N	
