word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
respect-N	125	7	7	2	571	280	343	433	N	
kind-J	313	4	4	1	575	323	383	0	J	
mass-N	110	4	3	1	473	397	484	458	N	
summer-V	134	6	5	2	612	439	618	253	V	
other-U	1702	5	4	2	581	275	265	0	U	
ball-N	110	4	3	1	575	615	622	150	N	
low-V	174	3	2	1	580	322	378	0	V	
reason-N	241	6	4	2	601	332	285	383	N	
single-J	172	6	5	2	556	0	415	0	J	
visit-N	109	5	5	2	0	0	0	0	N	
bring-V	158	5	4	1	0	0	0	0	V	
second-V	373	6	6	2	598	344	371	289	V	
pretty-N	107	6	5	2	584	341	520	0	N	
normal-N	136	6	4	2	602	237	294	375	N	
income-V	109	6	5	2	521	429	475	506	V	
square-J	143	6	4	1	576	516	610	250	J	
level-J	213	5	4	2	504	422	385	0	J	
center-V	224	6	5	2	540	371	459	0	V	
nuclear-J	115	7	7	2	0	0	0	0	J	
across-A	282	6	5	2	0	0	0	0	A	
person-V	175	6	4	2	620	562	562	0	V	
class-N	207	5	4	1	0	0	0	0	N	
list-N	133	4	4	1	0	0	0	0	N	
mouth-N	103	5	3	1	572	568	613	0	N	
moral-J	142	5	5	2	535	220	341	539	J	
believe-V	200	7	5	2	0	0	0	0	V	
technical-N	120	9	7	3	0	0	0	0	N	
soon-J	199	4	3	1	547	261	278	0	J	
within-R	359	6	5	2	0	0	0	0	R	
least-J	343	5	4	1	529	275	302	0	J	
read-V	173	4	3	1	568	420	499	0	V	
foreign-J	158	7	5	2	539	0	404	0	J	
good-A	807	4	3	1	621	297	374	0	A	
negro-N	104	5	5	2	0	0	0	0	N	
going-V	399	5	4	1	0	0	0	0	V	
inside-A	174	6	5	2	611	0	371	0	A	
enough-A	430	6	4	2	545	246	345	0	A	
southern-N	137	8	5	2	0	0	0	0	N	
difference-V	148	10	7	3	592	270	293	378	V	
didn't-V	401	6	5	2	0	0	0	0	V	
corner-J	115	6	5	2	556	533	556	0	J	
running-J	123	7	5	2	571	444	490	0	J	
cause-V	130	5	3	1	557	287	282	408	V	
beginning-N	164	9	7	3	593	318	359	311	N	
western-J	137	7	6	2	0	0	0	0	J	
level-N	213	5	4	2	504	422	385	0	N	
deep-N	109	4	3	1	542	400	498	0	N	
modern-N	198	6	5	2	579	0	368	0	N	
since-J	628	5	4	1	541	247	264	0	J	
mother-N	216	6	4	2	632	579	638	144	N	
value-V	200	5	5	2	552	260	289	433	V	
lower-V	123	5	3	2	0	0	0	0	V	
room-J	383	4	3	1	627	566	545	244	J	
great-J	665	5	4	1	588	311	390	0	J	
five-J	286	4	3	1	553	365	529	0	J	
even-V	1171	4	4	2	576	283	338	0	V	
group-N	390	5	4	1	553	451	467	0	N	
limited-N	106	7	7	3	511	0	281	0	N	
increase-V	195	8	6	2	590	315	356	419	V	
important-J	369	9	8	3	624	0	341	0	J	
nature-N	191	6	5	2	535	414	513	342	N	
morning-J	211	7	5	2	605	515	579	0	J	
answer-V	152	6	4	2	605	397	368	294	V	
town-N	212	4	3	1	589	556	553	0	N	
direct-J	129	6	6	2	0	0	0	0	J	
purpose-V	149	7	5	2	572	280	280	428	V	
leave-N	205	5	3	1	0	0	0	0	N	
often-A	368	5	3	2	0	0	0	0	A	
commission-N	103	10	7	3	0	0	0	0	N	
hear-V	153	4	2	1	602	394	425	0	V	
certain-V	313	7	4	2	0	0	0	0	V	
write-V	106	5	3	1	560	446	548	0	V	
behind-R	258	6	6	2	603	0	371	0	R	
took-V	426	4	3	1	0	0	0	0	V	
afternoon-N	106	9	7	3	655	406	513	281	N	
rise-N	102	4	3	1	546	368	451	0	N	
ready-N	143	5	4	2	0	0	0	0	N	
act-J	283	3	3	1	566	379	433	319	J	
sound-A	204	5	4	1	597	502	497	300	A	
function-V	113	8	7	2	518	343	294	511	V	
involved-J	147	8	7	3	586	0	363	0	J	
blood-N	121	5	4	1	571	613	620	253	N	
commission-V	103	10	7	3	0	0	0	0	V	
method-N	142	6	5	2	556	303	304	481	N	
station-N	105	7	6	2	548	572	554	300	N	
board-N	239	5	3	1	546	565	592	0	N	
degree-N	125	6	5	2	574	406	521	508	N	
across-R	282	6	5	2	0	0	0	0	R	
several-A	377	7	6	3	0	0	0	0	A	
straight-V	114	8	5	1	582	404	453	0	V	
present-N	377	7	7	2	569	389	481	0	N	
true-J	231	4	3	1	605	269	365	0	J	
common-J	223	6	5	2	595	0	276	0	J	
again-A	578	5	4	2	0	0	0	0	A	
truth-N	126	5	4	1	581	261	374	0	N	
certain-A	313	7	4	2	0	0	0	0	A	
doing-N	163	5	4	2	0	0	0	0	N	
dead-N	174	4	3	1	581	429	520	0	N	
closed-N	106	6	5	2	0	0	0	0	N	
however-A	552	7	5	3	552	186	247	0	A	
