word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
grumble-V	7	7	6	2	0	0	0	0	V	
lash-J	6	4	3	1	0	0	0	0	J	
mawkish-J	1	7	5	2	0	0	0	0	J	
battalion-V	3	9	8	3	0	0	0	0	V	
swayed-V	9	6	4	1	493	328	404	0	V	
guile-V	1	5	3	1	0	0	0	0	V	
panther-N	1	7	5	2	0	0	0	0	N	
endow-V	2	5	4	2	0	0	0	0	V	
wither-N	2	6	4	2	445	384	438	0	N	
tasty-J	2	5	5	2	0	0	0	0	J	
wrath-N	9	5	3	1	466	304	377	0	N	
ambush-N	7	6	5	2	436	0	0	0	N	
hike-V	4	4	3	1	0	0	0	0	V	
brawl-N	1	5	4	1	418	456	485	494	N	
bowman-N	3	6	5	2	0	0	0	0	N	
moll-N	5	4	3	1	0	0	0	0	N	
veer-V	2	4	2	1	0	0	0	0	V	
thorn-V	3	5	3	1	454	586	600	0	V	
scrub-N	9	5	5	1	0	0	0	0	N	
framer-N	1	6	5	2	0	0	0	0	N	
gazelle-J	1	7	5	2	0	0	0	0	J	
carmen-N	2	6	5	2	0	0	0	0	N	
ceil-V	1	4	3	1	0	0	0	0	V	
eschew-V	1	6	5	2	0	0	0	0	V	
dune-N	1	4	4	1	0	0	0	0	N	
rabble-N	2	6	4	2	0	0	0	0	N	
asian-J	10	5	4	2	0	0	0	0	J	
spate-N	2	5	4	1	0	0	0	0	N	
coop-V	3	4	3	1	0	0	0	0	V	
pad-V	8	3	3	1	0	0	0	0	V	
lombard-J	1	7	6	2	0	0	0	0	J	
retort-V	4	6	5	2	0	0	0	0	V	
gee-V	4	3	2	1	0	0	0	0	V	
penal-J	1	5	4	2	0	0	0	0	J	
sunken-J	3	6	6	2	0	0	0	0	J	
groomsmen-N	1	9	8	2	0	0	0	0	N	
wording-N	4	7	5	2	0	0	0	0	N	
weed-N	1	4	3	1	542	600	596	0	N	
goose-V	4	5	3	1	0	0	0	0	V	
sore-V	10	4	3	1	544	502	486	0	V	
quaker-N	6	6	5	2	0	0	0	0	N	
theft-N	10	5	4	1	499	361	436	386	N	
mourn-V	2	5	3	1	0	0	0	0	V	
distracted-J	5	10	10	3	0	0	0	0	J	
puzzle-V	10	6	4	2	486	449	510	320	V	
whim-V	2	4	3	1	0	0	0	0	V	
patron-V	4	6	6	2	425	0	376	0	V	
whine-V	4	5	3	1	0	0	0	0	V	
dour-J	2	4	2	1	0	0	0	0	J	
vet-V	1	3	3	1	456	485	494	0	V	
coachmen-N	2	8	7	2	0	0	0	0	N	
vaccine-N	1	7	6	2	0	0	0	0	N	
rig-N	5	3	3	1	0	0	0	0	N	
lavish-V	3	6	5	2	0	0	0	0	V	
fauna-N	1	5	4	2	0	0	0	0	N	
prostate-N	2	8	7	2	0	0	0	0	N	
topped-V	7	6	4	2	473	0	348	0	V	
spin-V	5	4	4	1	0	0	0	0	V	
fortitude-N	3	9	8	3	0	0	0	0	N	
trimmer-N	2	7	5	2	0	0	0	0	N	
reap-N	3	4	3	1	441	373	408	0	N	
skit-N	1	4	4	1	0	0	0	0	N	
shingles-N	5	8	6	2	0	0	0	0	N	
rooster-N	3	7	5	2	385	0	0	0	N	
swap-V	2	4	4	1	0	0	0	0	V	
bending-V	7	7	6	2	0	0	0	0	V	
grinning-V	7	8	6	2	0	0	0	0	V	
chant-V	2	5	5	1	0	0	0	0	V	
haze-N	7	4	3	1	484	509	521	0	N	
hazel-J	2	5	4	2	0	0	0	0	J	
zombie-N	1	6	5	2	0	0	0	0	N	
hun-N	2	3	3	1	0	0	0	0	N	
strait-N	5	6	5	1	0	0	0	0	N	
worm-V	4	4	3	1	498	611	578	253	V	
hansom-N	1	6	6	2	0	0	0	0	N	
hopper-N	2	6	4	2	0	0	0	0	N	
surge-V	9	5	3	1	0	0	0	0	V	
amaze-V	3	5	4	2	0	0	0	0	V	
molar-N	1	5	4	2	0	0	0	0	N	
veto-N	10	4	4	2	361	326	336	636	N	
connect-V	3	7	6	2	0	0	0	0	V	
reborn-J	3	6	5	2	0	0	0	0	J	
gibbet-V	1	6	5	2	0	0	0	0	V	
cadence-N	2	7	6	2	0	0	0	0	N	
waltz-V	1	5	4	1	442	476	524	442	V	
jug-V	6	3	3	1	498	0	0	0	V	
cripple-J	1	7	5	1	0	0	0	0	J	
fitch-N	1	5	4	1	0	0	0	0	N	
baron-N	2	5	5	2	339	513	498	472	N	
knocking-V	5	8	5	2	0	0	0	0	V	
leaguer-N	3	7	4	2	0	0	0	0	N	
tiller-V	1	6	5	2	0	0	0	0	V	
druid-N	1	5	5	2	0	0	0	0	N	
chromatic-J	9	9	8	3	0	0	0	0	J	
erection-N	5	8	7	3	0	0	0	0	N	
yolk-N	1	4	3	1	471	593	530	0	N	
adrift-J	1	6	6	2	0	0	0	0	J	
hail-J	10	4	3	1	440	502	477	354	J	
gladden-V	3	7	5	2	0	0	0	0	V	
hob-N	1	3	3	1	0	0	0	0	N	
