word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
whoop-V	1	5	3	1	320	383	426	414	V	
sorghum-N	3	7	5	2	0	0	0	0	N	
automation-N	6	10	8	4	0	0	0	0	N	
succeeding-V	6	10	8	3	0	0	0	0	V	
decree-V	3	6	5	2	376	385	341	583	V	
zone-N	11	4	3	1	456	392	432	478	N	
monitor-N	3	7	6	3	0	0	0	0	N	
meticulous-J	1	10	10	4	354	0	337	0	J	
aide-N	9	4	2	1	0	0	0	0	N	
broccoli-N	1	8	7	3	0	0	0	0	N	
remake-V	2	6	5	2	0	0	0	0	V	
solvent-J	5	7	7	2	0	0	0	0	J	
inflict-V	4	7	7	2	0	0	0	0	V	
founder-V	10	7	5	2	387	0	339	0	V	
comely-A	1	6	5	3	0	0	0	0	A	
wizard-V	3	6	5	2	473	473	551	0	V	
verbally-A	5	8	6	3	0	0	0	0	A	
graven-V	1	6	6	2	0	0	0	0	V	
pharmacist-N	1	10	8	3	0	0	0	0	N	
normalize-V	1	9	7	3	0	0	0	0	V	
jasper-N	1	6	5	2	0	0	0	0	N	
frilly-J	1	6	5	2	0	0	0	0	J	
minor-N	58	5	4	2	536	353	376	0	N	
cordial-J	6	7	6	2	0	0	0	0	J	
plunging-V	3	8	7	2	0	0	0	0	V	
stubbed-V	1	7	5	2	0	0	0	0	V	
rib-N	1	3	3	1	536	599	586	0	N	
sag-V	4	3	3	1	0	0	0	0	V	
grass-V	53	5	4	1	587	599	602	0	V	
snag-V	3	4	4	1	0	0	0	0	V	
vintage-N	3	7	6	2	0	0	0	0	N	
indoor-A	4	6	5	2	0	0	0	0	A	
massage-V	2	7	5	2	0	0	0	0	V	
sue-N	18	3	3	1	528	432	449	0	N	
wrapping-V	6	8	5	2	0	0	0	0	V	
hiss-V	2	4	3	1	0	0	0	0	V	
herein-A	3	6	5	2	0	0	0	0	A	
soft-J	61	4	4	1	590	414	476	0	J	
nihilist-N	2	8	7	3	0	0	0	0	N	
resigned-V	9	8	6	3	0	0	0	0	V	
eddy-V	2	4	3	2	0	0	0	0	V	
mildew-N	1	6	6	2	0	0	0	0	N	
neutralize-V	1	10	9	3	0	0	0	0	V	
migrate-V	1	7	6	2	0	0	0	0	V	
jostle-N	1	6	4	1	0	0	0	0	N	
deport-V	1	6	5	2	0	0	0	0	V	
denote-V	4	6	5	2	0	0	0	0	V	
ceramic-N	9	7	7	3	0	0	0	0	N	
coal-J	32	4	3	1	513	584	581	278	J	
missive-J	1	7	5	2	0	0	0	0	J	
irishman-N	1	8	8	4	0	0	0	0	N	
rapt-V	1	4	4	1	0	0	0	0	V	
overlaid-V	1	8	6	3	0	0	0	0	V	
gaggle-V	1	6	4	1	0	0	0	0	V	
tack-N	4	4	3	1	463	565	546	363	N	
native-N	46	6	5	2	508	471	507	425	N	
homeward-A	1	8	6	2	0	0	0	0	A	
expansion-N	47	9	9	3	515	325	417	0	N	
obscene-J	2	7	5	2	0	0	0	0	J	
laugh-N	28	5	3	1	594	433	528	0	N	
ocean-N	34	5	4	2	526	593	623	317	N	
chalk-N	3	5	4	1	560	634	601	0	N	
shrewd-J	8	6	4	1	0	0	0	0	J	
gaily-A	5	5	4	2	0	0	0	0	A	
surmise-N	1	7	5	2	0	0	0	0	N	
retard-V	3	6	5	2	505	345	481	0	V	
blemish-N	2	7	6	2	0	0	0	0	N	
pirate-V	4	6	6	2	0	0	0	0	V	
escutcheon-N	2	10	8	3	0	0	0	0	N	
grove-J	14	5	4	1	374	538	470	483	J	
aversion-N	2	8	6	3	0	0	0	0	N	
fun-V	44	3	3	1	621	295	515	0	V	
preamble-N	4	8	7	3	0	0	0	0	N	
waning-V	2	6	5	2	0	0	0	0	V	
undid-V	1	5	5	2	0	0	0	0	V	
caper-V	6	5	4	2	0	0	0	0	V	
unvarying-J	1	9	8	4	0	0	0	0	J	
bang-V	7	4	3	1	503	435	470	0	V	
meantime-A	12	8	6	2	0	0	0	0	A	
scream-V	13	6	5	1	522	479	589	275	V	
broach-N	1	6	4	1	0	0	0	0	N	
moon-N	60	4	3	1	585	581	585	0	N	
vivian-N	11	6	6	2	0	0	0	0	N	
runaway-N	6	7	6	3	0	0	0	0	N	
awry-A	2	4	3	2	0	0	0	0	A	
brake-N	2	5	4	1	551	526	511	0	N	
saving-R	21	6	5	2	0	0	0	0	R	
beau-V	2	4	2	1	242	419	394	611	V	
conceive-V	14	8	6	2	0	0	0	0	V	
toast-N	19	5	4	1	571	582	594	0	N	
hind-N	6	4	4	1	416	474	424	469	N	
tango-N	2	5	5	2	0	0	0	0	N	
token-N	10	5	5	2	473	467	416	450	N	
volumetric-J	2	10	11	4	0	0	0	0	J	
boss-J	20	4	3	1	574	552	554	0	J	
antique-N	12	7	5	2	484	492	549	439	N	
discomfort-V	7	10	9	3	0	0	0	0	V	
prime-J	45	5	4	1	492	360	386	0	J	
powdered-V	7	8	5	3	0	0	0	0	V	
rustic-J	3	6	6	2	0	0	0	0	J	
