word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
people-N	847	6	4	2	628	540	548	281	N	
know-V	683	4	2	1	605	274	278	0	V	
later-A	397	5	5	2	0	0	0	0	A	
pinching-V	2	8	6	2	0	0	0	0	V	
home-A	547	4	3	1	626	539	599	233	A	
according-V	139	9	6	3	0	0	0	0	V	
stock-V	147	5	4	1	0	0	0	0	V	
just-A	872	4	4	1	540	257	221	0	A	
molecular-J	17	9	9	4	0	0	0	0	J	
tuesday-N	59	7	6	2	0	0	0	0	N	
curry-V	2	5	4	2	0	0	0	0	V	
jade-V	1	4	3	1	359	570	459	572	V	
evergreen-N	1	9	7	3	399	555	554	422	N	
tax-V	197	3	4	1	523	445	446	469	V	
xenophobia-N	2	10	9	4	0	0	0	0	N	
enough-J	430	6	4	2	545	246	345	0	J	
discourse-V	10	9	6	2	0	0	0	0	V	
shower-N	15	6	3	2	593	588	615	342	N	
scenery-N	14	7	6	3	0	0	0	0	N	
above-J	296	5	4	2	607	0	346	0	J	
medical-N	162	7	7	3	0	0	0	0	N	
scrub-N	9	5	5	1	0	0	0	0	N	
ancient-N	69	7	6	2	429	0	451	0	N	
biennial-N	1	8	6	2	0	0	0	0	N	
million-J	204	7	6	2	519	364	440	419	J	
anything-N	280	8	6	3	0	0	0	0	N	
baldness-N	2	8	7	2	0	0	0	0	N	
plus-J	72	4	4	1	0	0	0	0	J	
private-N	191	7	6	2	570	350	432	0	N	
law-V	299	3	2	1	562	349	409	383	V	
effect-N	213	6	5	2	602	295	280	414	N	
lifeless-J	2	8	6	3	0	0	0	0	J	
bare-J	29	4	2	1	521	399	487	0	J	
money-V	265	5	4	2	631	574	604	247	V	
crest-V	12	5	5	1	0	0	0	0	V	
why-N	404	3	2	1	589	267	251	0	N	
side-A	380	4	3	1	566	394	386	0	A	
hand-V	431	4	4	1	601	604	598	0	V	
knowledge-N	145	9	5	2	575	278	348	477	N	
intolerant-N	1	10	10	4	0	0	0	0	N	
confirm-V	16	7	6	2	0	0	0	0	V	
behind-R	258	6	6	2	603	0	371	0	R	
under-N	707	5	4	2	544	319	426	0	N	
again-R	578	5	4	2	0	0	0	0	R	
social-J	380	6	5	2	497	242	386	0	J	
program-N	394	7	7	2	0	0	0	0	N	
spongy-J	2	6	6	2	0	0	0	0	J	
endorse-V	6	7	5	2	0	0	0	0	V	
without-R	583	7	5	2	577	267	302	0	R	
less-N	438	4	3	1	541	266	286	0	N	
fairness-N	6	8	5	2	0	0	0	0	N	
cover-N	88	5	4	2	597	502	443	289	N	
some-A	1617	4	3	1	578	286	302	0	A	
else-A	176	4	3	1	565	222	208	0	A	
here-A	750	4	2	1	599	285	278	0	A	
club-J	145	4	4	1	533	509	522	0	J	
passing-A	65	7	5	2	566	0	368	0	A	
chain-N	50	5	4	1	513	595	559	311	N	
happiness-N	23	9	7	3	581	295	519	333	N	
need-V	360	4	3	1	589	314	327	0	V	
wonderful-A	53	9	8	3	548	0	404	0	A	
imprint-V	1	7	7	2	439	421	332	542	V	
formation-N	37	9	7	3	471	381	409	0	N	
medicine-N	30	8	6	2	547	517	551	311	N	
history-N	286	7	7	3	564	328	405	369	N	
contrary-A	52	8	8	3	0	0	0	0	A	
whose-J	252	5	3	1	0	0	0	0	J	
eject-N	1	5	5	2	0	0	0	0	N	
alternate-A	11	9	7	3	0	0	0	0	A	
haircut-N	2	7	5	2	0	0	0	0	N	
force-V	230	5	3	1	552	331	437	372	V	
confirmed-J	20	9	7	3	0	0	0	0	J	
sclerosis-N	2	9	9	3	0	0	0	0	N	
octave-N	2	6	5	2	0	0	0	0	N	
cent-N	158	4	4	1	473	544	518	433	N	
secular-J	16	7	7	3	0	0	0	0	J	
inviolate-J	3	9	8	4	0	0	0	0	J	
always-A	458	6	5	2	600	249	280	0	A	
glib-A	1	4	4	1	0	0	0	0	A	
head-J	424	4	3	1	611	603	593	181	J	
influenza-N	2	9	9	4	0	0	0	0	N	
auburn-N	2	6	4	2	0	0	0	0	N	
mean-J	199	4	3	1	539	313	419	0	J	
possible-A	373	8	6	2	595	0	249	0	A	
handling-J	38	8	7	2	0	0	0	0	J	
himself-U	603	7	7	2	569	285	317	0	U	
own-U	772	3	2	1	598	317	337	0	U	
long-V	755	4	3	1	579	381	471	0	V	
refractory-J	1	10	10	4	0	0	0	0	J	
melody-N	21	6	6	3	0	0	0	0	N	
repudiate-V	1	9	9	4	0	0	0	0	V	
yearly-A	12	6	4	2	0	0	0	0	A	
rode-V	40	4	3	1	496	353	451	0	V	
court-N	230	5	3	1	549	509	552	0	N	
just-J	872	4	4	1	540	257	221	0	J	
lustily-A	1	7	7	3	0	0	0	0	A	
train-V	82	5	4	1	548	592	593	0	V	
correlate-N	3	9	7	3	0	0	0	0	N	
chevalier-N	1	9	6	3	0	0	0	0	N	
membrane-N	6	8	7	2	0	0	0	0	N	
