word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
cat-N	23	3	3	1	582	615	617	0	N	
circular-J	21	8	7	3	487	404	543	0	J	
anything-A	280	8	6	3	0	0	0	0	A	
must-V	1013	4	4	1	589	297	247	0	V	
either-J	284	6	3	2	0	0	0	0	J	
pirouette-N	4	9	6	3	0	0	0	0	N	
can-V	1772	3	3	1	620	365	369	0	V	
exotic-J	7	6	7	3	0	0	0	0	J	
free-A	260	4	3	1	607	328	397	0	A	
frontier-J	30	8	7	2	0	0	0	0	J	
now-N	1314	3	2	1	605	309	276	0	N	
reference-V	67	9	7	3	0	0	0	0	V	
this-A	5146	4	3	1	601	240	279	0	A	
wondrous-A	1	8	7	2	0	0	0	0	A	
how-N	834	3	2	1	593	195	230	0	N	
small-V	542	5	4	1	616	402	447	0	V	
surge-V	9	5	3	1	0	0	0	0	V	
well-J	897	4	3	1	550	467	522	0	J	
best-A	351	4	4	1	600	282	324	0	A	
war-A	464	3	3	1	582	477	551	314	A	
felt-V	357	4	4	1	504	437	483	0	V	
fielded-V	1	7	6	2	0	0	0	0	V	
less-C	438	4	3	1	541	266	286	0	C	
own-V	772	3	2	1	598	317	337	0	V	
encampment-J	3	10	10	3	0	0	0	0	J	
rather-A	373	6	4	2	0	0	0	0	A	
though-C	442	6	2	1	0	0	0	0	C	
small-N	542	5	4	1	616	402	447	0	N	
due-A	142	3	3	1	0	0	0	0	A	
interstate-J	14	10	8	3	0	0	0	0	J	
men-N	763	3	3	1	621	586	587	236	N	
waterway-N	2	8	6	3	0	0	0	0	N	
toward-R	386	6	5	2	0	0	0	0	R	
emphasize-V	20	9	7	3	0	0	0	0	V	
meek-J	10	4	3	1	470	299	392	0	J	
keep-V	264	4	3	1	584	339	284	0	V	
only-R	1747	4	4	2	600	218	255	0	R	
reputation-N	27	10	10	4	492	232	343	558	N	
made-V	1125	4	3	1	579	327	351	0	V	
clips-N	2	5	5	1	0	0	0	0	N	
concussion-N	1	10	8	3	0	0	0	0	N	
shadow-V	36	6	4	2	536	457	565	311	V	
stretching-V	17	10	7	2	0	0	0	0	V	
vestige-N	2	7	6	2	0	0	0	0	N	
literate-N	3	8	7	3	0	0	0	0	N	
otter-N	5	5	3	2	391	631	572	383	N	
last-A	676	4	4	1	587	299	367	0	A	
sacrifice-N	30	9	8	3	0	0	0	0	N	
southern-N	137	8	5	2	0	0	0	0	N	
inside-J	174	6	5	2	611	0	371	0	J	
war-N	464	3	2	1	582	477	551	314	N	
component-J	25	9	9	3	0	0	0	0	J	
mystery-N	39	7	7	3	548	256	472	342	N	
girl-N	220	4	3	1	645	607	634	183	N	
entire-N	149	6	6	2	531	0	310	0	N	
hound-N	7	5	4	1	433	583	596	0	N	
subsidiary-J	7	10	10	4	0	0	0	0	J	
that-A	10595	4	3	1	611	232	225	0	A	
obligation-N	16	10	9	4	0	0	0	0	N	
state-N	808	5	4	1	560	440	511	0	N	
pax-N	1	3	4	1	264	274	277	0	N	
question-V	257	8	8	2	588	387	398	314	V	
here-N	750	4	3	1	599	285	278	0	N	
pupil-N	20	5	5	2	547	570	572	0	N	
which-U	3562	5	4	1	555	215	257	0	U	
house-V	591	5	3	1	600	608	606	0	V	
reverie-N	1	7	6	3	0	0	0	0	N	
prevention-N	27	10	9	3	0	0	0	0	N	
attendance-N	12	10	8	3	0	0	0	0	N	
offer-V	80	5	3	2	0	0	0	0	V	
came-V	622	4	3	1	563	265	288	0	V	
them-J	1789	4	3	1	542	344	368	0	J	
party-V	216	5	4	2	619	496	596	0	V	
several-A	377	7	6	3	0	0	0	0	A	
lion-N	17	4	4	2	511	627	626	244	N	
both-J	730	4	3	1	598	322	298	0	J	
overall-N	12	7	6	3	0	0	0	0	N	
necessary-N	222	9	8	4	0	0	0	0	N	
melancholy-J	9	10	9	4	431	329	370	0	J	
number-V	472	6	5	2	599	395	489	239	V	
even-N	1171	4	4	2	576	283	338	0	N	
dexterity-N	1	9	10	4	332	280	316	614	N	
have-V	3941	4	3	1	597	251	271	0	V	
city-N	393	4	4	2	616	554	605	0	N	
most-A	1160	4	4	1	560	321	306	0	A	
cruise-N	2	6	4	1	0	0	0	0	N	
together-R	267	8	6	3	603	0	426	0	R	
reflection-N	32	10	9	3	505	339	567	0	N	
free-N	260	4	3	1	607	328	397	0	N	
result-V	244	6	6	2	623	318	324	406	V	
case-N	362	4	3	1	553	548	517	311	N	
reverse-V	18	7	5	2	0	0	0	0	V	
even-V	1171	4	4	2	576	283	338	0	V	
bound-V	42	5	4	1	0	0	0	0	V	
dynamics-N	4	8	8	3	0	0	0	0	N	
heredity-N	3	8	8	4	507	330	383	0	N	
pile-N	25	4	3	1	521	504	513	0	N	
overflow-V	2	8	6	3	0	0	0	0	V	
less-N	438	4	3	1	541	266	286	0	N	
more-R	2216	4	2	1	612	284	264	0	R	
