word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
tore-N	15	4	3	1	0	0	0	0	N	
amateur-J	25	7	6	3	502	388	397	522	J	
ride-N	49	4	3	1	576	424	483	0	N	
impiety-N	1	7	7	4	0	0	0	0	N	
plasticity-N	4	10	10	4	0	0	0	0	N	
con-R	7	3	3	1	0	0	0	0	R	
hilum-N	5	5	5	2	0	0	0	0	N	
hay-N	19	3	2	1	486	623	597	297	N	
mould-J	1	5	4	1	0	0	0	0	J	
ration-N	10	6	5	2	473	390	392	0	N	
critique-V	1	8	6	3	0	0	0	0	V	
snail-V	1	5	4	1	489	579	577	0	V	
fungus-N	2	6	6	2	0	0	0	0	N	
allocate-N	3	8	6	3	0	0	0	0	N	
leak-V	2	4	3	1	514	472	545	336	V	
purple-N	13	6	4	2	0	0	0	0	N	
elation-N	2	7	6	3	0	0	0	0	N	
paste-N	10	5	4	1	504	559	529	317	N	
sad-J	35	3	3	1	589	360	419	0	J	
addict-N	1	6	5	2	0	0	0	0	N	
lump-V	7	4	4	1	501	542	546	0	V	
habitable-J	2	9	8	3	0	0	0	0	J	
fist-N	26	4	4	1	0	0	0	0	N	
boarder-N	1	7	4	2	0	0	0	0	N	
sleepy-J	6	6	5	2	0	0	0	0	J	
descent-N	11	7	6	2	0	0	0	0	N	
unending-J	3	8	7	3	0	0	0	0	J	
consummate-V	3	10	8	3	0	0	0	0	V	
mug-N	1	3	3	1	527	576	574	0	N	
wittingly-A	1	9	7	3	0	0	0	0	A	
meantime-A	12	8	6	2	0	0	0	0	A	
quits-V	1	5	5	1	0	0	0	0	V	
relic-N	6	5	5	2	413	528	481	0	N	
assist-V	26	6	5	2	516	342	368	0	V	
deputy-N	17	6	7	3	462	455	435	433	N	
rebound-N	2	7	6	2	0	0	0	0	N	
throne-V	5	6	4	1	0	0	0	0	V	
missive-J	1	7	5	2	0	0	0	0	J	
canine-J	1	6	5	2	0	0	0	0	J	
haphazard-N	2	9	8	3	413	0	344	0	N	
string-N	19	6	5	1	566	570	556	0	N	
overcome-V	26	8	6	3	0	0	0	0	V	
grind-N	2	5	5	1	486	441	485	0	N	
havoc-N	3	5	5	2	462	338	505	469	N	
minced-V	6	6	5	2	0	0	0	0	V	
thee-N	17	4	2	1	0	0	0	0	N	
thou-N	14	4	2	1	0	0	0	0	N	
pebble-N	1	6	4	2	477	0	546	0	N	
camping-J	18	7	6	2	0	0	0	0	J	
require-V	86	7	6	3	0	0	0	0	V	
rev-N	33	3	3	1	0	0	0	0	N	
tardy-V	1	5	4	2	0	0	0	0	V	
poetry-N	88	6	6	3	512	425	486	386	N	
pore-N	2	4	2	1	437	492	447	0	N	
broker-N	1	6	5	2	0	0	0	0	N	
dash-N	11	4	3	1	0	0	0	0	N	
invade-V	5	6	5	2	0	0	0	0	V	
wont-J	2	4	4	1	0	0	0	0	J	
loaf-V	4	4	3	1	0	0	0	0	V	
fore-R	7	4	2	1	414	300	340	0	R	
fluff-V	1	5	4	1	0	0	0	0	V	
axial-J	2	5	6	2	0	0	0	0	J	
incurable-N	2	9	9	3	0	0	0	0	N	
proclaim-V	13	8	7	2	0	0	0	0	V	
laotian-J	4	7	6	2	0	0	0	0	J	
fit-V	75	3	3	1	0	0	0	0	V	
misguided-V	2	9	8	3	0	0	0	0	V	
strychnine-N	4	10	8	2	0	0	0	0	N	
cab-N	12	3	3	1	0	0	0	0	N	
staying-V	17	7	5	1	0	0	0	0	V	
salvo-V	2	5	5	2	0	0	0	0	V	
initiator-N	2	9	8	5	0	0	0	0	N	
nope-A	1	4	3	1	481	270	315	0	A	
swell-N	7	5	4	1	443	411	410	428	N	
grease-V	9	6	4	1	0	0	0	0	V	
jejunum-N	3	7	7	3	0	0	0	0	N	
herd-V	22	4	3	1	436	565	548	325	V	
vague-J	25	5	3	1	522	272	321	0	J	
lithe-V	4	5	3	1	0	0	0	0	V	
disloyal-J	2	8	7	3	0	0	0	0	J	
columnist-N	5	9	9	3	0	0	0	0	N	
sabotage-V	3	8	7	3	0	0	0	0	V	
vassal-J	1	6	4	2	0	0	0	0	J	
puff-N	1	4	3	1	0	0	0	0	N	
twin-N	7	4	4	1	0	0	0	0	N	
salaried-J	1	8	7	3	0	0	0	0	J	
aim-N	37	3	2	1	549	324	383	344	N	
akin-A	10	4	4	2	0	0	0	0	A	
buzz-J	13	4	3	1	0	0	0	0	J	
desk-N	65	4	4	1	583	583	574	0	N	
adagio-A	3	6	6	3	0	0	0	0	A	
strap-N	2	5	5	1	0	0	0	0	N	
paving-V	2	6	5	2	0	0	0	0	V	
surcease-V	1	8	5	2	0	0	0	0	V	
broccoli-N	1	8	7	3	0	0	0	0	N	
turpentine-N	4	10	8	3	483	604	587	0	N	
bard-V	3	4	3	1	224	395	406	0	V	
depression-N	24	10	8	3	541	303	453	550	N	
taboo-J	3	5	4	2	0	0	0	0	J	
surf-N	1	4	3	1	526	527	601	0	N	
