word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
sighted-V	7	7	5	2	0	0	0	0	V	
tell-V	268	4	3	1	596	306	350	0	V	
pictorial-N	5	9	8	3	0	0	0	0	N	
press-V	127	5	4	1	0	0	0	0	V	
getting-V	164	7	5	2	0	0	0	0	V	
creeping-V	8	8	6	2	0	0	0	0	V	
caramel-N	1	7	7	3	0	0	0	0	N	
line-N	298	4	3	1	591	477	491	275	N	
true-N	231	4	3	1	605	269	365	0	N	
meat-N	45	4	3	1	589	587	618	0	N	
aptly-A	4	5	5	2	0	0	0	0	A	
over-R	1236	4	3	2	589	287	327	0	R	
find-V	399	4	4	1	580	351	370	272	V	
assembly-N	50	8	7	3	0	0	0	0	N	
hemisphere-N	14	10	7	3	0	0	0	0	N	
flexible-J	25	8	8	3	0	0	0	0	J	
four-J	359	4	2	1	553	365	491	0	J	
woman-V	224	5	5	2	623	580	626	258	V	
themselves-U	270	10	8	2	0	0	0	0	U	
sweet-N	70	5	4	1	570	463	493	0	N	
act-V	283	3	3	1	566	379	433	319	V	
blend-N	9	5	5	1	0	0	0	0	N	
escapist-N	1	8	8	3	0	0	0	0	N	
room-V	383	4	3	1	627	566	545	244	V	
grass-N	53	5	4	1	587	599	602	0	N	
parameter-N	7	9	8	4	0	0	0	0	N	
long-N	755	4	3	1	579	381	471	0	N	
better-A	414	6	5	2	633	0	274	0	A	
money-N	265	5	4	2	631	574	604	247	N	
part-V	500	4	3	1	579	339	340	314	V	
hedge-N	2	5	3	1	487	615	583	306	N	
present-A	377	7	6	2	569	389	481	0	A	
dump-V	4	4	4	1	504	502	528	333	V	
depth-N	53	5	4	1	0	0	0	0	N	
always-A	458	6	5	2	600	249	280	0	A	
sweating-V	4	8	6	2	0	0	0	0	V	
simplicity-N	16	10	10	4	0	0	0	0	N	
after-J	1070	5	5	2	575	242	217	0	J	
whether-A	286	7	4	2	528	0	207	0	A	
machinery-N	60	9	8	4	528	545	526	409	N	
dropping-V	16	8	6	2	0	0	0	0	V	
outside-A	210	7	5	2	607	0	419	0	A	
spoke-V	87	5	4	1	532	526	466	328	V	
comparison-N	48	10	9	4	560	311	336	0	N	
trench-V	2	6	6	1	0	0	0	0	V	
vineyard-N	2	8	6	2	0	0	0	0	N	
positivist-J	7	10	10	4	0	0	0	0	J	
amulet-N	1	6	7	3	0	0	0	0	N	
people-V	847	6	4	2	628	540	548	281	V	
general-J	497	7	7	3	568	408	491	0	J	
best-J	351	4	4	1	600	282	324	0	J	
accomplish-V	24	10	8	3	0	0	0	0	V	
pinch-N	6	5	5	1	0	0	0	0	N	
drew-V	68	4	3	1	0	0	0	0	V	
octillion-N	3	9	8	3	0	0	0	0	N	
unique-N	58	6	5	3	534	300	379	0	N	
stop-V	120	4	4	1	563	308	452	0	V	
feather-N	6	7	4	2	485	0	0	0	N	
ford-V	24	4	3	1	0	0	0	0	V	
spencer-N	23	7	6	2	0	0	0	0	N	
left-J	480	4	4	1	592	341	383	0	J	
primacy-N	5	7	7	3	0	0	0	0	N	
commander-N	28	9	7	3	409	512	478	456	N	
bassinet-N	1	8	7	3	0	0	0	0	N	
does-N	485	4	3	1	629	0	210	0	N	
without-C	583	7	5	2	577	267	302	0	C	
lathe-N	1	5	3	1	295	481	356	0	N	
take-V	611	4	3	1	555	332	337	0	V	
company-V	290	7	7	3	573	424	426	436	V	
alone-J	195	5	4	2	562	390	480	0	J	
contribute-V	44	10	10	3	0	0	0	0	V	
greet-V	7	5	4	1	0	0	0	0	V	
crabbed-V	1	7	6	2	0	0	0	0	V	
worst-N	34	5	4	1	0	0	0	0	N	
dank-V	1	4	4	1	0	0	0	0	V	
madonna-N	3	7	6	3	0	0	0	0	N	
lapidary-N	1	8	8	4	0	0	0	0	N	
since-A	628	5	4	1	541	247	264	0	A	
day-N	686	3	2	1	595	477	526	0	N	
amazement-N	10	9	8	3	495	277	456	0	N	
inshore-A	2	7	4	2	0	0	0	0	A	
now-C	1314	3	2	1	605	309	276	0	C	
cordon-N	2	6	4	2	0	0	0	0	N	
early-J	366	5	3	2	575	0	376	0	J	
gardener-N	4	8	6	3	0	0	0	0	N	
wicker-N	4	6	4	2	233	0	390	0	N	
pigskin-N	1	7	7	2	0	0	0	0	N	
soprano-J	6	7	7	3	373	497	535	519	J	
protective-J	14	10	9	3	0	0	0	0	J	
privilege-V	18	9	8	3	0	0	0	0	V	
age-V	227	3	2	1	582	390	468	258	V	
wind-V	63	4	4	1	592	552	535	0	V	
octave-N	2	6	5	2	0	0	0	0	N	
symbolize-V	9	9	8	3	0	0	0	0	V	
cozen-V	1	5	4	2	0	0	0	0	V	
suicide-N	17	7	7	3	0	0	0	0	N	
genuine-J	34	7	7	3	503	295	378	0	J	
laugh-N	28	5	3	1	594	433	528	0	N	
pay-V	172	3	2	1	0	0	0	0	V	
same-J	686	4	3	1	569	248	326	0	J	
