word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
used-V	612	4	4	2	567	315	344	0	V	
sense-N	311	5	4	1	583	316	368	336	N	
three-N	610	5	3	1	581	439	495	0	N	
history-V	286	7	7	3	564	328	405	369	V	
elliptical-J	1	10	9	4	0	0	0	0	J	
building-V	160	8	6	2	607	589	578	300	V	
become-V	361	6	5	2	603	0	259	0	V	
both-C	730	4	3	1	598	322	298	0	C	
under-R	707	5	4	2	544	319	426	0	R	
very-J	796	4	4	2	606	223	243	0	J	
precise-V	33	7	6	2	507	0	324	0	V	
supine-J	1	6	6	2	0	0	0	0	J	
negroid-J	1	7	6	2	0	0	0	0	J	
like-R	1290	4	3	1	610	286	352	0	R	
good-V	807	4	3	1	621	297	374	0	V	
first-J	1360	5	4	1	590	311	388	0	J	
public-N	438	6	6	2	602	356	448	400	N	
expiation-N	2	9	9	4	0	0	0	0	N	
school-V	492	6	4	1	582	573	599	228	V	
lance-V	3	5	4	1	0	0	0	0	V	
hand-N	431	4	4	1	601	604	598	0	N	
crisp-N	8	5	5	1	0	0	0	0	N	
large-J	361	5	3	1	634	0	449	0	J	
terramycin-N	1	10	9	4	0	0	0	0	N	
rejoin-V	2	6	5	2	0	0	0	0	V	
who-U	2252	3	2	1	599	234	261	0	U	
usually-A	206	7	6	3	0	0	0	0	A	
derby-J	7	5	4	2	456	495	495	0	J	
concrete-V	48	8	7	2	528	562	564	0	V	
put-N	437	3	3	1	539	287	263	0	N	
excusable-J	1	9	10	4	0	0	0	0	J	
just-V	872	4	4	1	540	257	221	0	V	
contrabass-N	1	10	9	3	0	0	0	0	N	
series-N	130	6	5	2	525	373	398	461	N	
about-A	1815	5	4	2	593	227	225	0	A	
protozoa-N	7	8	8	4	0	0	0	0	N	
human-N	299	5	6	2	596	583	543	369	N	
interested-V	105	10	9	4	0	0	0	0	V	
much-N	937	4	3	1	584	242	332	0	N	
warden-N	4	6	4	2	0	0	0	0	N	
retraction-N	1	10	9	3	0	0	0	0	N	
alongside-R	15	9	7	3	0	0	0	0	R	
entire-J	149	6	5	3	531	0	310	0	J	
room-J	383	4	3	1	627	566	545	244	J	
about-R	1815	5	4	2	593	227	225	0	R	
heartfelt-J	1	9	7	2	0	0	0	0	J	
that-C	10595	4	3	1	611	232	225	0	C	
emigration-N	1	10	9	4	0	0	0	0	N	
adobe-N	2	5	5	3	0	0	0	0	N	
day-N	686	3	2	1	595	477	526	0	N	
lack-V	110	4	3	1	532	311	302	0	V	
although-C	319	8	4	2	573	218	208	0	C	
slip-V	19	4	4	1	537	448	497	0	V	
enough-J	430	6	4	2	545	246	345	0	J	
mercurial-J	1	9	9	3	0	0	0	0	J	
its-J	1858	3	2	1	547	209	229	0	J	
all-N	3001	3	2	1	582	267	332	0	N	
dance-V	90	5	4	1	550	502	510	0	V	
stunt-N	1	5	5	1	490	393	429	0	N	
only-A	1747	4	4	2	600	218	255	0	A	
down-V	895	4	3	1	546	339	459	0	V	
now-J	1314	3	2	1	605	309	276	0	J	
ready-A	143	5	4	2	0	0	0	0	A	
metaphor-N	5	8	6	3	479	0	0	0	N	
before-N	1016	6	5	2	583	261	255	0	N	
before-R	1016	6	4	2	583	261	255	0	R	
enrichment-N	3	10	10	3	0	0	0	0	N	
pedestal-N	5	8	7	3	0	0	0	0	N	
welfare-N	53	7	5	2	509	309	362	0	N	
highest-J	63	7	5	2	0	0	0	0	J	
screech-N	1	7	6	1	0	0	0	0	N	
each-U	877	4	3	1	555	268	320	0	U	
exuberant-J	7	9	11	4	374	0	402	0	J	
liniment-N	1	8	8	3	0	0	0	0	N	
point-N	395	5	4	1	538	464	481	0	N	
must-J	1013	4	4	1	589	297	247	0	J	
mind-N	325	4	4	1	591	333	373	0	N	
must-V	1013	4	4	1	589	297	247	0	V	
little-N	831	6	4	1	594	378	502	0	N	
most-A	1160	4	4	1	560	321	306	0	A	
avenue-V	46	6	6	3	529	539	564	372	V	
were-V	3284	4	2	1	593	200	243	0	V	
study-N	246	5	5	2	0	0	0	0	N	
avalanche-N	1	9	7	3	399	554	596	0	N	
purpose-V	149	7	5	2	572	280	280	428	V	
think-V	433	5	4	1	612	346	384	0	V	
expect-V	108	6	7	2	0	0	0	0	V	
reproof-V	1	7	6	2	0	0	0	0	V	
heavily-A	60	7	6	3	0	0	0	0	A	
now-N	1314	3	2	1	605	309	276	0	N	
memoir-N	2	6	5	2	0	0	0	0	N	
separate-N	79	8	6	3	0	0	0	0	N	
skeleton-N	2	8	7	3	0	0	0	0	N	
then-J	1377	4	3	1	610	190	204	0	J	
settler-N	3	7	5	2	384	533	528	0	N	
meant-V	100	5	4	1	499	226	282	0	V	
process-V	196	7	6	2	0	0	0	0	V	
looking-V	173	7	5	2	0	0	0	0	V	
through-A	969	7	3	1	587	274	320	0	A	
creep-V	10	5	4	1	0	0	0	0	V	
