word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
pressing-N	25	8	6	2	0	0	0	0	N	
led-V	132	3	3	1	526	370	394	0	V	
sharp-A	72	5	3	1	572	0	495	0	A	
hold-V	169	4	4	1	596	416	416	267	V	
sortie-N	2	6	4	2	0	0	0	0	N	
weathering-V	2	10	7	3	0	0	0	0	V	
nibble-N	1	6	4	2	0	0	0	0	N	
chasing-V	3	7	5	2	0	0	0	0	V	
she-J	2859	3	2	1	599	406	474	0	J	
when-N	2331	4	3	1	609	219	231	0	N	
while-C	680	5	3	1	543	204	302	0	C	
indices-N	7	7	7	3	0	0	0	0	N	
politics-N	69	8	8	3	0	0	0	0	N	
glamorous-J	5	9	8	3	0	0	0	0	J	
sprinkle-V	7	8	7	2	0	0	0	0	V	
can-V	1772	3	3	1	620	365	369	0	V	
possible-J	373	8	6	3	595	0	249	0	J	
suppose-N	97	7	5	2	0	0	0	0	N	
clove-V	1	5	4	1	395	565	446	500	V	
glass-V	99	5	4	1	611	635	585	0	V	
into-R	1791	4	4	2	584	306	259	0	R	
absolute-N	30	8	7	3	495	0	268	0	N	
something-N	450	9	6	3	0	0	0	0	N	
dilatation-N	3	10	9	4	0	0	0	0	N	
almost-J	432	6	6	2	0	0	0	0	J	
reviving-V	2	8	7	3	0	0	0	0	V	
unsettled-V	4	9	7	3	0	0	0	0	V	
dinosaur-N	1	8	6	3	0	0	0	0	N	
know-N	683	4	2	1	605	274	278	0	N	
crackling-N	1	9	7	2	0	0	0	0	N	
inclusive-A	4	9	8	3	0	0	0	0	A	
academy-N	24	7	7	4	509	499	504	0	N	
sorrow-V	9	6	4	2	486	282	429	394	V	
logging-N	5	7	5	2	0	0	0	0	N	
cellular-J	3	8	7	3	0	0	0	0	J	
seeing-V	86	6	4	1	0	0	0	0	V	
reach-N	106	5	4	1	577	368	391	0	N	
only-C	1747	4	4	2	600	218	255	0	C	
contagious-J	2	10	8	3	0	0	0	0	J	
minimal-J	27	7	6	3	0	0	0	0	J	
nubile-J	1	6	6	2	0	0	0	0	J	
these-J	1573	5	3	1	547	260	267	0	J	
deadly-A	19	6	5	2	0	0	0	0	A	
excursion-N	2	9	8	3	0	0	0	0	N	
second-V	373	6	6	2	598	344	371	289	V	
open-N	319	4	4	2	581	381	425	0	N	
speech-N	61	6	5	1	549	453	447	369	N	
above-N	296	5	4	2	607	0	346	0	N	
among-A	370	5	4	2	0	0	0	0	A	
valued-V	14	6	6	2	0	0	0	0	V	
pathetic-J	8	8	7	3	460	256	397	0	J	
felonious-J	2	9	8	3	0	0	0	0	J	
melodic-J	5	7	7	3	0	0	0	0	J	
clock-N	20	5	4	1	608	591	614	0	N	
unlearn-V	47	7	5	2	548	222	297	406	V	
year-N	660	4	2	1	601	364	428	269	N	
use-N	589	3	3	1	0	0	0	0	N	
down-A	895	4	3	1	546	339	459	0	A	
living-V	194	6	5	2	0	0	0	0	V	
grindstone-N	1	10	9	2	0	0	0	0	N	
catechize-V	1	9	7	3	0	0	0	0	V	
from-C	4369	4	4	1	612	197	239	0	C	
two-J	1412	3	2	1	596	383	445	0	J	
compressed-V	9	10	8	3	0	0	0	0	V	
music-N	216	5	6	2	599	512	549	272	N	
research-V	171	8	6	2	546	366	445	0	V	
down-J	895	4	3	1	546	339	459	0	J	
virgin-N	35	6	5	2	0	0	0	0	N	
stucco-J	4	6	5	2	0	0	0	0	J	
urban-N	42	5	4	2	518	420	476	0	N	
discovery-N	45	9	9	4	513	332	401	414	N	
ribbon-V	12	6	5	2	480	600	563	286	V	
jungle-N	20	6	5	2	439	0	555	0	N	
different-N	312	9	7	3	558	0	329	0	N	
letter-N	145	6	4	2	610	577	595	256	N	
because-A	883	7	5	2	604	196	244	0	A	
composite-J	16	9	8	3	0	0	0	0	J	
strait-J	5	6	5	1	0	0	0	0	J	
riverside-J	10	9	7	3	0	0	0	0	J	
can-N	1772	3	3	1	620	365	369	0	N	
second-N	373	6	6	2	598	344	371	289	N	
schoolroom-N	3	10	7	2	0	0	0	0	N	
playful-J	3	7	6	2	572	0	463	0	J	
gun-V	118	3	3	1	519	612	613	228	V	
deformity-N	3	9	8	4	0	0	0	0	N	
straight-N	114	8	5	1	582	404	453	0	N	
too-J	832	3	2	1	595	208	261	0	J	
back-J	967	4	3	1	587	540	483	225	J	
fetch-V	6	5	4	1	0	0	0	0	V	
exterior-J	8	8	8	3	454	474	397	486	J	
corkscrew-V	3	9	7	2	445	614	580	419	V	
gum-N	14	3	3	1	0	0	0	0	N	
should-V	888	6	3	1	565	249	295	0	V	
new-N	1635	3	3	1	614	348	418	0	N	
under-R	707	5	4	2	544	319	426	0	R	
example-N	292	7	7	3	0	0	0	0	N	
last-A	676	4	4	1	587	299	367	0	A	
over-N	1236	4	4	2	589	287	327	0	N	
piercing-V	3	8	5	2	0	0	0	0	V	
she-N	2859	3	2	1	599	406	474	0	N	
