word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
resolve-N	13	7	6	2	0	0	0	0	N	
brutal-J	7	6	5	2	446	402	427	0	J	
gratify-V	1	7	7	3	0	0	0	0	V	
liability-N	7	9	9	5	0	0	0	0	N	
given-V	377	5	4	2	0	0	0	0	V	
bystander-N	1	9	8	3	0	0	0	0	N	
watering-V	4	8	7	3	0	0	0	0	V	
unsalted-J	2	8	8	3	0	0	0	0	J	
atmosphere-N	79	10	7	3	540	385	444	517	N	
dine-V	2	4	3	1	0	0	0	0	V	
light-J	333	5	3	1	575	550	542	0	J	
respectful-J	4	10	10	3	0	0	0	0	J	
kitten-V	5	6	4	2	517	612	639	219	V	
home-J	547	4	3	1	626	539	599	233	J	
off-A	639	3	2	1	608	281	326	0	A	
being-V	712	5	4	1	568	276	323	383	V	
what-A	1908	4	3	1	608	293	249	0	A	
technique-N	60	9	6	2	0	0	0	0	N	
rightly-A	4	7	5	2	0	0	0	0	A	
volatile-N	5	8	7	3	0	0	0	0	N	
line-V	298	4	3	1	591	477	491	275	V	
institute-N	50	9	9	3	505	499	485	0	N	
part-V	500	4	3	1	579	339	340	314	V	
effeminate-J	1	10	8	4	0	0	0	0	J	
place-V	571	5	4	1	612	427	377	269	V	
come-V	630	4	3	1	608	355	322	0	V	
tyrannical-J	1	10	9	4	0	0	0	0	J	
warren-N	51	6	5	2	0	0	0	0	N	
batter-N	2	6	4	2	0	0	0	0	N	
gather-N	20	6	4	2	0	0	0	0	N	
prick-V	2	5	4	1	0	0	0	0	V	
those-J	850	5	3	1	570	254	247	0	J	
past-A	281	4	4	1	545	293	446	0	A	
photograph-V	18	10	8	3	551	590	618	317	V	
course-N	465	6	3	1	564	389	391	0	N	
backwards-N	2	9	7	2	0	0	0	0	N	
mutual-J	26	6	8	2	0	0	0	0	J	
both-C	730	4	3	1	598	322	298	0	C	
merchant-N	20	8	7	2	439	517	472	408	N	
took-V	426	4	3	1	0	0	0	0	V	
can-V	1772	3	3	1	620	365	369	0	V	
unmodified-J	1	10	9	4	0	0	0	0	J	
hidden-V	20	6	4	2	523	0	354	0	V	
pith-N	1	4	3	1	0	0	0	0	N	
detachment-N	4	10	10	3	0	0	0	0	N	
head-N	424	4	3	1	611	603	593	181	N	
with-N	7289	4	3	1	608	268	287	0	N	
small-V	542	5	4	1	616	402	447	0	V	
beautiful-J	127	9	8	3	609	393	532	0	J	
reserved-J	27	8	6	3	0	0	0	0	J	
all-U	3001	3	2	1	582	267	332	0	U	
upon-A	495	4	4	2	575	311	334	0	A	
glimpse-V	16	7	6	1	469	372	422	450	V	
done-N	320	4	3	1	567	271	346	0	N	
when-U	2331	4	3	1	609	219	231	0	U	
dramatic-N	63	8	8	3	0	0	0	0	N	
trying-J	163	6	5	1	0	0	0	0	J	
what-J	1908	4	3	1	608	293	249	0	J	
will-N	2244	4	3	1	584	275	322	0	N	
small-A	542	5	4	1	616	402	447	0	A	
polonaise-N	1	9	7	3	0	0	0	0	N	
being-N	712	5	4	1	568	276	323	383	N	
himself-U	603	7	7	2	569	285	317	0	U	
far-V	427	3	3	1	587	302	411	0	V	
very-J	796	4	4	2	606	223	243	0	J	
summer-J	134	6	5	2	612	439	618	253	J	
metre-N	1	5	4	2	0	0	0	0	N	
like-J	1290	4	3	1	610	286	352	0	J	
under-J	707	5	4	2	544	319	426	0	J	
long-V	755	4	3	1	579	381	471	0	V	
luggage-N	10	7	5	2	0	0	0	0	N	
cartesian-J	1	9	8	3	0	0	0	0	J	
reverse-A	18	7	5	2	0	0	0	0	A	
university-N	214	10	10	5	622	533	615	497	N	
decorative-J	8	10	9	4	0	0	0	0	J	
above-N	296	5	4	2	607	0	346	0	N	
general-J	497	7	7	3	568	408	491	0	J	
down-A	895	4	3	1	546	339	459	0	A	
how-A	834	3	2	1	593	195	230	0	A	
own-U	772	3	2	1	598	317	337	0	U	
dole-J	1	4	3	1	0	0	0	0	J	
sweetheart-V	9	10	7	2	0	0	0	0	V	
town-N	212	4	3	1	589	556	553	0	N	
her-U	3037	3	2	1	569	419	464	0	U	
scavenger-V	1	9	9	3	474	486	501	0	V	
social-J	380	6	5	2	497	242	386	0	J	
vaccine-J	1	7	6	2	0	0	0	0	J	
when-A	2331	4	3	1	609	219	231	0	A	
after-A	1070	5	4	2	575	242	217	0	A	
example-N	292	7	7	3	0	0	0	0	N	
great-J	665	5	4	1	588	311	390	0	J	
assonance-N	1	9	7	3	0	0	0	0	N	
butterfly-J	2	9	7	3	481	593	624	0	J	
boundless-J	2	9	7	2	0	0	0	0	J	
accountant-N	2	10	8	3	0	0	0	0	N	
amuse-V	3	5	5	2	486	321	455	0	V	
our-J	1252	3	2	2	602	245	315	0	J	
tedious-J	6	7	6	2	0	0	0	0	J	
carob-N	1	5	5	2	0	0	0	0	N	
upland-J	2	6	6	2	0	0	0	0	J	
