word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
cession-N	1	7	5	2	0	0	0	0	N	
packet-V	3	6	5	2	0	0	0	0	V	
coquette-N	2	8	5	2	0	0	0	0	N	
argue-V	29	5	4	2	564	0	412	0	V	
ballad-V	8	6	5	2	0	0	0	0	V	
dirge-N	2	5	3	1	282	403	262	606	N	
dread-V	9	5	4	1	460	267	378	467	V	
lagoon-N	15	6	5	2	0	0	0	0	N	
cops-V	17	4	4	1	0	0	0	0	V	
gist-V	1	4	4	1	322	273	262	0	V	
danubian-J	1	8	9	3	0	0	0	0	J	
rewritten-V	1	9	6	3	0	0	0	0	V	
positivism-N	4	10	11	5	0	0	0	0	N	
enrage-V	1	6	5	2	0	0	0	0	V	
pimp-N	3	4	4	1	0	0	0	0	N	
cake-V	13	4	3	1	594	624	624	214	V	
stitch-V	3	6	5	1	0	0	0	0	V	
infect-V	1	6	6	2	0	0	0	0	V	
mindful-J	5	7	7	2	0	0	0	0	J	
disservice-N	1	10	8	3	0	0	0	0	N	
lure-N	7	4	3	1	451	422	389	0	N	
londoner-N	1	8	7	3	0	0	0	0	N	
cling-V	6	5	4	1	0	0	0	0	V	
assassin-V	6	8	6	3	0	0	0	0	V	
mammoth-J	4	7	5	2	0	0	0	0	J	
alike-J	20	5	4	2	0	0	0	0	J	
bus-V	34	3	3	1	0	0	0	0	V	
wailing-V	5	7	5	2	0	0	0	0	V	
sack-N	8	4	3	1	539	582	548	0	N	
amen-V	19	4	4	2	0	0	0	0	V	
piecemeal-V	2	9	6	3	0	0	0	0	V	
dyke-N	1	4	3	1	0	0	0	0	N	
dump-N	4	4	4	1	504	502	528	333	N	
timely-J	9	6	5	2	0	0	0	0	J	
modulation-N	4	10	10	4	0	0	0	0	N	
drawl-N	2	5	4	1	0	0	0	0	N	
lantern-V	13	7	6	2	441	630	575	0	V	
inferno-N	2	7	6	3	401	487	572	525	N	
sheaf-N	3	5	3	1	0	0	0	0	N	
expel-V	2	5	6	2	0	0	0	0	V	
candour-N	1	7	5	2	0	0	0	0	N	
vase-N	4	4	3	1	452	595	563	297	N	
forever-A	39	7	6	3	0	0	0	0	A	
colloquy-V	1	8	7	3	0	0	0	0	V	
crate-V	2	5	4	1	0	0	0	0	V	
surf-V	1	4	3	1	526	527	601	0	V	
prod-V	2	4	4	1	0	0	0	0	V	
surf-N	1	4	3	1	526	527	601	0	N	
porcelain-J	2	9	7	3	0	0	0	0	J	
washer-N	2	6	4	2	0	0	0	0	N	
interview-N	34	9	7	3	520	420	499	494	N	
anarchy-N	7	7	5	3	0	0	0	0	N	
recur-V	2	5	4	2	0	0	0	0	V	
indignant-J	10	9	9	3	0	0	0	0	J	
milligram-N	5	9	8	3	0	0	0	0	N	
candle-N	18	6	5	2	544	565	594	0	N	
bawdy-J	3	5	4	2	0	0	0	0	J	
scent-N	6	5	4	1	501	462	421	0	N	
nutrient-J	2	8	9	2	399	432	378	611	J	
nerve-V	12	5	3	1	554	488	486	480	V	
thud-V	3	4	3	1	456	423	453	0	V	
tang-V	4	4	3	1	436	478	518	0	V	
healing-J	6	7	5	2	0	0	0	0	J	
gypsum-N	2	6	6	2	0	0	0	0	N	
graphic-J	6	7	6	2	368	0	352	0	J	
smith-N	54	5	4	1	0	0	0	0	N	
freight-N	28	7	4	1	425	511	465	542	N	
eldest-N	5	6	6	2	0	0	0	0	N	
pore-N	2	4	2	1	437	492	447	0	N	
somatic-J	2	7	7	3	0	0	0	0	J	
limb-N	5	4	3	1	526	590	580	0	N	
limp-V	12	4	4	1	494	481	512	0	V	
ague-N	1	4	4	2	196	365	224	661	N	
thrice-A	1	6	4	1	0	0	0	0	A	
gusher-N	1	6	4	2	0	0	0	0	N	
hippodrome-N	5	10	8	3	0	0	0	0	N	
masterly-J	1	8	7	3	0	0	0	0	J	
bin-N	9	3	3	1	580	598	562	192	N	
reassert-V	1	8	6	3	0	0	0	0	V	
immoral-N	5	7	6	3	0	0	0	0	N	
harvester-N	3	9	7	3	0	0	0	0	N	
siding-N	5	6	5	2	0	0	0	0	N	
defer-V	1	5	4	2	0	0	0	0	V	
postmaster-N	4	10	9	3	0	0	0	0	N	
height-V	35	6	3	1	590	376	472	294	V	
wash-J	37	4	3	1	632	447	522	186	J	
heck-N	1	4	3	1	0	0	0	0	N	
plumb-V	5	5	4	1	461	459	501	0	V	
arid-J	2	4	4	2	418	399	433	0	J	
withhold-V	2	8	7	2	0	0	0	0	V	
vandalism-N	1	9	10	4	0	0	0	0	N	
soggy-J	3	5	4	2	0	0	0	0	J	
unabridged-J	1	10	8	3	0	0	0	0	J	
roofing-N	1	7	5	2	0	0	0	0	N	
circus-J	7	6	5	2	489	535	586	0	J	
anchorage-N	1	9	7	3	0	0	0	0	N	
jumble-V	4	6	5	2	0	0	0	0	V	
hobo-N	1	4	4	2	0	0	0	0	N	
trash-N	2	5	4	1	541	588	599	0	N	
chasm-N	2	5	5	2	270	479	456	0	N	
