word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
filter-V	9	6	4	2	489	0	490	0	V	
sameness-N	4	8	6	3	0	0	0	0	N	
quantity-N	33	8	8	3	557	340	349	419	N	
scavenger-N	1	9	8	3	474	486	501	0	N	
now-C	1314	3	2	1	605	309	276	0	C	
honour-V	2	6	3	2	523	258	363	439	V	
jar-N	16	3	2	1	564	595	571	242	N	
dill-N	12	4	3	1	0	0	0	0	N	
far-N	427	3	3	1	587	302	411	0	N	
target-N	45	6	5	2	0	0	0	0	N	
immediacy-N	8	9	8	4	0	0	0	0	N	
canadian-N	7	8	8	3	0	0	0	0	N	
buss-N	1	4	3	1	0	0	0	0	N	
mousy-N	1	5	4	2	0	0	0	0	N	
aspiring-V	1	8	8	3	0	0	0	0	V	
none-J	108	4	3	1	569	288	425	0	J	
broad-J	84	5	4	1	523	399	463	0	J	
guilt-V	33	5	4	1	559	299	381	0	V	
hammer-N	9	6	4	2	515	605	618	278	N	
short-J	212	5	3	1	586	351	431	0	J	
meet-A	148	4	3	1	575	341	438	0	A	
end-N	410	3	3	1	592	320	462	0	N	
morning-J	211	7	5	2	605	515	579	0	J	
law-N	299	3	2	1	562	349	409	383	N	
pinch-V	6	5	5	1	0	0	0	0	V	
someone-N	94	7	6	2	0	0	0	0	N	
profusion-N	2	9	9	3	0	0	0	0	N	
swipe-V	2	5	4	1	0	0	0	0	V	
quart-N	3	5	3	1	568	504	545	0	N	
corporeal-J	1	9	8	3	0	0	0	0	J	
rough-V	41	5	3	1	557	452	491	0	V	
proficient-J	5	10	9	3	384	0	346	0	J	
scarf-N	4	5	4	1	0	0	0	0	N	
spongy-J	2	6	6	2	0	0	0	0	J	
under-R	707	5	4	2	544	319	426	0	R	
might-V	672	5	3	1	533	271	346	400	V	
facile-J	1	6	5	2	0	0	0	0	J	
average-N	130	7	6	3	579	0	297	0	N	
water-V	442	5	4	2	641	616	632	153	V	
moccasin-N	1	8	7	3	475	611	573	0	N	
through-A	969	7	3	1	587	274	320	0	A	
between-R	730	7	6	2	0	0	0	0	R	
crawl-N	11	5	4	1	519	408	488	0	N	
venereal-N	3	8	7	3	0	0	0	0	N	
ever-A	345	4	3	2	557	299	273	0	A	
proper-N	95	6	6	2	546	0	295	0	N	
upon-R	495	4	4	2	575	311	334	0	R	
nest-N	20	4	4	1	521	557	571	0	N	
overcome-V	26	8	6	3	0	0	0	0	V	
hurl-V	3	4	3	1	0	0	0	0	V	
make-V	794	4	3	1	618	299	322	0	V	
tell-V	268	4	3	1	596	306	350	0	V	
number-N	472	6	5	2	599	395	489	239	N	
readily-A	43	7	6	3	0	0	0	0	A	
fighting-V	72	8	5	2	0	0	0	0	V	
cadenza-N	3	7	7	3	0	0	0	0	N	
trust-V	52	5	5	1	548	300	356	400	V	
anguish-V	8	7	6	2	0	0	0	0	V	
down-J	895	4	3	1	546	339	459	0	J	
livery-N	5	6	6	3	0	0	0	0	N	
light-V	333	5	3	1	575	550	542	0	V	
dawning-V	2	7	5	2	0	0	0	0	V	
supply-V	102	6	5	2	534	368	340	417	V	
incidental-N	5	10	9	4	0	0	0	0	N	
brave-N	24	5	4	1	544	283	427	0	N	
passion-V	28	7	4	2	502	300	467	0	V	
fun-N	44	3	3	1	621	295	515	0	N	
back-J	967	4	3	1	587	540	483	225	J	
tile-N	16	4	3	1	0	0	0	0	N	
history-V	286	7	7	3	564	328	405	369	V	
meantime-A	12	8	6	2	0	0	0	0	A	
punching-V	2	8	6	2	0	0	0	0	V	
probation-N	7	9	8	3	0	0	0	0	N	
downright-A	8	9	6	2	0	0	0	0	A	
fresh-V	82	5	4	1	576	0	453	0	V	
technical-N	120	9	7	3	0	0	0	0	N	
side-A	380	4	3	1	566	394	386	0	A	
might-N	672	5	3	1	533	271	346	400	N	
bastard-N	12	7	6	2	0	0	0	0	N	
year-N	660	4	2	1	601	364	428	269	N	
sung-V	18	4	3	1	0	0	0	0	V	
several-A	377	7	6	3	0	0	0	0	A	
degree-V	125	6	5	2	574	406	521	508	V	
once-J	499	4	4	1	539	315	322	0	J	
flick-N	2	5	4	1	0	0	0	0	N	
trough-N	3	6	4	1	0	0	0	0	N	
not-V	4609	3	3	1	565	273	253	0	V	
annual-N	93	6	5	2	464	0	339	0	N	
men-N	763	3	3	1	621	586	587	236	N	
destitute-N	2	9	9	3	0	0	0	0	N	
figure-V	209	6	4	2	534	472	526	0	V	
pattern-V	113	7	5	2	555	472	453	319	V	
list-V	133	4	4	1	0	0	0	0	V	
denounce-V	5	8	6	2	0	0	0	0	V	
handle-V	53	6	5	2	0	0	0	0	V	
conduct-N	55	7	7	2	0	0	0	0	N	
signboard-N	1	9	6	2	0	0	0	0	N	
mixed-V	37	5	5	2	0	0	0	0	V	
audition-N	3	8	6	3	479	370	395	0	N	
profit-N	28	6	6	2	552	364	497	0	N	
