word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
different-N	312	9	7	3	558	0	329	0	N	
his-J	6997	3	3	1	614	320	337	0	J	
exercise-V	58	8	7	3	0	0	0	0	V	
even-A	1171	4	4	2	576	283	338	0	A	
only-A	1747	4	4	2	600	218	255	0	A	
communist-N	97	9	9	3	0	0	0	0	N	
better-J	414	6	4	2	633	0	274	0	J	
tribute-V	24	7	7	2	420	339	386	0	V	
through-A	969	7	3	1	587	274	320	0	A	
unofficial-J	5	10	8	4	0	0	0	0	J	
reappear-V	2	8	5	3	0	0	0	0	V	
common-V	223	6	5	2	595	0	276	0	V	
alsatian-J	3	8	8	3	0	0	0	0	J	
school-N	492	6	4	1	582	573	599	228	N	
ground-V	186	6	5	1	574	558	513	258	V	
retrograde-V	3	10	9	3	0	0	0	0	V	
lengthen-N	2	8	6	2	0	0	0	0	N	
make-N	794	4	3	1	618	299	322	0	N	
korean-J	11	6	5	2	0	0	0	0	J	
eurasian-N	1	8	8	3	0	0	0	0	N	
singular-J	14	8	8	3	0	0	0	0	J	
libretto-N	2	8	7	3	0	0	0	0	N	
top-V	204	3	3	1	571	435	486	0	V	
important-J	369	9	8	3	624	0	341	0	J	
varnish-N	1	7	5	2	0	0	0	0	N	
less-N	438	4	3	1	541	266	286	0	N	
went-N	507	4	4	1	594	240	308	0	N	
mart-N	2	4	3	1	0	0	0	0	N	
dormant-J	5	7	6	2	0	0	0	0	J	
profuse-V	2	7	7	2	0	0	0	0	V	
knotted-V	4	7	5	2	0	0	0	0	V	
home-N	547	4	3	1	626	539	599	233	N	
mother-J	216	6	5	2	632	579	638	144	J	
appendix-N	10	8	8	3	493	0	0	0	N	
little-A	831	6	4	1	594	378	502	0	A	
loin-N	1	4	3	1	0	0	0	0	N	
rack-N	9	4	3	1	486	535	439	0	N	
week-N	275	4	3	1	577	383	481	0	N	
mother-V	216	6	4	2	632	579	638	144	V	
adapter-N	1	7	6	3	0	0	0	0	N	
biological-J	20	10	10	5	0	0	0	0	J	
own-U	772	3	2	1	598	317	337	0	U	
care-V	162	4	2	1	563	342	383	0	V	
see-V	772	3	2	1	625	352	379	0	V	
commission-N	103	10	7	3	0	0	0	0	N	
back-J	967	4	3	1	587	540	483	225	J	
dime-N	4	4	3	1	586	582	590	0	N	
right-A	613	5	3	1	599	361	372	0	A	
block-J	66	5	4	1	544	558	483	244	J	
monotone-N	3	8	7	3	0	0	0	0	N	
quiescent-N	2	9	7	2	0	0	0	0	N	
toward-A	386	6	5	2	0	0	0	0	A	
countrymen-N	6	10	9	3	0	0	0	0	N	
small-J	542	5	4	1	616	402	447	0	J	
unit-N	103	4	5	2	513	389	334	411	N	
teaching-V	67	8	5	2	0	0	0	0	V	
town-V	212	4	3	1	589	556	553	0	V	
table-V	198	5	4	2	599	604	582	0	V	
subjected-V	24	9	9	3	0	0	0	0	V	
visa-N	5	4	4	2	0	0	0	0	N	
cant-J	1	4	4	1	0	0	0	0	J	
radio-N	120	5	5	3	644	615	613	317	N	
like-V	1290	4	3	1	610	286	352	0	V	
gastronomy-N	1	10	10	4	0	0	0	0	N	
afoot-A	1	5	4	2	0	0	0	0	A	
slick-V	7	5	4	1	0	0	0	0	V	
liberate-V	4	8	7	3	0	0	0	0	V	
ably-A	2	4	4	2	0	0	0	0	A	
accidental-J	9	10	9	4	0	0	0	0	J	
said-J	1961	4	3	1	600	306	313	0	J	
job-V	238	3	3	1	578	432	470	0	V	
squeeze-N	11	7	5	1	0	0	0	0	N	
once-C	499	4	4	1	539	315	322	0	C	
stumpy-J	1	6	6	2	0	0	0	0	J	
conductor-N	25	9	8	3	0	0	0	0	N	
havoc-V	3	5	5	2	462	338	505	469	V	
down-R	895	4	3	1	546	339	459	0	R	
both-A	730	4	3	1	598	322	298	0	A	
undersea-J	3	8	6	3	0	0	0	0	J	
like-A	1290	4	3	1	610	286	352	0	A	
scientist-N	17	9	8	3	0	0	0	0	N	
can-V	1772	3	3	1	620	365	369	0	V	
body-V	276	4	4	2	610	568	614	267	V	
solidarity-N	13	10	10	5	0	0	0	0	N	
around-A	561	6	5	2	0	0	0	0	A	
fronted-V	1	7	7	2	0	0	0	0	V	
shirt-N	27	5	3	1	612	616	612	269	N	
screech-N	1	7	6	1	0	0	0	0	N	
amount-N	172	6	5	2	583	335	316	392	N	
bristle-V	3	7	5	2	461	558	562	383	V	
operator-N	49	8	7	4	0	0	0	0	N	
children-N	355	8	8	2	608	582	597	0	N	
pirouette-V	4	9	6	3	0	0	0	0	V	
new-V	1635	3	3	1	614	348	418	0	V	
likeness-N	3	8	6	2	0	0	0	0	N	
plain-A	48	5	4	1	551	426	463	361	A	
campaign-V	81	8	6	2	0	0	0	0	V	
then-J	1377	4	3	1	610	190	204	0	J	
betterment-N	3	10	8	3	293	270	310	569	N	
enough-J	430	6	4	2	545	246	345	0	J	
