word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
ire-N	1	3	2	2	0	0	0	0	N	
spelling-N	4	8	6	2	0	0	0	0	N	
zoology-N	1	7	7	4	448	356	364	0	N	
tap-N	18	3	3	1	567	538	541	222	N	
commune-V	4	7	6	2	0	0	0	0	V	
undo-V	3	4	4	2	0	0	0	0	V	
sour-N	3	4	4	1	533	458	495	0	N	
sherry-N	8	6	4	2	0	0	0	0	N	
garb-N	3	4	3	1	0	0	0	0	N	
steamship-N	3	9	7	2	0	0	0	0	N	
stigma-N	1	6	6	2	0	0	0	0	N	
banish-V	4	6	5	2	0	0	0	0	V	
nun-N	2	3	3	1	500	583	617	0	N	
rover-N	4	5	4	2	309	0	473	0	N	
garter-V	2	6	4	2	0	0	0	0	V	
hansom-N	1	6	6	2	0	0	0	0	N	
falcon-N	4	6	6	2	0	0	0	0	N	
jocular-J	4	7	7	3	0	0	0	0	J	
beg-V	11	3	3	1	529	300	431	0	V	
bridle-V	1	6	5	2	0	0	0	0	V	
rodeo-N	1	5	5	3	0	0	0	0	N	
digest-V	3	6	6	2	0	0	0	0	V	
reticulate-J	3	10	10	4	0	0	0	0	J	
cheap-N	24	5	3	1	0	0	0	0	N	
pitiful-A	4	7	7	3	0	0	0	0	A	
gang-V	22	4	3	1	515	492	535	336	V	
opponent-J	15	8	7	3	495	440	408	0	J	
sped-V	9	4	4	1	0	0	0	0	V	
source-N	94	6	3	1	0	0	0	0	N	
respite-V	2	7	6	2	0	0	0	0	V	
squirt-N	1	6	5	1	492	453	496	0	N	
portuguese-N	3	10	8	3	0	0	0	0	N	
doubtless-A	13	9	6	2	0	0	0	0	A	
procure-V	4	7	6	2	0	0	0	0	V	
almighty-J	5	8	6	3	0	0	0	0	J	
dragons-N	2	7	7	2	0	0	0	0	N	
souffle-J	1	7	5	1	0	0	0	0	J	
movable-N	19	7	6	3	0	0	0	0	N	
morgue-N	1	6	3	1	434	572	589	0	N	
sinister-J	13	8	7	3	0	0	0	0	J	
geese-N	3	5	3	1	421	597	603	314	N	
paced-V	11	5	4	2	0	0	0	0	V	
ton-V	13	3	1	1	501	473	475	386	V	
strut-N	3	5	5	1	368	429	437	511	N	
secant-N	12	6	6	2	0	0	0	0	N	
laotian-N	4	7	6	2	0	0	0	0	N	
lavish-N	3	6	5	2	0	0	0	0	N	
whip-N	19	4	3	1	476	570	579	397	N	
caps-V	6	4	4	1	0	0	0	0	V	
milord-N	2	6	4	2	0	0	0	0	N	
treasure-V	4	8	5	2	0	0	0	0	V	
dey-N	2	3	2	1	0	0	0	0	N	
pest-N	4	4	4	1	482	479	445	306	N	
spirited-V	8	8	8	3	425	0	426	0	V	
workman-N	1	7	6	2	0	0	0	0	N	
betrothal-N	1	9	8	3	0	0	0	0	N	
cripple-J	1	7	5	1	0	0	0	0	J	
nazi-N	13	4	5	2	0	0	0	0	N	
birch-V	2	5	4	1	518	620	561	0	V	
mindful-J	5	7	7	2	0	0	0	0	J	
sky-V	58	3	3	1	607	542	618	0	V	
rebellion-N	13	9	8	3	0	0	0	0	N	
goat-N	6	4	3	1	469	636	585	0	N	
cuisine-N	1	7	6	2	335	497	541	0	N	
cartoon-V	3	7	5	2	0	0	0	0	V	
epsilon-N	1	7	7	3	0	0	0	0	N	
psalm-V	4	5	3	1	418	409	427	0	V	
dill-V	12	4	3	1	0	0	0	0	V	
wellington-J	1	10	8	3	0	0	0	0	J	
tansy-N	1	5	5	2	0	0	0	0	N	
drag-V	15	4	4	1	0	0	0	0	V	
loading-V	11	7	5	2	0	0	0	0	V	
hulking-J	2	7	6	2	0	0	0	0	J	
eighty-J	11	6	3	2	0	0	0	0	J	
khan-N	2	4	3	1	0	0	0	0	N	
inmate-J	1	6	5	2	0	0	0	0	J	
dough-N	13	5	2	1	474	627	558	369	N	
eldest-J	5	6	6	2	0	0	0	0	J	
slap-V	2	4	4	1	521	511	542	0	V	
ivy-N	9	3	3	2	479	567	551	0	N	
pursuer-N	2	7	6	3	0	0	0	0	N	
falsify-N	2	7	7	3	0	0	0	0	N	
cologne-N	9	7	5	2	407	576	586	494	N	
whine-N	4	5	3	1	0	0	0	0	N	
syllable-V	1	8	6	2	473	361	375	497	V	
escort-V	9	6	5	2	0	0	0	0	V	
sap-V	1	3	3	1	377	540	451	464	V	
indecisive-J	2	10	9	4	438	0	327	0	J	
cab-N	12	3	3	1	0	0	0	0	N	
geometry-N	9	8	8	4	0	0	0	0	N	
crib-V	5	4	4	1	0	0	0	0	V	
shaking-N	21	7	5	2	0	0	0	0	N	
beer-N	34	4	2	1	604	587	598	0	N	
parody-N	4	6	6	3	0	0	0	0	N	
reimburse-V	1	9	7	3	0	0	0	0	V	
vivacity-N	2	8	8	4	0	0	0	0	N	
chronology-N	5	10	9	4	302	266	291	631	N	
toot-V	3	4	3	1	0	0	0	0	V	
mash-N	1	4	3	1	481	418	472	0	N	
site-V	64	4	3	1	507	408	406	0	V	
