word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
love-V	232	4	3	1	619	311	569	303	V	
resist-V	22	6	6	2	0	0	0	0	V	
evil-N	72	4	3	2	538	0	434	0	N	
down-J	895	4	3	1	546	339	459	0	J	
genteel-N	4	7	6	2	0	0	0	0	N	
overblown-J	1	9	7	3	0	0	0	0	J	
undertaker-N	1	10	8	4	0	0	0	0	N	
wretch-J	1	6	3	1	0	0	0	0	J	
moot-V	1	4	3	1	0	0	0	0	V	
sand-N	28	4	4	1	519	616	603	217	N	
program-N	394	7	7	2	0	0	0	0	N	
deputy-J	17	6	7	3	462	455	435	433	J	
because-C	883	7	5	2	604	196	244	0	C	
suable-J	1	6	6	3	0	0	0	0	J	
backward-N	22	8	6	2	0	0	0	0	N	
aplomb-N	1	6	5	2	0	0	0	0	N	
part-A	500	4	3	1	579	339	340	314	A	
china-N	69	5	5	2	507	578	597	0	N	
cartoonist-N	3	10	8	3	0	0	0	0	N	
worthy-J	28	6	4	2	0	0	0	0	J	
what-J	1908	4	3	1	608	293	249	0	J	
dandelion-N	1	9	9	4	513	558	579	0	N	
but-N	4381	3	3	1	603	227	206	0	N	
trying-V	163	6	5	1	0	0	0	0	V	
fashion-V	69	7	5	2	548	356	474	467	V	
town-N	212	4	3	1	589	556	553	0	N	
mercury-V	10	7	7	3	467	537	521	0	V	
immigrant-N	4	9	8	3	0	0	0	0	N	
monologue-N	3	9	7	3	0	0	0	0	N	
dignified-J	7	9	8	3	477	0	385	0	J	
mineral-J	12	7	7	3	454	527	432	469	J	
death-N	277	5	3	1	581	365	498	0	N	
decision-N	119	8	7	3	601	297	340	437	N	
among-A	370	5	4	2	0	0	0	0	A	
fluorine-N	1	8	6	2	0	0	0	0	N	
back-V	967	4	3	1	587	540	483	225	V	
quick-V	68	5	4	1	570	343	363	0	V	
blissful-J	4	8	7	2	0	0	0	0	J	
warrant-V	20	7	6	2	0	0	0	0	V	
vanguard-N	3	8	6	2	0	0	0	0	N	
let-V	384	3	3	1	0	0	0	0	V	
terror-N	25	6	4	2	495	326	483	381	N	
musical-N	85	7	8	3	538	0	451	0	N	
disorderly-A	3	10	8	4	0	0	0	0	A	
learned-V	117	7	4	2	0	0	0	0	V	
involved-V	147	8	7	3	586	0	363	0	V	
office-V	255	6	4	2	566	569	518	0	V	
man-V	1207	3	3	1	623	618	567	0	V	
adverb-N	1	6	5	2	473	352	315	0	N	
dazed-V	4	5	4	2	0	0	0	0	V	
higher-V	160	6	4	2	574	324	464	0	V	
feature-N	37	7	5	2	0	0	0	0	N	
pace-V	43	4	3	1	0	0	0	0	V	
infrequent-J	4	10	10	3	0	0	0	0	J	
catching-N	9	8	6	2	0	0	0	0	N	
zoologist-N	2	9	9	4	472	525	470	583	N	
apricot-N	1	7	7	3	428	638	591	386	N	
spur-N	13	4	3	1	0	0	0	0	N	
billy-N	26	5	4	2	0	0	0	0	N	
summary-J	21	7	6	3	0	0	0	0	J	
mandarin-J	1	8	8	3	0	0	0	0	J	
pedigreed-J	1	9	8	3	0	0	0	0	J	
redundant-N	4	9	9	3	0	0	0	0	N	
bearing-N	25	7	5	2	0	0	0	0	N	
national-J	375	8	6	3	556	0	400	0	J	
before-N	1016	6	5	2	583	261	255	0	N	
roast-V	10	5	4	1	536	0	0	0	V	
like-J	1290	4	3	1	610	286	352	0	J	
individual-J	239	10	11	4	586	474	440	454	J	
brackish-J	3	8	6	2	0	0	0	0	J	
world-N	787	5	4	1	607	532	560	0	N	
good-A	807	4	3	1	621	297	374	0	A	
encroach-V	1	8	7	2	0	0	0	0	V	
gland-N	9	5	5	1	0	0	0	0	N	
bomb-N	36	4	3	1	566	595	606	0	N	
sweeping-V	13	8	6	2	0	0	0	0	V	
trailer-N	11	7	5	2	528	597	587	0	N	
but-J	4381	3	3	1	603	227	206	0	J	
missionary-J	17	10	7	4	0	0	0	0	J	
might-N	672	5	3	1	533	271	346	400	N	
hippodrome-N	5	10	8	3	0	0	0	0	N	
age-V	227	3	2	1	582	390	468	258	V	
know-N	683	4	2	1	605	274	278	0	N	
out-A	2096	3	2	1	608	249	330	0	A	
when-A	2331	4	3	1	609	219	231	0	A	
substance-N	33	9	8	2	506	479	348	483	N	
could-V	1599	5	3	1	622	0	210	0	V	
altogether-J	30	10	9	4	0	0	0	0	J	
attribute-V	6	9	8	3	421	266	295	0	V	
recipe-V	8	6	6	2	0	0	0	0	V	
obesity-N	5	7	7	4	0	0	0	0	N	
wicked-N	9	6	5	2	0	0	0	0	N	
still-J	782	5	4	1	557	354	345	0	J	
mat-V	5	3	3	1	490	513	537	0	V	
any-U	1345	3	3	2	542	222	206	0	U	
will-J	2244	4	3	1	584	275	322	0	J	
detective-N	52	9	8	3	509	505	524	377	N	
war-N	464	3	2	1	582	477	551	314	N	
much-J	937	4	4	1	584	242	332	0	J	
forest-N	66	6	6	2	513	609	633	297	N	
