word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
component-N	25	9	9	3	0	0	0	0	N	
twinkle-N	3	7	6	2	0	0	0	0	N	
sprig-N	1	5	5	1	0	0	0	0	N	
rub-N	6	3	3	1	0	0	0	0	N	
seismic-J	1	7	6	2	0	0	0	0	J	
sewer-V	10	5	4	2	489	564	538	0	V	
infuriate-J	1	9	9	3	0	0	0	0	J	
orgiastic-J	2	9	8	3	0	0	0	0	J	
reluctance-N	5	10	9	3	0	0	0	0	N	
roger-N	15	5	5	2	0	0	0	0	N	
vest-N	4	4	4	1	472	575	581	0	N	
humming-V	6	7	5	2	509	0	453	0	V	
picker-N	1	6	4	2	0	0	0	0	N	
leash-N	3	5	3	1	0	0	0	0	N	
slanderous-J	1	10	9	3	0	0	0	0	J	
hath-V	3	4	3	1	0	0	0	0	V	
twofold-J	4	7	6	2	0	0	0	0	J	
starboard-J	1	9	6	2	0	0	0	0	J	
clinch-V	2	6	6	1	474	369	423	0	V	
cant-J	1	4	4	1	0	0	0	0	J	
fleeting-J	7	8	6	2	0	0	0	0	J	
blot-V	6	4	4	1	0	0	0	0	V	
idol-V	7	4	3	2	0	0	0	0	V	
arty-J	1	4	3	2	0	0	0	0	J	
sublime-V	3	7	6	2	0	0	0	0	V	
foggy-J	5	5	4	2	0	0	0	0	J	
bail-N	7	4	3	1	485	441	480	0	N	
monk-N	16	4	4	1	401	570	606	0	N	
blur-V	3	4	3	1	0	0	0	0	V	
stately-A	4	7	6	3	0	0	0	0	A	
sow-V	3	3	2	1	428	504	479	0	V	
recipient-N	7	9	9	3	0	0	0	0	N	
forefinger-N	6	10	7	3	0	0	0	0	N	
pest-N	4	4	4	1	482	479	445	306	N	
wither-N	2	6	4	2	445	384	438	0	N	
finely-A	4	6	5	3	0	0	0	0	A	
turpentine-V	4	10	8	3	483	604	587	0	V	
faithful-J	12	8	6	2	0	0	0	0	J	
mend-V	2	4	4	1	0	0	0	0	V	
dole-V	1	4	3	1	0	0	0	0	V	
tropical-J	11	8	8	3	0	0	0	0	J	
transience-N	1	10	9	2	0	0	0	0	N	
swath-N	1	5	4	1	0	0	0	0	N	
doll-N	10	4	3	1	503	588	565	161	N	
valve-V	3	5	4	1	0	0	0	0	V	
vanishing-V	4	9	7	3	0	0	0	0	V	
braces-V	4	6	6	2	0	0	0	0	V	
gin-C	23	3	3	1	521	639	555	0	C	
accord-J	9	6	4	2	418	299	248	0	J	
blazon-V	1	6	5	2	0	0	0	0	V	
jiffy-N	2	5	4	2	0	0	0	0	N	
versed-J	2	6	4	1	0	0	0	0	J	
furnace-N	11	7	5	2	406	600	586	428	N	
magpie-N	1	6	5	2	0	0	0	0	N	
inmate-J	1	6	5	2	0	0	0	0	J	
moderation-N	3	10	9	4	0	0	0	0	N	
malice-V	2	6	5	2	354	248	365	0	V	
swift-J	32	5	5	1	507	338	460	0	J	
arduous-J	4	7	6	2	0	0	0	0	J	
unwitting-A	1	9	7	3	0	0	0	0	A	
statute-J	13	7	7	2	0	0	0	0	J	
doubly-A	4	6	5	2	0	0	0	0	A	
kelp-N	2	4	4	1	0	0	0	0	N	
stunning-V	6	8	6	2	0	0	0	0	V	
orient-N	4	6	6	2	0	0	0	0	N	
tempt-V	2	5	5	1	495	283	437	0	V	
alizarin-N	1	8	8	4	0	0	0	0	N	
blooded-V	1	7	6	2	0	0	0	0	V	
rabies-N	1	6	5	2	0	0	0	0	N	
partial-N	11	7	4	2	0	0	0	0	N	
disparity-N	2	9	9	4	278	270	318	0	N	
tribal-J	6	6	6	2	0	0	0	0	J	
oft-J	1	3	3	1	0	0	0	0	J	
hop-V	2	3	3	1	432	494	554	289	V	
inert-J	5	5	4	2	0	0	0	0	J	
skirting-V	1	8	6	2	0	0	0	0	V	
venom-N	2	5	5	2	375	476	456	531	N	
mediocre-J	5	8	7	4	403	0	322	0	J	
impartial-J	8	9	7	3	451	309	305	0	J	
peony-J	3	5	4	2	0	0	0	0	J	
awkward-A	11	7	5	2	502	329	419	0	A	
hush-N	4	4	3	1	415	396	467	246	N	
thither-J	1	7	5	2	0	0	0	0	J	
lob-N	1	3	3	1	0	0	0	0	N	
cadaver-N	1	7	6	3	0	0	0	0	N	
gust-V	2	4	4	1	415	0	456	0	V	
resultant-N	12	9	9	3	0	0	0	0	N	
gauze-N	1	5	3	1	0	0	0	0	N	
scarred-V	2	7	4	2	0	0	0	0	V	
cant-V	1	4	4	1	0	0	0	0	V	
aural-J	1	5	4	2	192	309	253	0	J	
pawn-N	2	4	3	1	477	480	479	0	N	
panties-N	1	7	6	2	498	597	574	0	N	
cannon-N	7	6	5	2	498	604	588	0	N	
kitten-V	5	6	4	2	517	612	639	219	V	
catchy-J	1	6	5	2	0	0	0	0	J	
gaudy-V	7	5	4	2	380	0	446	0	V	
eaten-V	12	5	3	2	0	0	0	0	V	
compose-V	6	7	6	2	0	0	0	0	V	
nigh-N	1	4	2	1	0	0	0	0	N	
