word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
stock-N	147	5	4	1	0	0	0	0	N	
sentry-V	6	6	6	2	0	0	0	0	V	
raised-V	101	6	4	2	545	0	376	0	V	
curve-V	45	5	3	1	521	447	520	364	V	
safeguard-N	5	9	6	2	0	0	0	0	N	
thing-N	333	5	3	1	587	350	358	0	N	
surprising-J	30	10	8	3	0	0	0	0	J	
right-N	613	5	3	1	599	361	372	0	N	
nocturnal-J	3	9	7	3	0	0	0	0	J	
assuredly-A	4	9	8	4	0	0	0	0	A	
dapper-N	6	6	5	2	0	0	0	0	N	
slippery-J	5	8	7	3	0	0	0	0	J	
uncounted-J	3	9	8	3	0	0	0	0	J	
else-C	176	4	3	1	565	222	208	0	C	
hard-J	202	4	3	1	595	425	460	0	J	
four-N	359	4	3	1	553	365	491	0	N	
gross-J	66	5	4	1	0	0	0	0	J	
above-A	296	5	4	2	607	0	346	0	A	
social-N	380	6	4	2	497	242	386	0	N	
resolute-J	4	8	7	3	0	0	0	0	J	
reluctant-J	15	9	9	3	481	263	373	0	J	
overweight-V	5	10	6	3	0	0	0	0	V	
john-N	362	4	3	1	0	0	0	0	N	
barking-N	2	7	5	2	0	0	0	0	N	
whether-C	286	7	4	2	528	0	207	0	C	
natural-N	156	7	6	3	594	0	376	0	N	
water-V	442	5	4	2	641	616	632	153	V	
field-N	274	5	4	1	0	0	0	0	N	
familiar-N	72	8	7	3	0	0	0	0	N	
precedent-V	9	9	9	3	0	0	0	0	V	
back-J	967	4	3	1	587	540	483	225	J	
music-N	216	5	6	2	599	512	549	272	N	
washed-V	35	6	4	2	0	0	0	0	V	
interest-V	330	8	7	2	572	305	359	411	V	
sense-N	311	5	4	1	583	316	368	336	N	
obvious-J	92	7	6	2	0	0	0	0	J	
massacre-N	1	8	6	3	0	0	0	0	N	
wrack-N	1	5	3	1	309	354	424	0	N	
vote-N	75	4	3	1	567	389	477	486	N	
collegiate-N	4	10	7	3	217	379	216	653	N	
couple-V	122	6	4	2	0	0	0	0	V	
christian-N	144	9	8	2	0	0	0	0	N	
over-A	1236	4	3	2	589	287	327	0	A	
stunning-V	6	8	6	2	0	0	0	0	V	
expansion-N	47	9	9	3	515	325	417	0	N	
taken-V	281	5	5	2	0	0	0	0	V	
hit-V	115	3	3	1	0	0	0	0	V	
arrange-V	10	7	5	2	0	0	0	0	V	
blame-V	34	5	4	1	541	293	356	328	V	
aureomycin-N	5	10	9	5	0	0	0	0	N	
program-V	394	7	7	2	0	0	0	0	V	
going-J	399	5	4	1	0	0	0	0	J	
between-R	730	7	6	2	0	0	0	0	R	
revolting-V	2	9	8	3	0	0	0	0	V	
not-N	4609	3	3	1	565	273	253	0	N	
few-U	601	3	3	1	593	309	333	0	U	
people-N	847	6	4	2	628	540	548	281	N	
many-J	1030	4	4	2	599	276	393	0	J	
avoid-N	58	5	4	2	0	0	0	0	N	
sparkle-N	4	7	5	2	0	0	0	0	N	
valid-J	22	5	5	2	0	0	0	0	J	
love-V	232	4	3	1	619	311	569	303	V	
trivial-N	11	7	6	2	0	0	0	0	N	
department-N	225	10	9	3	596	447	426	494	N	
equinox-N	2	7	8	3	0	0	0	0	N	
applied-J	106	7	5	2	0	0	0	0	J	
gave-V	285	4	3	1	0	0	0	0	V	
open-A	319	4	4	2	581	381	425	0	A	
prediction-N	10	10	9	3	0	0	0	0	N	
impress-V	4	7	6	2	0	0	0	0	V	
little-V	831	6	4	1	594	378	502	0	V	
power-V	342	5	4	2	556	325	450	0	V	
forward-J	115	7	5	2	596	0	329	0	J	
fan-V	18	3	3	1	520	557	582	0	V	
little-A	831	6	4	1	594	378	502	0	A	
neglect-N	12	7	7	2	509	282	372	467	N	
open-N	319	4	4	2	581	381	425	0	N	
attach-V	14	6	5	2	0	0	0	0	V	
head-V	424	4	3	1	611	603	593	181	V	
number-V	472	6	5	2	599	395	489	239	V	
chin-N	27	4	4	1	545	592	608	0	N	
difficile-J	1	9	7	3	0	0	0	0	J	
focal-J	8	5	5	2	0	0	0	0	J	
against-C	626	7	6	2	600	0	285	0	C	
pane-V	3	4	3	1	395	506	410	0	V	
son-N	166	3	3	1	607	0	560	0	N	
across-A	282	6	5	2	0	0	0	0	A	
leash-V	3	5	3	1	0	0	0	0	V	
ministry-N	13	8	8	3	0	0	0	0	N	
sir-V	95	3	3	1	0	0	0	0	V	
weather-V	69	7	4	2	623	439	537	292	V	
nothing-N	412	7	5	2	0	0	0	0	N	
without-R	583	7	5	2	577	267	302	0	R	
room-N	383	4	3	1	627	566	545	244	N	
tonsil-N	2	6	5	2	0	0	0	0	N	
cave-J	9	4	3	1	526	592	601	0	J	
arrogant-J	2	8	7	3	407	0	402	0	J	
open-V	319	4	4	2	581	381	425	0	V	
proof-J	40	5	4	1	546	328	339	456	J	
stupidity-N	8	9	10	4	0	0	0	0	N	
