word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
flow-V	67	4	3	1	518	311	417	0	V	
depend-V	45	6	6	2	0	0	0	0	V	
blitz-V	3	5	4	1	0	0	0	0	V	
day-V	686	3	2	1	595	477	526	0	V	
visage-N	2	6	5	2	0	0	0	0	N	
when-A	2331	4	3	1	609	219	231	0	A	
shipwreck-N	2	9	6	2	0	0	0	0	N	
superior-A	46	8	7	3	534	0	378	0	A	
odd-J	44	3	2	1	0	0	0	0	J	
ambulatory-J	1	10	11	5	0	0	0	0	J	
come-J	630	4	3	1	608	355	322	0	J	
few-U	601	3	3	1	593	309	333	0	U	
wobble-N	3	6	4	1	0	0	0	0	N	
build-N	86	5	4	1	554	402	399	0	N	
tolerate-V	4	8	7	3	0	0	0	0	V	
lignite-N	4	7	6	2	0	0	0	0	N	
believer-N	4	8	6	3	0	0	0	0	N	
several-N	377	7	6	3	0	0	0	0	N	
spare-N	23	5	4	1	552	313	316	364	N	
over-J	1236	4	4	2	589	287	327	0	J	
energy-N	100	6	5	3	0	0	0	0	N	
refraction-N	1	10	9	3	0	0	0	0	N	
half-V	275	4	3	1	610	389	458	267	V	
whatsoever-J	6	10	8	4	0	0	0	0	J	
stout-N	3	5	4	1	511	413	521	0	N	
ascending-V	4	9	7	3	0	0	0	0	V	
albert-N	29	6	5	2	0	0	0	0	N	
something-N	450	9	6	3	0	0	0	0	N	
disunity-N	3	8	9	4	0	0	0	0	N	
kind-A	313	4	4	1	575	323	383	0	A	
small-N	542	5	4	1	616	402	447	0	N	
prognosis-N	2	9	9	3	0	0	0	0	N	
turbine-N	6	7	5	2	0	0	0	0	N	
aftermath-N	4	9	7	3	0	0	0	0	N	
demoniac-N	2	8	8	4	0	0	0	0	N	
felt-N	357	4	4	1	504	437	483	0	N	
evolution-N	14	9	8	4	523	304	402	0	N	
themselves-U	270	10	8	2	0	0	0	0	U	
mind-N	325	4	4	1	591	333	373	0	N	
ant-N	6	3	3	1	511	604	613	0	N	
flake-N	1	5	4	1	0	0	0	0	N	
bedside-N	5	7	6	2	0	0	0	0	N	
assailant-J	2	9	7	3	0	0	0	0	J	
waxen-J	1	5	6	2	0	0	0	0	J	
chemistry-N	16	9	8	3	533	374	458	0	N	
static-J	13	6	6	2	0	0	0	0	J	
good-V	807	4	3	1	621	297	374	0	V	
men-N	763	3	3	1	621	586	587	236	N	
some-U	1617	4	3	1	578	286	302	0	U	
contrabass-N	1	10	9	3	0	0	0	0	N	
today-N	284	5	4	2	0	0	0	0	N	
plight-N	7	6	4	1	0	0	0	0	N	
wreck-N	8	5	3	1	516	505	595	369	N	
work-N	760	4	3	1	603	402	458	0	N	
hitch-V	5	5	4	1	0	0	0	0	V	
encounter-N	28	9	8	3	463	316	370	522	N	
himself-U	603	7	7	2	569	285	317	0	U	
exactly-A	103	7	8	3	0	0	0	0	A	
froze-V	5	5	4	1	0	0	0	0	V	
filmy-J	1	5	5	2	0	0	0	0	J	
tremble-V	10	7	6	2	0	0	0	0	V	
summon-N	3	6	5	2	0	0	0	0	N	
greensward-N	1	10	8	2	0	0	0	0	N	
torque-N	5	6	3	1	0	0	0	0	N	
weasel-N	1	6	4	2	0	0	0	0	N	
under-N	707	5	4	2	544	319	426	0	N	
rob-V	19	3	3	1	508	0	465	0	V	
station-V	105	7	6	2	548	572	554	300	V	
courage-N	32	7	5	2	511	277	440	419	N	
shift-V	41	5	4	1	0	0	0	0	V	
plasticity-N	4	10	10	4	0	0	0	0	N	
allure-V	1	6	4	2	0	0	0	0	V	
studied-J	79	7	6	2	0	0	0	0	J	
haddock-N	1	7	5	2	475	636	532	389	N	
again-R	578	5	4	2	0	0	0	0	R	
real-J	260	4	3	1	596	285	313	0	J	
blooming-J	10	8	6	2	0	0	0	0	J	
him-N	2619	3	3	1	613	368	421	0	N	
aloof-J	5	5	4	2	0	0	0	0	J	
toward-J	386	6	4	2	0	0	0	0	J	
number-N	472	6	5	2	599	395	489	239	N	
scion-N	1	5	4	2	0	0	0	0	N	
true-A	231	4	3	1	605	269	365	0	A	
husband-N	131	7	7	2	557	549	537	0	N	
spate-V	2	5	4	1	0	0	0	0	V	
mold-N	45	4	4	1	503	486	454	0	N	
east-V	183	4	3	1	574	363	497	0	V	
craving-N	2	7	6	2	0	0	0	0	N	
certain-V	313	7	4	2	0	0	0	0	V	
julep-N	2	5	5	2	0	0	0	0	N	
impolitic-J	2	9	9	4	0	0	0	0	J	
going-N	399	5	4	1	0	0	0	0	N	
character-N	118	9	7	3	551	365	372	464	N	
scar-V	10	4	3	1	529	552	565	0	V	
airmen-N	1	6	4	2	0	0	0	0	N	
how-N	834	3	2	1	593	195	230	0	N	
exercise-V	58	8	7	3	0	0	0	0	V	
tan-N	9	3	3	1	0	0	0	0	N	
same-A	686	4	3	1	569	248	326	0	A	
retrospect-V	3	10	10	3	314	0	0	0	V	
