word|s	KFfrequency|f	letters|f	phonemes|f	syllables|f	familiarity|f	concreteness|f	imagery|f	AoA|f	PoS|s	
oriole-N	5	6	5	3	0	0	0	0	N	
ruin-N	14	4	4	2	0	0	0	0	N	
postmark-V	2	8	7	2	0	0	0	0	V	
lad-N	6	3	3	1	490	548	534	306	N	
toxin-N	1	5	6	2	0	0	0	0	N	
friar-N	1	5	5	1	343	543	497	483	N	
shivery-J	1	7	6	3	0	0	0	0	J	
ransom-V	5	6	6	2	0	0	0	0	V	
sultry-J	1	6	6	2	0	0	0	0	J	
pear-N	6	4	2	1	567	634	590	0	N	
cops-V	17	4	4	1	0	0	0	0	V	
tighten-V	3	7	4	2	0	0	0	0	V	
syrup-V	4	5	5	2	0	0	0	0	V	
wrest-V	1	5	4	1	319	337	313	0	V	
ineligible-N	3	10	9	4	0	0	0	0	N	
thug-V	1	4	3	1	0	0	0	0	V	
isle-V	5	4	2	1	471	530	520	0	V	
wilder-J	1	6	6	2	0	0	0	0	J	
lame-V	2	4	3	1	0	0	0	0	V	
thrash-V	1	6	4	1	0	0	0	0	V	
ledger-N	7	6	4	2	0	0	0	0	N	
postmaster-N	4	10	9	3	0	0	0	0	N	
seller-N	6	6	4	2	459	444	427	381	N	
honest-A	47	6	5	2	607	0	366	0	A	
strenuous-J	11	9	9	2	0	0	0	0	J	
chaotic-J	5	7	6	3	439	313	434	0	J	
beady-J	1	5	4	2	0	0	0	0	J	
apologist-N	1	9	9	4	0	0	0	0	N	
spoof-N	1	5	4	1	0	0	0	0	N	
refer-V	27	5	4	2	0	0	0	0	V	
roast-V	10	5	4	1	536	0	0	0	V	
dam-N	5	3	3	1	0	0	0	0	N	
tarry-N	1	5	4	2	0	0	0	0	N	
afire-J	1	5	4	3	0	0	0	0	J	
spat-N	9	4	4	1	0	0	0	0	N	
flame-V	17	5	4	1	551	582	598	261	V	
starch-J	4	6	4	1	459	555	497	489	J	
escritoire-N	2	10	8	3	0	0	0	0	N	
ethic-N	4	5	4	2	0	0	0	0	N	
artifice-N	1	8	6	3	252	388	240	637	N	
grip-N	20	4	4	1	523	490	540	325	N	
civility-N	1	8	8	4	0	0	0	0	N	
fatuous-J	2	7	7	2	0	0	0	0	J	
thesis-N	10	6	5	2	0	0	0	0	N	
flippant-J	1	8	7	2	341	0	361	0	J	
thereto-A	11	7	4	2	0	0	0	0	A	
bin-N	9	3	3	1	580	598	562	192	N	
arch-V	13	4	3	1	483	512	557	367	V	
lumbar-N	1	6	5	2	0	0	0	0	N	
trophy-N	8	6	5	2	0	0	0	0	N	
sorrel-N	2	6	5	2	0	0	0	0	N	
pest-N	4	4	4	1	482	479	445	306	N	
stable-J	30	6	5	2	519	562	537	292	J	
sweetish-A	1	8	6	2	0	0	0	0	A	
anchored-V	10	8	5	3	0	0	0	0	V	
maximal-J	3	7	7	3	0	0	0	0	J	
recourse-V	6	8	5	2	0	0	0	0	V	
heredity-N	3	8	8	4	507	330	383	0	N	
narrative-J	24	9	7	3	0	0	0	0	J	
rubicund-J	1	8	8	3	0	0	0	0	J	
corked-V	2	6	4	2	0	0	0	0	V	
semblance-N	2	9	8	2	0	0	0	0	N	
allot-V	1	5	4	2	0	0	0	0	V	
bracken-J	1	7	6	2	0	0	0	0	J	
cope-N	21	4	3	1	516	347	344	0	N	
seep-N	2	4	3	1	0	0	0	0	N	
swum-V	1	4	4	1	0	0	0	0	V	
cavern-V	1	6	5	2	400	534	548	433	V	
vagrant-J	1	7	7	2	0	0	0	0	J	
pour-V	9	4	2	1	545	356	495	0	V	
magical-J	12	7	7	3	0	0	0	0	J	
buss-V	1	4	3	1	0	0	0	0	V	
perforce-A	2	8	5	2	0	0	0	0	A	
buckboard-N	2	9	6	2	0	0	0	0	N	
lordly-J	2	6	5	2	0	0	0	0	J	
salmon-J	3	6	5	2	0	0	0	0	J	
shearing-V	7	8	5	2	0	0	0	0	V	
dirge-N	2	5	3	1	282	403	262	606	N	
hangar-N	1	6	4	2	0	0	0	0	N	
gilt-V	3	4	4	1	316	413	390	0	V	
sprout-N	1	6	5	1	0	0	0	0	N	
hem-N	4	3	3	1	0	0	0	0	N	
quirk-V	1	5	4	1	0	0	0	0	V	
drug-N	24	4	4	1	539	555	564	464	N	
episode-N	12	7	6	3	431	391	370	0	N	
bonding-V	1	7	6	2	0	0	0	0	V	
diurnal-J	5	7	5	3	0	0	0	0	J	
gateway-N	3	7	5	2	0	0	0	0	N	
lame-J	2	4	3	1	0	0	0	0	J	
genera-N	1	6	6	3	0	0	0	0	N	
cone-N	13	4	3	1	506	573	559	275	N	
jade-V	1	4	3	1	359	570	459	572	V	
therewith-A	3	9	5	2	0	0	0	0	A	
dole-J	1	4	3	1	0	0	0	0	J	
mooring-N	1	7	5	2	0	0	0	0	N	
ajar-A	2	4	4	2	0	0	0	0	A	
parasol-V	3	7	7	3	0	0	0	0	V	
rake-N	11	4	3	1	476	597	550	336	N	
printer-N	3	7	6	2	0	0	0	0	N	
idle-N	13	4	3	1	497	318	444	0	N	
