numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	
15983	53906	renegade	68	68	57	64	54	1.3333	1.8388	0.67954	1.7634	Noun	68	1	3.1307	3	59.14	8	0	1	low	low3	4	40	1	2	41	42	43	44	
17014	57577	sediment	21	21	12	21	12	0.41176	1.3424	0.14306	1.1139	Noun	21	1	2.6343	3	56.29	8	1	1	low	low3	4	40	1	2	41	42	43	44	
15144	50395	prodigal	57	57	51	50	46	1.1176	1.7634	0.60801	1.716	Noun	57	1	3.0553	3	64	8	0	1	low	low3	4	40	1	2	41	42	43	44	
3050	9801	cars	2327	2327	1318	2242	1283	45.6275	3.367	15.7129	3.1202	Noun	2328	1	4.6588	1	33	4	15	1	high	high1	1	10	1	2	11	12	13	14	
6973	23679	fats	48	48	28	30	13	0.94118	1.6902	0.33381	1.4624	Noun	48	1	2.982	1	29.67	4	14	1	low	low1	3	30	1	2	31	32	33	34	
5433	18143	digestion	52	52	46	52	46	1.0196	1.7243	0.5484	1.6721	Noun	52	1	3.0161	3	119.38	9	0	1	low	low3	4	40	1	2	41	42	43	44	
4228	14043	conversion	66	66	58	63	56	1.2941	1.8261	0.69146	1.7709	Noun	66	1	3.1179	3	125.89	10	0	1	low	low3	4	40	1	2	41	42	43	44	
14584	48533	plates	638	638	460	610	447	12.5098	2.8055	5.484	2.6637	Noun	638	1	4.0973	1	137.8	6	4	1	high	high1	1	10	1	2	11	12	13	14	
15223	50717	pros	156	156	125	148	120	3.0588	2.1959	1.4902	2.1004	Noun	156	1	3.4877	1	11.67	4	4	1	low	low1	3	30	1	2	31	32	33	34	
9680	32291	impala	5	5	4	4	3	0.098039	0.77815	0.047687	0.69897	Noun	5	1	2.07	3	17.8	6	0	1	low	low3	4	40	1	2	41	42	43	44	
13133	43902	nuisances	3	3	3	3	3	0.058824	0.60206	0.035765	0.60206	Noun	3	1	1.8939	3	66.13	9	0	1	low	low3	4	40	1	2	41	42	43	44	
8859	29553	harp	134	134	81	105	68	2.6275	2.1303	0.96567	1.9138	Noun	135	1	3.4222	1	31.67	4	7	1	low	low1	3	30	1	2	31	32	33	34	
19800	67187	trafficker	8	8	8	8	8	0.15686	0.95424	0.095374	0.95424	Noun	8	1	2.2461	3	30.33	10	1	1	low	low3	4	40	1	2	41	42	43	44	
2007	6603	blob	60	60	45	44	40	1.1765	1.7853	0.53648	1.6628	Noun	60	1	3.0772	1	12	4	4	1	low	low1	3	30	1	2	31	32	33	34	
806	2569	ants	365	365	147	329	138	7.1569	2.5635	1.7525	2.1703	Noun	365	1	3.8553	1	18.33	4	4	1	high	high1	1	10	1	2	11	12	13	14	
13527	45109	outfitter	2	2	2	1	1	0.039216	0.47712	0.023844	0.47712	Noun	2	1	1.769	3	66.75	9	0	1	low	low3	4	40	1	2	41	42	43	44	
2811	9125	calves	82	82	54	81	53	1.6078	1.9191	0.64378	1.7404	Noun	82	1	3.2109	1	121.6	6	3	1	low	low1	3	30	1	2	31	32	33	34	
10300	34981	joints	195	195	156	190	153	3.8235	2.2923	1.8598	2.1959	Noun	195	1	3.5841	1	54.2	6	1	1	low	low1	3	30	1	2	31	32	33	34	
12135	40660	mimicry	4	4	4	4	4	0.078431	0.69897	0.047687	0.69897	Noun	4	1	1.9908	3	37.67	7	0	1	low	low3	4	40	1	2	41	42	43	44	
16851	57058	scones	40	40	29	37	27	0.78431	1.6128	0.34573	1.4771	Noun	40	1	2.9046	1	99.8	6	3	1	low	low1	3	30	1	2	31	32	33	34	
4071	13149	computers	551	551	334	502	318	10.8039	2.7419	3.9819	2.525	Noun	552	1	4.0338	3	91.75	9	1	1	high	high3	2	20	1	2	21	22	23	24	
7012	23861	feist	1	1	1	0	0	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	1	23.75	5	2	1	low	low1	3	30	1	2	31	32	33	34	
15094	50223	princesses	66	66	38	61	33	1.2941	1.8261	0.45303	1.5911	Noun	66	1	3.1179	3	75.89	10	0	1	low	low3	4	40	1	2	41	42	43	44	
9795	32980	inducement	13	13	12	13	12	0.2549	1.1461	0.14306	1.1139	Noun	13	1	2.438	3	62.44	10	0	1	low	low3	4	40	1	2	41	42	43	44	
2813	9131	calypsos	1	1	1	1	1	0.019608	0.30103	0.011922	0.30103	Noun	1	1	1.5929	3	21.86	8	0	1	low	low3	4	40	1	2	41	42	43	44	
9699	32442	importer	13	13	11	12	10	0.2549	1.1461	0.13114	1.0792	Noun	13	1	2.438	3	88.14	8	1	1	low	low3	4	40	1	2	41	42	43	44	
20248	69106	underside	12	12	12	12	12	0.23529	1.1139	0.14306	1.1139	Noun	12	1	2.4058	3	70.88	9	0	1	low	low3	4	40	1	2	41	42	43	44	
14073	46953	pedicures	15	15	12	15	12	0.29412	1.2041	0.14306	1.1139	Noun	15	1	2.496	3	85.38	9	0	1	low	low3	4	40	1	2	41	42	43	44	
18444	62709	stores	485	485	370	460	363	9.5098	2.6866	4.4111	2.5694	Noun	486	1	3.9785	1	120.2	6	12	1	high	high1	1	10	1	2	11	12	13	14	
6774	23021	exporter	4	4	4	4	4	0.078431	0.69897	0.047687	0.69897	Noun	4	1	1.9908	3	89.29	8	1	1	low	low3	4	40	1	2	41	42	43	44	
73	266	abundance	45	45	41	45	41	0.88235	1.6628	0.48879	1.6232	Noun	45	1	2.9546	3	40.75	9	0	1	low	low3	4	40	1	2	41	42	43	44	
12206	40893	misconduct	40	40	36	40	36	0.78431	1.6128	0.42918	1.5682	Noun	40	1	2.9046	3	33	10	0	1	low	low3	4	40	1	2	41	42	43	44	
2783	9029	calculus	47	47	39	38	32	0.92157	1.6812	0.46495	1.6021	Noun	47	1	2.9731	3	35.43	8	0	1	low	low3	4	40	1	2	41	42	43	44	
16130	54682	retraining	4	4	3	4	3	0.078431	0.69897	0.035765	0.60206	Noun	4	1	1.9908	3	162.89	10	1	1	low	low3	4	40	1	2	41	42	43	44	
