numid|f	X|f	Word|s	Unnamed|f	FREQcount|f	Cdcount|f	FREQlow|f	Cdlow|f	SUBLTLWF|f	Lg10WF|f	SUBTLCD|f	Lg10CD|f	Dom_PoS_SUBTLEX|s	Freq_dom_PoS_SUBTLEX|f	Percentage_dom_PoS|f	Zipfvalue|f	cmu_sylls|f	BF_TP|f	LEN_L|f	N|f	Zipfvalue_incl|f	Zipfvalue_cat|s	cond_name|s	cond_code|f	trigger_code|f	len|f	corr_resp|f	fix_code|f	word_code|f	delay_code|f	audioresp_code|f	
16219	16218	slop	59932	94	72	85	68	1.8431	1.9777	0.85837	1.8633	Noun	64	0.68085	3.2696	1	18.67	4	11	1	low	low1	3	30	1	2	31	32	33	34	
9627	9626	lad	36112	736	339	675	316	14.4314	2.8675	4.0415	2.5315	Noun	726	1	4.1593	1	10	3	20	1	high	high1	1	10	1	2	11	12	13	14	
17517	17516	tar	65016	160	100	132	87	3.1373	2.2068	1.1922	2.0043	Noun	134	0.8535	3.4987	1	8.5	3	16	1	low	low1	3	30	1	2	31	32	33	34	
10500	10499	mall	38766	964	426	855	398	18.902	2.9845	5.0787	2.6304	Noun	965	1	4.2764	1	38	4	15	1	high	high1	1	10	1	2	11	12	13	14	
490	489	announcer	2331	574	201	217	75	11.2549	2.7597	2.3963	2.3054	Noun	529	0.92321	4.0515	3	41.63	9	2	1	high	high3	2	20	1	2	21	22	23	24	
16149	16148	slab	59634	94	66	72	63	1.8431	1.9777	0.78684	1.8261	Noun	94	1	3.2696	1	17	4	8	1	low	low1	3	30	1	2	31	32	33	34	
953	952	avenue	4047	861	564	87	72	16.8824	2.9355	6.7239	2.752	Noun	857	1	4.2273	3	15.2	6	1	1	high	high3	2	20	1	2	21	22	23	24	
15579	15578	sedative	57570	130	112	122	107	2.549	2.1173	1.3352	2.0531	Noun	123	0.94615	3.4091	3	78.43	8	0	1	low	low3	4	40	1	2	41	42	43	44	
1402	1401	beep	5405	332	209	252	178	6.5098	2.5224	2.4917	2.3222	Noun	198	0.60366	3.8143	1	27.33	4	11	1	high	high1	1	10	1	2	11	12	13	14	
14798	14797	rhyme	54988	225	160	225	160	4.4118	2.3541	1.9075	2.2068	Noun	141	0.62946	3.6459	1	5.25	5	1	1	low	low1	3	30	1	2	31	32	33	34	
18709	18708	veal	70911	181	105	138	93	3.549	2.2601	1.2518	2.0253	Noun	176	0.97238	3.5519	1	30.67	4	11	1	low	low1	3	30	1	2	31	32	33	34	
8408	8407	holiday	30757	1086	617	897	534	21.2941	3.0362	7.3557	2.791	Noun	1045	0.96225	4.3281	3	35	7	0	1	high	high3	2	20	1	2	21	22	23	24	
4717	4716	denial	17229	268	199	224	173	5.2549	2.4298	2.3724	2.301	Noun	268	1	3.7216	3	58.6	6	3	1	high	high3	2	20	1	2	21	22	23	24	
1330	1329	beach	5178	2888	1291	2180	1025	56.6275	3.4607	15.391	3.1113	Noun	2859	0.9903	4.7526	1	55	5	7	1	high	high1	1	10	1	2	11	12	13	14	
12951	12950	pharmacy	47683	175	130	148	115	3.4314	2.2455	1.5498	2.1173	Noun	166	0.94857	3.5373	3	32.14	8	0	1	low	low3	4	40	1	2	41	42	43	44	
5892	5891	equation	22047	178	127	173	124	3.4902	2.2529	1.5141	2.1072	Noun	177	1	3.5447	3	83.43	8	0	1	low	low3	4	40	1	2	41	42	43	44	
16674	16673	squash	61801	223	162	201	150	4.3725	2.3502	1.9313	2.2122	Noun	130	0.58296	3.6421	1	19.2	6	0	1	low	low1	3	30	1	2	31	32	33	34	
157	156	agony	1226	191	171	176	159	3.7451	2.2833	2.0386	2.2355	Noun	191	1	3.5751	3	19	5	0	1	low	low3	4	40	1	2	41	42	43	44	
16819	16818	stealth	62252	142	78	80	53	2.7843	2.1553	0.9299	1.8976	Noun	142	1	3.4472	1	47.5	7	0	1	low	low1	3	30	1	2	31	32	33	34	
8677	8676	hydrogen	31687	136	79	122	73	2.6667	2.1367	0.94182	1.9031	Noun	136	1	3.4286	3	24	8	0	1	low	low3	4	40	1	2	41	42	43	44	
4996	4995	direction	18361	1228	979	1208	967	24.0784	3.0896	11.6714	2.9912	Noun	1230	1	4.3814	3	121.25	9	0	1	high	high3	2	20	1	2	21	22	23	24	
15276	15275	satellite	56546	798	388	726	357	15.6471	2.9025	4.6257	2.5899	Noun	798	1	4.1944	3	82.75	9	0	1	high	high3	2	20	1	2	21	22	23	24	
18007	18006	tooth	66814	692	401	621	380	13.5686	2.8407	4.7806	2.6042	Noun	691	1	4.1326	1	37	5	1	1	high	high1	1	10	1	2	11	12	13	14	
6674	6673	flick	24817	257	137	150	122	5.0392	2.4116	1.6333	2.1399	Noun	121	0.47082	3.7035	1	37	5	4	1	high	high1	1	10	1	2	11	12	13	14	
2979	2978	challenger	10520	77	50	54	41	1.5098	1.8921	0.59609	1.7076	Noun	77	1	3.1839	3	42.44	10	2	1	low	low3	4	40	1	2	41	42	43	44	
6394	6393	fern	23953	163	28	22	14	3.1961	2.2148	0.33381	1.4624	Noun	116	0.71605	3.5067	1	16.67	4	1	1	low	low1	3	30	1	2	31	32	33	34	
7554	7553	governor	27987	1369	401	744	295	26.8431	3.1367	4.7806	2.6042	Noun	1342	0.97956	4.4286	3	42	8	0	1	high	high3	2	20	1	2	21	22	23	24	
18932	18931	vogue	71593	119	61	24	11	2.3333	2.0792	0.72723	1.7924	Noun	118	1	3.371	1	11.75	5	2	1	low	low1	3	30	1	2	31	32	33	34	
19392	19391	womb	73371	177	141	168	136	3.4706	2.2504	1.681	2.1523	Noun	176	0.99435	3.5423	1	12.67	4	3	1	low	low1	3	30	1	2	31	32	33	34	
15100	15099	ruse	55955	85	72	85	72	1.6667	1.9345	0.85837	1.8633	Noun	85	1	3.2263	1	20.67	4	9	1	low	low1	3	30	1	2	31	32	33	34	
19131	19130	wax	72229	461	277	394	266	9.0392	2.6646	3.3023	2.444	Noun	299	0.64859	3.9565	1	5.5	3	9	1	high	high1	1	10	1	2	11	12	13	14	
4252	4251	cruise	15465	626	395	506	323	12.2745	2.7973	4.7091	2.5977	Noun	489	0.78115	4.0891	1	44.2	6	1	1	high	high1	1	10	1	2	11	12	13	14	
18715	18714	vegetable	70931	291	238	273	228	5.7059	2.4654	2.8374	2.3784	Noun	291	1	3.7572	3	45.13	9	0	1	high	high3	2	20	1	2	21	22	23	24	
9088	9087	interview	33991	1505	815	1470	799	29.5098	3.1778	9.7163	2.9117	Noun	1193	0.79427	4.4697	3	84.13	9	0	1	high	high3	2	20	1	2	21	22	23	24	
7089	7088	fuse	26392	248	182	241	177	4.8627	2.3962	2.1698	2.2625	Noun	228	0.91566	3.688	1	18.67	4	4	1	high	high1	1	10	1	2	11	12	13	14	
18313	18312	trough	67916	72	58	70	56	1.4118	1.8633	0.69146	1.7709	Noun	72	1	3.1552	1	36	6	1	1	low	low1	3	30	1	2	31	32	33	34	
6180	6179	face	23275	14747	5610	14152	5529	289.1569	4.1687	66.8813	3.749	Noun	11894	0.80719	5.4606	1	19	4	11	1	high	high1	1	10	1	2	11	12	13	14	
18224	18223	trend	67604	106	79	84	76	2.0784	2.0294	0.94182	1.9031	Noun	87	0.83654	3.3212	1	33	5	1	1	low	low1	3	30	1	2	31	32	33	34	
8631	8630	hump	31509	225	162	197	156	4.4118	2.3541	1.9313	2.2122	Noun	127	0.56696	3.6459	1	16	4	8	1	low	low1	3	30	1	2	31	32	33	34	
17115	17114	substitute	63429	238	197	233	192	4.6667	2.3784	2.3486	2.2967	Noun	130	0.54622	3.6702	3	46.89	10	0	1	high	high3	2	20	1	2	21	22	23	24	
